PGC1,DMzp,e_DMzp,Dist,Vh,Vls,V3k,Vpds,Vpwf,Vpec,Hi,z,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,SGX,SGY,SGZ
1864612,38.08,0.49,413.0,26608,26590,26897,-2005,-845,-845,69.6,0.08971873468544696,182.4271,29.3862,196.6888,80.5413,85.1874,-1.8274,2230,26482,-848
1864640,37.75,0.52,354.8,23036,23195,23074,-1980,-830,-830,68.9,0.0769665793260216,247.2095,29.3868,49.091,42.5102,87.8529,53.7777,514,13697,18712
1865114,37.206,0.18,276.2,17885,17848,18070,-1676,-699,-699,68.5,0.06027503200230608,118.3192,29.4014,191.4163,25.5015,43.8091,-42.7493,9458,9073,-12115
1865254,37.57,0.48,326.6,21966,22017,22176,-962,-410,-410,71.8,0.0739711737511422,211.5959,29.4059,45.1889,73.36,90.6781,22.9472,-239,20274,8584
1865432,37.955,0.35,389.9,25083,25032,25324,-2061,-865,-865,69.2,0.08447177146798003,133.0536,29.4107,195.4408,37.8673,58.5951,-36.7519,10451,17118,-14977
1865728,36.994,0.258,250.5,18535,18500,18717,793,351,351,78.4,0.06243319169823812,117.4812,29.4201,191.1437,24.8142,42.8577,-42.9658,9924,9208,-12608
1865850,38.6,0.52,524.8,28948,28893,29225,-7014,-2781,-2781,59.9,0.09748410682165994,146.7697,29.4237,198.4756,49.6077,69.0877,-28.6892,9047,23676,-13870
1865876,37.42,0.53,304.8,25181,25280,25321,3829,1782,1782,88.5,0.08446176454512408,227.6631,29.4246,45.531,59.3758,91.1717,36.9255,-413,20205,15188
1865945,37.18,0.48,272.9,24201,24149,24441,5168,2481,2481,95.2,0.08152640050738034,132.9767,29.4267,195.402,37.8056,58.5157,-36.7783,10102,16495,-14458
1866007,37.55,0.53,323.6,19681,19856,19689,-3304,-1338,-1338,64.0,0.06567543470356416,252.6482,29.4286,50.4409,37.8859,85.3835,58.311,840,10397,16896
1866082,38.37,0.49,472.1,28133,28082,28374,-4431,-1810,-1810,64.5,0.09464547637152367,133.0656,29.4296,195.4205,37.8817,58.5918,-36.7305,11729,19209,-16794
1866224,35.8,0.55,144.5,14950,14896,15235,4827,2479,2479,109.6,0.050818489903438464,151.5149,29.436,199.3256,53.7066,72.0413,-25.5005,4146,12790,-6413
1866344,35.525,0.42,127.4,10481,10542,10679,1384,641,641,86.2,0.03562130972621066,214.6741,29.4398,44.9288,70.6798,90.8955,25.6212,-148,9504,4558
1866445,37.2,0.339,275.4,22954,22906,23181,3666,1713,1713,89.2,0.07732349290788364,128.9006,29.4435,194.3424,34.3606,54.7719,-38.7388,10306,14595,-14334
1866480,37.96,0.47,390.8,20863,20822,21161,-6365,-2457,-2457,57.1,0.07058549818488095,168.5829,29.4445,201.0197,68.5361,80.4082,-12.9121,3382,20012,-4653
1866493,37.736,0.35,352.5,27630,27576,27916,3205,1464,1464,84.9,0.09311775281551612,151.7382,29.4446,199.3492,53.9008,72.1657,-25.3415,7634,23725,-11803
1866678,33.665,0.56,54.1,4437,4430,4715,709,333,333,88.3,0.01572754708859287,188.4091,29.4505,181.24,85.4454,86.7132,3.1549,254,4416,244
1866692,37.82,0.52,366.4,25026,25209,25017,-774,-332,-332,72.7,0.0834477296957217,255.5834,29.4509,51.2093,35.4051,83.5967,60.7013,1376,12260,21984
1866706,37.68,0.47,343.6,21309,21328,21560,-2761,-1137,-1137,66.3,0.07191641892472159,199.5385,29.4508,56.0423,83.6781,89.0253,12.5684,355,20814,4641
1866753,37.259,0.111,283.0,20456,20515,20657,506,222,222,76.9,0.06890433514508228,213.9747,29.4535,45.0289,71.2882,90.8286,25.015,-268,18589,8675
1866778,37.37,0.52,297.9,19543,19506,19727,-1488,-625,-625,69.6,0.06580218905973946,118.0874,29.4534,191.2919,25.3258,43.526,-42.7662,10383,9862,-13245
1867142,38.36,0.52,469.9,24935,24937,25205,-7510,-2911,-2911,57.1,0.08407483019469422,192.1755,29.4648,137.2245,87.5871,87.5723,6.3205,1050,24763,2745
1867304,37.77,0.51,358.1,20409,20358,20645,-4684,-1856,-1856,60.7,0.0688643074536585,131.7384,29.47,195.0396,36.7657,57.3811,-37.3658,8722,13628,-12355
1867307,37.28,0.48,285.8,15212,15158,15496,-4954,-1891,-1891,56.4,0.05168909219190564,150.9948,29.47,199.1796,53.2608,71.7019,-25.8362,4284,12953,-6606
1867380,38.0,0.54,398.1,24005,23991,24289,-3674,-1501,-1501,64.9,0.08101938308267916,184.9551,29.4723,192.4704,82.6583,85.8072,0.2871,1755,23927,120
1867533,37.6,0.53,331.1,22488,22519,22725,-711,-304,-304,72.7,0.07580244063378005,203.9605,29.4771,49.0416,79.9524,89.6961,16.3632,115,21606,6344
1867629,37.33,0.55,292.4,20484,20449,20782,-24,-10,-10,74.9,0.06932129026407996,171.7789,29.4801,200.7487,71.3174,81.609,-10.3899,2936,19898,-3688
1867812,36.55,0.51,204.2,15038,14992,15335,606,268,268,78.1,0.05115205399863662,162.5697,29.4858,200.6825,63.3028,77.7858,-17.4953,3025,13974,-4507
1867820,37.01,0.51,252.3,18061,18213,18112,39,17,17,75.2,0.0604151289222893,244.8463,29.4859,48.6972,44.5508,88.4722,51.7516,301,11271,14303
1867823,35.39,0.48,119.7,9739,9691,10035,1286,595,595,86.1,0.03347315695313456,161.3339,29.4861,200.5738,62.2283,77.2086,-18.4203,2036,8966,-3062
1867944,33.505,0.56,50.2,4343,4481,4418,693,327,327,89.0,0.014736861725854358,240.3605,29.4902,47.7665,48.4024,89.6072,47.9162,21,3003,3326
1868000,37.0,0.51,251.2,16418,16585,16440,-1593,-663,-663,68.3,0.0548379372505762,250.0005,29.4912,49.8776,40.1502,86.5629,56.095,555,9235,13765
1868042,37.71,0.49,348.3,26756,26902,26817,2346,1059,1059,82.3,0.08945188340928845,242.901,29.4923,48.2898,46.2198,89.008,50.0923,299,17257,20635
1868098,37.86,0.55,373.3,28049,28026,28340,2212,993,993,81.5,0.09453206457915629,179.9359,29.4938,198.1606,78.3858,84.3492,-3.8317,2754,27827,-1873
1868107,34.945,0.47,97.5,6811,6836,7057,-121,-52,-52,73.7,0.02353961819813359,201.3332,29.4942,52.5098,82.1761,89.2795,14.1118,84,6629,1667
1868114,37.7,0.51,346.7,22961,22919,23259,-1236,-525,-525,71.1,0.07758367290213819,167.1906,29.4946,200.8859,67.3239,79.7955,-13.9689,3941,21889,-5532
1868453,37.22,0.52,278.0,21824,21782,22026,2280,1038,1038,83.8,0.07347082760834497,122.4009,29.5055,192.4974,28.9245,48.2032,-41.3363,10901,12193,-14387
1868455,37.745,0.389,354.0,28085,28212,28179,3379,1547,1547,85.4,0.09399502638588728,236.7547,29.5057,47.1023,51.5116,90.2348,44.8079,-81,20016,19882
1868476,37.56,0.53,325.1,26574,26557,26861,4017,1866,1866,88.4,0.08959865161117563,183.2655,29.5061,194.9637,81.229,85.3117,-1.098,2171,26464,-509
1868529,36.627,0.343,211.5,17809,17872,18004,2834,1327,1327,89.1,0.060054879699475296,215.4312,29.5077,45.0811,70.0192,90.8721,26.2835,-243,16023,7914
1868561,36.5,0.51,199.5,17315,17274,17516,3193,1515,1515,91.8,0.05842708691490832,122.135,29.5087,192.4181,28.7038,47.9198,-41.4276,8680,9613,-11429
1868819,37.74,0.49,353.2,29178,29350,29190,4500,2093,2093,88.9,0.09736735938834058,251.8152,29.5168,50.3459,38.6127,85.6587,57.5952,1191,15684,24780
1869003,37.3,0.52,288.4,22456,22401,22722,2268,1031,1031,83.4,0.07579243371092412,142.1328,29.5228,197.3863,45.6371,65.7927,-31.5501,7828,17411,-11721
1869094,34.755,0.41,89.3,8860,9026,8639,2089,1031,1031,98.9,0.028816602184168358,39.7342,29.5245,149.3285,-27.7796,332.8928,-13.504,7812,-4000,-2108
1869192,35.365,0.59,118.3,8062,8012,8299,-381,-162,-162,71.7,0.02768248426049464,132.0429,29.5291,195.0441,37.0372,57.6124,-37.1661,3420,5391,-4840
1869210,37.87,0.55,375.0,27174,27262,27332,1041,459,459,78.0,0.09116973849955892,223.775,29.5297,45.3298,62.7607,91.1202,33.5395,-444,22719,15062
1869320,37.82,0.55,366.4,25004,25140,25085,-704,-302,-302,72.9,0.08367455328045645,239.2898,29.5332,47.621,49.3303,89.7602,46.9892,72,17149,18382
1869659,37.63,0.48,335.7,23754,23715,23948,235,102,102,75.8,0.07988192951805345,120.3793,29.5429,191.8751,27.2529,46.0158,-41.9886,12242,12683,-15865
1869667,36.9,0.55,239.9,22552,22685,22637,5638,2764,2764,99.9,0.07550890423000568,238.4709,29.5432,47.4796,50.0369,89.8981,46.283,28,15678,16395
1870326,37.56,0.45,325.1,24587,24698,24707,1763,790,790,80.9,0.08241368100060743,231.6058,29.5633,46.34,55.9687,90.7563,40.3445,-248,18823,15989
1870333,37.82,0.52,366.4,22433,22471,22662,-3195,-1309,-1309,65.5,0.07559229525380522,206.4167,29.5634,47.6444,77.8302,89.939,18.4897,23,21311,7126
1870378,38.76,0.53,564.9,28227,28197,28393,-10424,-3960,-3960,53.9,0.09470885354961131,114.0184,29.5652,189.9234,22.0121,38.8199,-43.6551,15895,12789,-19465
1870427,36.14,0.52,169.0,15143,15095,15370,3176,1529,1529,94.6,0.051268801431955974,129.1593,29.5668,194.2649,34.6092,54.9339,-38.5155,6786,9667,-9400
1870457,38.03,0.53,403.6,27970,27918,28259,42,18,18,75.1,0.09426187766204579,154.1728,29.5674,199.5255,56.0207,73.4526,-23.5717,7288,24529,-11164
1870463,38.45,0.53,489.8,28719,28875,28762,-5201,-2105,-2105,63.1,0.0959397050608925,246.2056,29.5674,49.1071,43.4026,87.9082,52.8859,636,17412,23026
1870588,37.55,0.54,323.6,28285,28438,28334,5676,2702,2702,94.0,0.0945120507334444,245.1474,29.5711,48.88,44.3082,88.2453,51.9888,537,17505,22406
1870696,34.84,0.52,92.9,9421,9532,9544,2753,1397,1397,105.3,0.03183535724571163,231.1106,29.5749,46.2873,56.3986,90.7812,39.9141,-99,7310,6116
1870985,36.57,0.5,206.1,15398,15435,15628,772,343,343,78.9,0.05212939679756721,206.0484,29.5833,47.9666,78.144,89.871,18.1753,33,14665,4815
1871000,37.05,0.48,257.0,21272,21295,21519,3236,1508,1508,88.4,0.07177965764569035,200.7883,29.5838,54.176,82.6051,89.1006,13.6617,325,20690,5030
1871149,37.29,0.53,287.1,23707,23686,23997,3693,1722,1722,88.8,0.08004537592470055,180.6226,29.5883,197.1962,78.9602,84.468,-3.2386,2280,23538,-1338
1871208,35.82,0.54,145.9,14235,14183,14488,3952,1978,1978,103.1,0.048326766112308274,137.164,29.5901,196.1961,41.4016,61.9257,-34.4077,5507,10324,-8014
1871509,37.06,0.52,258.2,19846,19834,20129,1706,770,770,82.0,0.06714311672243603,185.4074,29.5991,190.5407,82.9944,85.807,0.7006,1451,19779,243
1871552,36.65,0.5,213.8,14526,14548,14775,-653,-278,-278,71.8,0.049284095065526966,200.1963,29.5997,55.5969,83.0889,88.9868,13.1587,251,14164,3312
1871606,35.395,0.46,119.9,6982,7218,6672,-2142,-811,-811,56.6,0.022255396431620705,14.0088,29.6014,124.127,-33.2597,325.1775,7.4707,5875,-4087,938
1871616,38.59,0.54,522.4,28355,28325,28523,-7569,-2974,-2974,58.6,0.09514248687336892,114.404,29.6015,190.0078,22.3402,39.2572,-43.539,15899,12993,-19511
1871670,36.87,0.53,236.6,21087,21065,21378,4552,2191,2191,95.4,0.07130933227146095,180.0252,29.6031,197.5632,78.4455,84.2738,-3.7208,2098,20916,-1367
1871726,37.63,0.53,335.7,23462,23422,23760,40,17,17,75.1,0.07925482901908093,168.0226,29.6048,200.594,68.0476,80.0355,-13.2749,3945,22452,-5378
1871854,37.5,0.49,316.2,18137,18106,18307,-4203,-1662,-1662,60.7,0.0610655789079257,114.8888,29.6096,190.1509,22.7405,39.8168,-43.4254,10101,8420,-12446
1871940,38.92,0.47,608.1,26967,27108,27037,-14481,-5218,-5218,47.6,0.09018572441872437,241.2512,29.6114,48.1236,47.6554,89.2315,48.6596,241,17905,20353
1871942,37.245,0.318,281.2,22600,22642,22823,2883,1327,1327,86.0,0.07612933344707425,207.8739,29.6114,47.1006,76.5678,90.0665,19.752,-24,21310,7652
1872063,37.835,0.318,369.0,27990,27937,28276,2440,1100,1100,82.2,0.09431858355822947,152.3595,29.6152,199.1615,54.4569,72.3794,-24.8087,7677,24169,-11722
1872322,37.8,0.48,363.1,17802,17866,17996,-7691,-2836,-2836,51.9,0.06002819457185945,215.5338,29.6237,45.4133,69.9271,90.7495,26.3802,-209,16004,7938
1872382,37.01,0.221,252.3,18220,18398,18224,154,67,67,75.7,0.06078872070891123,253.3703,29.6253,50.8614,37.3181,84.6294,58.8391,891,9478,15743
1872488,37.46,0.54,310.5,27484,27517,27720,5957,2858,2858,95.7,0.09246396718892776,204.2559,29.6279,49.6005,79.6713,89.5827,16.6406,193,26364,7880
1872633,38.05,0.52,407.4,24667,24630,24965,-3607,-1478,-1478,65.2,0.08327427636621866,170.2373,29.6324,200.4215,69.9721,80.8855,-11.5375,3823,23828,-4926
1872826,37.91,0.54,381.9,27991,27939,28279,1548,688,688,79.4,0.09432859048108543,153.9199,29.6379,199.3626,55.8086,73.2491,-23.708,7373,24496,-11233
1872971,37.43,0.53,306.2,22006,22089,22171,449,197,197,76.6,0.0739544955463823,222.1825,29.6427,45.4687,64.1488,90.9791,32.1551,-319,18698,11756
1872976,36.08,0.53,164.4,17568,17609,17794,6039,3137,3137,113.2,0.05935439509955918,207.2485,29.6426,47.5426,77.1029,89.9592,19.217,12,16628,5796
1873031,37.01,0.53,252.3,22145,22091,22412,4506,2153,2153,94.0,0.07475838501580984,142.6776,29.6445,197.3281,46.1246,66.0864,-31.1301,7666,17287,-11421
1873037,36.79,0.325,228.0,15790,15746,16087,-321,-138,-138,73.5,0.05366045599452672,164.5901,29.6443,200.4438,65.0643,78.5505,-15.89,3007,14843,-4311
1873159,37.96,0.53,390.8,28086,28086,28359,1021,450,450,77.9,0.09459544175724395,190.7987,29.6481,158.1814,86.8959,87.0866,5.2095,1422,27934,2550
1873176,38.2,0.48,436.5,28114,28086,28408,-2028,-855,-855,69.8,0.09475888816389104,176.3255,29.6485,199.2173,75.2511,83.0534,-6.6986,3374,27689,-3276
1873277,37.83,0.52,368.1,21080,21059,21370,-4627,-1841,-1841,61.3,0.0712826471438451,180.5941,29.6513,196.8953,78.9248,84.4002,-3.2402,2052,20925,-1190
1873471,36.66,0.52,214.8,20285,20386,20422,5123,2519,2519,100.1,0.06812045952136661,228.0732,29.6572,46.035,59.0369,90.8631,37.2731,-244,16221,12346
1873533,35.87,0.45,149.3,9987,9944,10284,-611,-258,-258,70.8,0.034303731550177956,165.5896,29.6592,200.4416,65.933,78.9708,-15.1215,1837,9422,-2594
1873638,37.95,0.52,389.0,24294,24243,24538,-2807,-1163,-1163,67.1,0.08184995767972256,134.2523,29.6618,195.4205,38.9399,59.4494,-35.929,9979,16906,-14225
1873811,37.6,0.53,331.1,22381,22398,22635,-803,-344,-344,72.4,0.07550223294810172,198.2756,29.6659,62.2418,84.6029,88.5882,11.5339,541,21939,4478
1873962,36.85,0.52,234.4,15615,15571,15912,-952,-403,-403,70.7,0.053076718827929956,164.0389,29.6705,200.3575,64.586,78.2832,-16.2952,3035,14634,-4369
1874302,37.14,0.53,267.9,22694,22735,22919,3925,1847,1847,90.6,0.07644955497846448,207.4392,29.6805,47.6103,76.9337,89.9424,19.3862,22,21446,7547
1874639,34.525,0.44,80.4,6801,7079,6459,532,241,241,81.8,0.021544904908848642,351.6533,29.6897,101.731,-29.6662,322.2048,26.6629,4999,-3877,3177
1874976,38.09,0.53,415.0,23681,23768,23841,-5261,-2094,-2094,61.0,0.07952501593619143,223.2995,29.699,45.6657,63.1805,90.9181,33.1259,-318,19903,12989
1875149,35.595,0.48,131.5,6977,7227,6654,-2995,-1082,-1082,51.5,0.02219535489448504,7.9713,29.704,117.8703,-32.9755,324.1302,12.6157,5714,-4133,1578
1875355,38.53,0.52,508.2,28120,28209,28277,-6896,-2729,-2729,59.7,0.09432191919918145,223.8712,29.7093,45.7289,62.6846,90.9043,33.6225,-370,23487,15619
1875447,37.09,0.54,261.8,23422,23380,23719,5201,2507,2507,96.2,0.07911806774004969,166.3869,29.7121,200.3228,66.626,79.2615,-14.4862,4218,22241,-5848
1875459,38.93,0.52,610.9,27046,27012,27225,-14470,-5221,-5221,47.7,0.0908128249176969,117.1315,29.7123,190.7327,24.618,42.3401,-42.7814,14654,13353,-18346
1875500,34.245,0.62,70.6,9249,9427,9013,3861,2157,2157,130.6,0.030064131900209446,36.1082,29.7137,145.9992,-28.9592,331.6484,-10.5901,8154,-4401,-1732
1875518,37.55,0.332,323.6,21125,21107,21414,-1539,-648,-648,69.9,0.07142941534573229,181.552,29.7138,195.7061,79.7298,84.6249,-2.4364,1976,20995,-897
1875825,37.6,0.51,331.1,20493,20440,20765,-2723,-1119,-1119,66.1,0.06926458436789627,144.8934,29.7227,197.6606,48.0379,67.5752,-29.6936,6774,16413,-10125
1875847,35.32,0.53,115.9,11925,11880,12141,3729,1910,1910,108.1,0.040498016798007644,126.238,29.7234,193.3134,32.1928,52.0058,-39.6581,5630,7208,-7582
1875880,37.943,0.389,387.8,28672,28846,28684,1569,698,698,79.4,0.09567952506663793,251.9126,29.7245,50.6288,38.5752,85.2411,57.6102,1282,15399,24358
1875928,37.01,0.51,252.3,17974,18036,18170,99,43,43,75.4,0.06060859609750423,214.9403,29.726,45.7654,70.439,90.597,25.8727,-169,16228,7870
1875941,37.24,0.48,280.5,24483,24597,24601,4792,2280,2280,93.3,0.0820601030596974,232.0693,29.7266,46.6978,55.5835,90.5014,40.7336,-163,18638,16051
1876095,36.46,0.51,195.9,16574,16534,16871,2787,1311,1311,89.9,0.056275598500880236,167.7251,29.7304,200.2657,67.7881,79.7996,-13.4478,2848,15826,-3845
1876132,37.56,0.54,325.1,23803,23774,24097,1129,500,500,78.8,0.0803789400198987,175.8257,29.7317,199.0656,74.8107,82.8086,-7.0679,2954,23408,-2925
1876280,36.97,0.56,247.7,24133,24286,24184,6703,3334,3334,103.7,0.0806691407827211,244.7912,29.7351,49.0298,44.6419,88.0965,51.6507,501,15060,19046
1876618,36.62,0.51,210.9,16687,16668,16976,1818,831,831,84.1,0.056625840800838295,181.3565,29.7441,195.7338,79.5575,84.5391,-2.586,1585,16576,-752
1876812,37.96,0.56,390.8,28376,28326,28617,1290,571,571,78.6,0.09545603712285518,133.4201,29.7501,195.1102,38.2533,58.6666,-36.2899,11873,19502,-16765
1876928,37.27,0.54,284.4,24544,24698,24593,4506,2131,2131,92.0,0.08203341793208153,245.1046,29.7531,49.1213,44.3771,87.9707,51.9121,540,15226,19438
1877049,34.225,0.55,70.0,5100,5377,4759,-422,-176,-176,68.9,0.015874315290480057,352.7641,29.7573,102.7956,-29.9522,322.3516,25.7049,3836,-2960,2332
1877162,35.96,0.52,155.6,13909,13895,14193,2937,1415,1415,94.6,0.04734275203147372,184.2792,29.7601,191.6892,82.0123,85.351,-0.1819,1127,13849,-44
1877211,37.65,0.48,338.8,27570,27538,27745,3981,1844,1844,87.7,0.09254735821272729,116.1487,29.7613,190.3834,23.8247,41.2069,-42.9846,15156,13271,-18775
1877240,37.733,0.26,352.0,24224,24412,24207,-623,-268,-268,73.1,0.08074586052461667,256.966,29.7621,51.9337,34.3149,82.0347,61.689,1605,11466,21492
1877242,37.27,0.52,284.4,22582,22665,22749,2575,1178,1178,84.7,0.07588249601662761,221.7008,29.7621,45.7208,64.57,90.8326,31.7381,-280,19273,11922
1877335,37.88,0.49,376.7,27946,27924,28236,1864,833,833,80.4,0.09418515792015021,179.8274,29.7649,196.9135,78.2493,84.0616,-3.8251,2883,27712,-1863
1877495,37.34,0.52,293.8,22445,22392,22710,1878,847,847,81.9,0.07575240601950034,142.1705,29.769,197.0469,45.7109,65.6179,-31.3515,7894,17417,-11650
1877676,34.07,0.5,65.2,7040,7003,7337,2550,1348,1348,114.8,0.02447359766468842,169.9708,29.7737,200.0323,69.7364,80.6528,-11.6844,1114,6767,-1418
1877713,38.05,0.47,407.4,24816,24952,24897,-3677,-1504,-1504,65.1,0.08304745278148393,239.1987,29.7745,47.9706,49.4429,89.4287,46.8741,171,17057,18211
1877931,36.66,0.54,214.8,21159,21140,21448,6202,3114,3114,105.4,0.07154282713809966,181.1914,29.7807,195.6964,79.4097,84.456,-2.7085,2041,21018,-999
1877967,36.742,0.315,223.0,14895,14847,15122,-955,-403,-403,70.5,0.05044156247586456,129.4528,29.7823,194.0861,34.909,55.0643,-38.1977,6682,9566,-9181
1878301,35.45,0.52,123.0,13655,13625,13950,5077,2691,2691,117.5,0.046532191280142216,174.5807,29.7917,199.2153,73.7291,82.3272,-8.0394,1802,13370,-1905
1878302,37.25,0.52,281.8,21818,21809,22099,2083,944,944,82.9,0.07371432939783963,186.3507,29.792,186.4428,83.6897,85.8694,1.54,1571,21745,586
1878378,38.01,0.48,399.9,24662,24626,24959,-3112,-1285,-1285,66.4,0.08325426252050677,169.9854,29.7936,199.9734,69.7484,80.6401,-11.6643,3923,23796,-4979
1878411,36.92,0.54,242.1,18221,18311,18376,1036,462,462,79.5,0.06129573813361242,224.268,29.7947,45.9431,62.3438,90.7985,33.9663,-211,15185,10230
1878565,37.39,0.47,300.6,22192,22152,22394,1070,475,475,78.8,0.07469834347867417,122.5568,29.7989,192.2196,29.1378,48.2073,-41.0131,11140,12462,-14537
1878644,36.99,0.58,250.0,27859,27879,28110,10725,5649,5649,120.6,0.09376486716020055,199.148,29.8,60.2013,83.8613,88.6072,12.303,663,27231,5940
1878746,38.32,0.52,461.3,26383,26343,26586,-5546,-2220,-2220,61.6,0.08868135034938071,122.8056,29.8033,192.2844,29.3462,48.4652,-40.9198,13199,14900,-17254
1879022,37.82,0.54,366.4,27394,27498,27527,1833,819,819,80.5,0.09182018848519533,228.9093,29.8113,46.4305,58.3238,90.626,37.9911,-236,21671,16926
1879525,38.16,0.51,428.5,23787,23754,23966,-6039,-2377,-2377,59.4,0.07994197105518912,117.113,29.8242,190.6104,24.638,42.2731,-42.6797,12922,11747,-16102
1879593,36.79,0.47,228.0,11806,11876,11991,-4478,-1672,-1672,54.2,0.03999767065521041,217.4933,29.8259,45.8693,68.2212,90.6311,28.0906,-115,10477,5592
1879657,36.145,0.4,169.4,10374,10616,10058,-2286,-900,-900,60.9,0.03354987669503014,11.3412,29.8279,121.3609,-33.0253,324.8645,9.7779,8555,-6022,1803
1879881,37.48,0.318,313.3,23823,23791,24119,1972,888,888,81.8,0.0804523241208423,173.158,29.834,199.4035,72.4952,81.7858,-9.1525,3356,23247,-3784
1880009,37.85,0.53,371.5,27188,27192,27457,1408,625,625,79.1,0.09158669361855662,192.2154,29.8374,134.5816,87.2323,87.218,6.4472,1312,26988,3053
1880431,37.525,0.46,319.9,16620,16591,16914,-5861,-2219,-2219,55.2,0.05641903106181544,175.2944,29.8482,198.8017,74.3403,82.5202,-7.4478,2142,16311,-2151
1880473,38.42,0.53,483.1,26473,26555,26640,-6919,-2720,-2720,58.9,0.08886147496078771,221.5389,29.8496,45.9191,64.712,90.7276,31.5988,-287,22616,13914
1880891,38.31,0.54,459.2,27867,27817,28156,-3802,-1565,-1565,65.8,0.0939183066439917,154.9502,29.8602,199.1086,56.7195,73.623,-22.8526,7228,24594,-10803
1881109,35.36,0.47,118.0,9020,9011,9301,657,295,295,80.7,0.031024796494380124,186.173,29.8661,186.3804,83.5188,85.7527,1.4149,667,8984,222
1881292,36.865,0.234,236.0,16143,16101,16439,-527,-226,-226,72.6,0.054834601609624216,164.881,29.8707,199.9134,65.3202,78.4721,-15.5594,3100,15198,-4319
1881627,37.86,0.53,373.3,27110,27185,27287,1112,492,492,78.3,0.09101963465671975,219.2501,29.8796,45.9641,66.697,90.6397,29.6152,-263,23633,13434
1881642,37.71,0.53,348.3,26273,26294,26522,2037,915,915,81.4,0.0884678693284539,199.6425,29.8796,59.3017,83.4366,88.6117,12.7392,622,25640,5798
1881648,35.67,0.46,136.1,7006,6970,7302,-2677,-997,-997,54.7,0.024356850231369066,170.6781,29.8803,199.65,70.3454,80.8263,-11.0853,1091,6753,-1340
1881655,38.49,0.49,498.9,22217,22175,22426,-12166,-4348,-4348,47.6,0.07480508398913759,124.4391,29.8804,192.6498,30.7296,50.1052,-40.2399,10857,12987,-14325
1881947,37.89,0.55,378.4,27667,27687,27919,1414,627,627,79.1,0.09312775973837208,198.8734,29.8881,61.9198,84.0394,88.4712,12.0866,723,27064,5797
1882067,36.713,0.256,220.1,15742,15700,16038,193,84,84,75.9,0.053497009587879625,164.868,29.8917,199.8627,65.3091,78.4473,-15.5591,3029,14818,-4211
