PGC1,DMzp,e_DMzp,Dist,Vh,Vls,V3k,Vpds,Vpwf,Vpec,Hi,z,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,SGX,SGY,SGZ
57113,36.81,0.55,230.1,24347,24526,24397,8206,4223,4223,112.7,0.08137963230549317,241.4784,40.7712,64.7748,48.0166,73.3386,45.7447,4908,16397,17566
57134,35.32,0.45,115.9,9880,10057,9930,1456,681,681,87.9,0.0331229146531765,241.5486,40.4122,64.2348,47.9829,73.7888,45.9272,1953,6718,7226
57140,34.355,0.4,74.3,4842,4743,4955,-543,-224,-224,67.6,0.016528100917068436,241.5674,-29.2817,346.1371,16.8122,164.243,29.3222,-3980,1123,2323
57145,35.43,0.52,121.9,11730,11836,11813,2947,1458,1458,99.9,0.0394039265657577,241.595,19.7778,34.4018,44.9628,104.2231,49.7398,-1879,7415,9032
57173,34.485,0.5,78.9,6567,6711,6634,818,378,378,85.6,0.022128642075445407,241.6674,30.0989,48.9181,47.3726,88.4043,48.926,123,4408,5059
57178,35.195,0.42,109.4,8789,8940,8853,832,379,379,82.8,0.029530429347892403,241.6774,31.8943,51.5535,47.6007,85.7372,48.5645,440,5900,6702
57180,34.84,0.56,92.9,6695,6641,6807,-37,-16,-16,74.6,0.02270570796013821,241.6824,-18.2133,354.6963,24.4614,154.1423,36.4525,-4807,2330,3946
57181,34.075,0.41,65.3,3271,3346,3363,-1481,-535,-535,51.9,0.011217760521513853,241.6876,11.8881,24.4074,41.8562,116.3087,49.033,-972,1966,2526
57203,36.033,0.311,160.9,12915,13116,12949,1269,578,578,83.2,0.043193214687208714,241.7994,48.5725,76.1695,46.7775,63.3784,42.586,4327,8633,8875
57205,32.985,0.14,39.5,2820,2879,2916,-26,-11,-12,74.3,0.009726729015978115,241.7886,8.0091,19.91,39.9818,122.0761,48.2896,-1017,1623,2149
57210,37.84,0.54,369.8,26387,26486,26471,499,218,218,76.5,0.08829775163990283,241.8281,17.8027,31.9028,44.0821,107.2953,49.8805,-5074,16296,20254
57213,35.24,0.52,111.7,13879,13919,13978,5947,3290,3290,129.7,0.046625589226797694,241.8534,3.5852,15.0536,37.6855,128.3889,47.057,-5888,7433,10189
57215,36.137,0.322,168.8,10174,10257,10263,-2035,-811,-811,62.4,0.034233683090186345,241.7154,13.9647,26.9657,42.7113,113.1768,49.3903,-2627,6138,7786
57216,34.485,0.46,78.9,5003,5073,5096,-737,-300,-300,65.5,0.01699842629129783,241.8545,10.4256,22.7581,41.0575,118.5428,48.9103,-1593,2929,3823
57218,35.055,0.41,102.6,7813,7918,7894,357,158,158,78.6,0.026331549674942126,241.8571,19.5496,34.2119,44.6548,104.5855,49.9815,-1282,4928,6064
57219,37.78,0.51,359.7,22081,22260,22130,-3284,-1342,-1342,65.1,0.07381773426735105,241.8673,40.4375,64.2548,47.7393,73.6254,46.1432,4348,14797,16051
57228,35.54,0.54,128.2,13115,13307,13156,3868,1963,1963,106.1,0.04388369236426889,241.6703,45.2058,71.3161,47.4365,67.5369,44.0677,3653,8836,9255
57237,36.14,0.43,169.0,11517,11691,11568,-728,-307,-307,70.5,0.03858669453252223,241.9232,38.9307,62.0132,47.7448,75.641,46.7287,1988,7763,8512
57241,34.905,0.41,95.7,8197,8227,8298,1270,596,596,88.6,0.027679148619542657,241.8644,1.2575,12.6059,36.4195,131.5715,46.2527,-3775,4256,5943
57246,34.537,0.283,80.8,4824,4895,4916,-1058,-418,-418,61.6,0.016398010919941156,241.9773,10.6227,23.0636,41.0393,118.2868,49.069,-1520,2824,3698
57249,33.605,0.41,52.6,3343,3452,3423,-485,-197,-197,65.7,0.011417898978632745,242.0165,20.1988,35.144,44.7237,103.5783,50.1422,-519,2151,2650
57251,36.575,0.42,206.5,14035,14075,14134,-792,-335,-335,71.0,0.047145949215306814,242.0637,3.123,14.7003,37.2623,129.1317,47.0998,-6046,7432,10310
57256,36.792,0.35,228.2,12839,13004,12894,-3584,-1386,-1386,58.4,0.04300975443484973,242.0683,36.0933,57.801,47.5998,79.5351,47.7673,1588,8596,9629
57260,36.883,0.183,238.0,15046,15186,15113,-2020,-828,-828,66.0,0.050411541707296725,242.088,28.4787,46.6607,46.7441,90.7495,49.5713,-129,9847,11559
57261,31.695,0.39,21.8,1360,1418,1454,-176,-72,-127,66.9,0.004850021944181131,242.0717,7.5384,19.5517,39.5082,122.8694,48.4394,-510,790,1061
57270,36.76,0.48,224.9,10161,10228,10253,-6001,-2082,-2082,46.8,0.03420032668066653,242.1364,9.6067,21.966,40.435,119.8518,49.0046,-3340,5819,7720
57271,34.945,0.39,97.5,7128,7047,7238,62,27,27,75.7,0.02414336921044225,242.1414,-25.0195,349.6882,19.4659,160.9115,32.526,-5615,1943,3789
57273,35.836,0.256,147.0,10128,10206,10215,-514,-218,-218,71.4,0.034073572324491236,242.3799,12.3182,25.3187,41.4326,115.8402,49.7748,-2873,5932,7793
57274,36.075,0.45,164.1,10103,10158,10197,-1762,-709,-709,63.8,0.03401353078735556,242.1784,6.8681,18.8639,39.0872,123.8848,48.3612,-3763,5603,7592
57275,34.275,0.4,71.6,4845,4922,4934,-366,-154,-154,69.8,0.01645805245707682,242.1648,12.0107,24.8274,41.4894,116.2514,49.5142,-1413,2866,3743
57280,35.606,0.303,132.2,9407,9524,9483,-188,-81,-81,73.5,0.03163188314764076,242.2092,22.0425,37.7013,45.115,100.6936,50.3027,-1129,5978,7328
57281,36.35,0.52,186.2,14795,14845,14890,1438,654,654,83.1,0.049667693775004844,242.2294,5.6351,17.5274,38.4264,125.6794,48.057,-5787,8060,11042
57283,35.78,0.51,143.2,10161,10269,10240,-218,-94,-94,73.4,0.03415696334829077,242.2425,19.8238,34.7419,44.4017,104.1689,50.3498,-1604,6354,7907
57284,35.805,0.41,144.9,9039,9206,9092,-1502,-606,-606,64.3,0.030327647535415985,242.2428,36.6108,58.5742,47.4771,78.7385,47.7403,1209,6072,6814
57287,35.585,0.39,130.9,9074,9239,9129,-455,-193,-193,71.4,0.030451066250639303,242.2526,35.7936,57.3669,47.438,79.8935,48.0004,1085,6087,6866
57293,35.725,0.41,139.6,9736,9864,9808,-398,-169,-169,72.1,0.032715966457034756,242.2767,24.8703,41.6102,45.8119,96.273,50.194,-690,6277,7577
57294,36.022,0.265,160.1,12346,12423,12434,800,358,358,80.2,0.04147535959693823,242.2854,12.0849,24.9849,41.4153,116.1708,49.6434,-3548,7220,9467
57296,36.267,0.203,179.2,12402,12533,12472,-538,-229,-229,71.9,0.04160211395311353,242.3767,25.7019,42.8011,45.9214,94.9664,50.2015,-694,7992,9629
57299,35.46,0.47,123.6,7678,7861,7722,-1349,-542,-542,63.8,0.0257578194312013,242.3185,41.7457,66.1608,47.3256,71.6978,45.9503,1717,5189,5650
57306,37.02,0.49,253.5,20448,20612,20503,2429,1115,1115,85.2,0.06839064643847712,242.3465,35.3778,56.7592,47.3409,80.4534,48.1975,2279,13549,15365
57311,36.01,1.02,159.2,8808,8816,8911,-2713,-1036,-1036,57.3,0.02972389652310733,242.3394,-4.5265,7.1789,32.7142,139.3376,44.2917,-4787,4112,6156
57329,37.395,0.41,301.3,14376,14459,14463,-7055,-2540,-2540,49.8,0.04824337508850873,242.1843,13.5808,26.746,42.1382,113.8628,49.7865,-3776,8538,11042
57331,33.841,0.297,58.6,4299,4204,4408,60,26,26,76.0,0.014703505316334542,242.4109,-29.0046,346.8875,16.4919,164.5798,30.0529,-3508,968,2105
57332,33.375,0.39,47.3,3320,3430,3397,-120,-51,-51,72.4,0.011331172313881225,242.4612,20.1777,35.3033,44.3214,103.6168,50.5594,-513,2118,2649
57340,36.555,0.41,204.6,10633,10717,10718,-4117,-1529,-1529,53.8,0.03575139972333794,242.4722,13.5291,26.8386,41.8621,114.0057,50.0558,-2799,6286,8216
57341,35.713,0.15,138.9,9861,10049,9902,-246,-106,-106,73.2,0.03302951670652102,242.4809,43.1289,68.177,47.0978,69.8219,45.4894,2430,6612,7166
57345,32.405,0.43,30.3,2004,2034,2102,-155,-65,-94,69.8,0.0070115172810651565,242.4944,0.7095,12.47,35.5919,132.6515,46.6312,-947,1028,1479
57353,34.155,0.41,67.8,4611,4708,4692,-327,-137,-137,70.1,0.015650827346697295,242.545,16.6995,30.8279,43.0433,109.0891,50.4859,-980,2831,3632
57356,33.565,0.53,51.6,4356,4509,4415,586,272,272,86.5,0.014726854802998414,242.6584,31.7919,51.5504,46.7611,85.5991,49.3992,225,2926,3424
57358,37.43,0.53,306.2,22401,22536,22468,756,333,333,77.7,0.0749451809091208,242.5722,26.6829,44.2327,45.9686,93.4111,50.2585,-857,14382,17328
57362,37.13,0.5,266.7,18400,18564,18455,-617,-264,-264,72.5,0.06155925376881896,242.5968,34.8571,56.0121,47.1049,81.1126,48.5459,1899,12142,13913
57374,36.18,0.45,172.2,11992,12041,12086,-426,-182,-182,72.4,0.04031455654564866,242.6451,4.7546,16.834,37.6212,127.1249,48.1818,-4845,6401,8973
57380,36.957,0.339,246.3,15774,15995,15789,-1911,-788,-788,66.8,0.05266643499083623,243.1933,56.1997,86.3813,44.0227,54.2702,39.1855,7240,10064,10106
57392,36.513,0.321,200.7,11658,11842,11700,-2852,-1117,-1117,60.1,0.03902699913818379,242.6707,41.8748,66.3252,47.0552,71.3747,46.1382,2621,7776,8538
57396,34.915,0.52,96.2,12617,12696,12703,5775,3271,3271,136.5,0.04237264701302126,242.7314,11.9595,25.0858,40.9678,116.4818,50.0506,-3635,7297,9733
57399,32.565,0.62,32.6,3459,3351,3565,1146,598,598,110.4,0.01189155999381412,242.7509,-32.3458,344.6663,13.9121,167.5797,27.963,-2891,637,1571
57404,36.995,0.068,250.6,19026,19238,19049,1128,503,503,79.8,0.06354062449429598,242.6128,52.7007,81.7914,45.3298,58.2823,40.896,7645,12370,12595
57407,33.815,0.29,57.9,3832,4006,3880,-420,-173,-173,67.7,0.0129422868936883,242.7812,38.2513,61.003,47.0784,76.2303,47.5952,643,2624,2958
57408,35.826,0.299,146.3,9579,9715,9645,-1043,-431,-431,67.6,0.03217225698186177,242.7288,26.9719,44.6814,45.8934,92.9333,50.3582,-317,6190,7481
57413,37.217,0.099,277.6,20218,20388,20268,484,213,213,76.9,0.06760677081476146,242.8075,36.9733,59.1279,47.0359,78.0088,48.051,2832,13332,15164
57426,35.739,0.221,140.5,9642,9768,9712,-560,-237,-237,70.9,0.03239574492564453,242.8495,23.9571,40.5387,45.0766,97.6354,50.7896,-820,6121,7569
57436,37.82,0.53,366.4,27859,28011,27918,2241,1008,1008,81.7,0.0931244240974201,242.9176,31.0503,50.5228,46.4441,86.6351,49.7838,1062,18055,21389
57445,36.347,0.39,186.0,15326,15471,15387,1969,909,909,86.1,0.05132550732813966,242.9729,29.1773,47.857,46.1045,89.4724,50.2133,91,9900,11888
57455,36.737,0.088,222.5,14859,15008,14918,-1127,-473,-473,69.7,0.04976109172166032,242.9889,30.4308,49.6473,46.2936,87.553,49.978,412,9643,11493
57458,35.73,0.48,140.0,10711,10826,10784,573,255,255,79.2,0.03597155202616872,242.991,20.9234,36.5084,44.0852,102.435,51.0538,-1465,6646,8420
57460,35.721,0.206,139.4,9564,9652,9645,-545,-230,-230,71.0,0.03217225698186177,243.0562,14.1103,27.8603,41.5829,113.2279,50.6987,-2411,5618,7469
57463,35.295,0.43,114.6,9612,9703,9693,1311,609,609,86.8,0.03233236774755688,243.0418,14.6368,28.4984,41.8074,112.4002,50.7524,-2339,5676,7514
57468,35.53,0.47,127.6,12260,12395,12326,3054,1509,1509,99.7,0.04111511037412422,243.0745,25.9918,43.4108,45.3766,94.4004,50.7921,-601,7812,9604
57473,35.704,0.317,138.3,10920,10969,11011,926,419,419,81.9,0.03672874252226852,243.151,4.5392,16.9273,37.0779,127.6735,48.5916,-4434,5743,8227
57482,35.496,0.134,125.7,9823,9970,9883,694,312,312,80.7,0.03296613952843337,243.1331,29.4712,48.3087,46.017,88.9796,50.2947,114,6368,7670
57491,35.128,0.205,106.1,9524,9682,9578,1816,869,869,92.6,0.03194876903807901,243.169,33.0358,53.4215,46.4753,83.5806,49.507,703,6248,7363
57495,36.264,0.21,179.0,12726,12803,12810,-175,-76,-76,74.0,0.04272956059488328,243.2079,11.1598,24.4079,40.198,117.8454,50.3603,-3815,7222,9859
57499,35.13,0.279,106.2,9275,9431,9331,1556,736,736,90.0,0.03112486572293957,243.2045,31.993,51.9243,46.3259,85.1266,49.8013,517,6065,7203
57500,36.09,0.45,165.2,9641,9783,9702,-2343,-917,-917,60.2,0.03236238851612471,243.2594,28.1635,46.4908,45.6722,90.9687,50.6404,-105,6203,7564
57501,35.8,0.49,144.5,10004,10060,10093,-463,-197,-197,71.7,0.03366662412834949,243.2129,6.0623,18.6214,37.7949,125.4992,49.1179,-3823,5361,7606
57502,35.603,0.12,132.0,9522,9459,9626,-30,-13,-13,74.8,0.03210887980377412,243.2222,-21.6233,353.0419,21.0855,158.5587,35.4783,-7170,2816,5490
57505,35.595,0.387,131.5,9256,9286,9350,-275,-118,-118,72.8,0.03118824290102722,243.2367,-0.0963,12.1517,34.5278,134.1588,47.0004,-4412,4543,6791
57506,34.675,0.41,86.1,4918,4989,5004,-1358,-524,-524,58.9,0.01669154732371553,243.0458,9.9222,22.8713,39.7844,119.6838,49.9484,-1590,2789,3819
57513,36.355,0.41,186.6,12542,12602,12629,-908,-382,-382,69.9,0.04212580958257463,243.2506,7.1606,19.8588,38.3029,123.9004,49.4648,-4568,6798,9577
57542,35.783,0.092,143.4,9756,9878,9826,-653,-275,-275,70.3,0.03277600799417042,243.0655,22.773,39.0073,44.5649,99.4901,51.0635,-1023,6123,7683
57543,34.045,0.43,64.4,4787,4820,4879,109,48,48,76.7,0.01627459220471784,243.4533,0.5313,12.933,34.6931,133.4355,47.4471,-2241,2367,3550
57544,32.325,0.49,29.2,3278,3072,3360,1193,637,637,116.2,0.011207753598657909,243.4374,-63.4082,323.4197,-8.903,189.5498,4.9595,-3018,-508,266
57547,34.875,0.42,94.4,5858,6092,5859,-1105,-441,-441,63.0,0.01954352033765973,243.4456,63.709,95.8657,41.2314,46.8223,34.6035,3431,3657,3460
57557,35.175,0.46,108.4,9338,9428,9416,1480,696,696,89.0,0.031408395203858,243.515,14.1429,28.1401,41.1893,113.2705,51.144,-2337,5434,7341
57573,35.9,0.46,151.4,11593,11650,11679,661,295,295,79.5,0.03895695067819218,243.5715,6.1594,18.9515,37.5338,125.517,49.4872,-4396,6160,8857
57574,33.485,0.59,49.8,3216,3288,3299,-400,-164,-164,66.9,0.011004279500587036,243.5995,9.5677,22.7867,39.137,120.4134,50.4013,-1061,1807,2533
57575,36.015,0.42,159.6,9066,9171,9140,-2509,-969,-969,58.7,0.030487758301111098,243.5695,17.7573,32.6553,42.5162,107.5163,51.5335,-1717,5440,7180
57582,32.725,0.4,35.1,2044,2075,2136,-478,-188,-277,61.2,0.007124929073432528,243.6034,-0.2074,12.2858,34.1609,134.5246,47.2918,-987,1003,1524
57586,33.445,0.41,48.9,3258,3334,3340,-292,-122,-122,69.0,0.01114104077961828,243.5784,10.5942,23.9584,39.6208,118.8307,50.6034,-1020,1854,2576
57589,33.335,0.45,46.5,2929,3161,2931,-524,-210,-210,63.6,0.009776763630257836,243.6253,62.5366,94.3871,41.621,47.8442,35.4285,1729,1910,1833
57601,35.405,0.41,120.5,9737,9917,9778,963,439,439,83.2,0.032615897228475306,243.7061,39.5143,62.8435,46.3562,74.0912,47.7974,1826,6407,7346
57608,34.855,0.44,93.5,6786,6940,6840,-51,-22,-22,74.4,0.022815784111553602,243.7502,31.0705,50.6976,45.741,86.3506,50.4736,281,4408,5353
57612,34.037,0.191,64.2,4969,4769,5052,301,135,135,79.8,0.016851658089410644,243.8006,-61.0506,325.2006,-7.3286,188.2039,6.9076,-4686,-675,574
57623,36.236,0.303,176.7,10126,10206,10206,-2654,-1032,-1032,59.3,0.0340435515559234,243.8044,11.2973,24.9051,39.7333,117.8108,50.9609,-2999,5686,7927
57625,35.86,0.45,148.6,9736,9875,9797,-1056,-437,-437,67.6,0.03267927440656296,243.7947,26.6027,44.4602,44.8846,93.3016,51.352,-355,6157,7712
57627,32.835,0.39,36.9,2311,2421,2381,-368,-149,-191,64.9,0.007942161106668,243.87,18.9048,34.2512,42.648,105.685,51.8651,-404,1439,1904
57635,37.068,0.336,259.2,19120,19262,19179,656,290,290,77.7,0.06397425781805359,243.8804,27.4492,45.6513,44.9913,91.9441,51.2997,-408,12037,15032
57640,35.35,0.098,117.5,9099,9211,9168,561,251,251,79.9,0.03058115624776658,243.9868,19.4742,35.0312,42.7353,104.7656,51.9871,-1446,5486,7257
57641,34.995,0.41,99.8,6673,6828,6726,-622,-259,-259,68.6,0.022435521043027706,243.9073,31.3212,51.0803,45.6438,85.9175,50.5447,309,4328,5272
57648,34.869,0.306,94.1,9460,9617,9512,2627,1323,1323,103.6,0.031728616735248225,243.9358,31.964,51.9964,45.7069,84.9294,50.4093,542,6105,7411
57649,33.135,0.5,42.4,3593,3395,3676,529,248,248,87.6,0.01226181613948407,244.0933,-60.9017,325.4079,-7.3212,188.2229,7.1125,-3334,-482,420
57650,35.681,0.343,136.8,9590,9762,9635,-371,-158,-158,72.2,0.03213890057234195,243.8721,36.6843,58.7536,46.1736,77.9874,48.9507,1334,6271,7362
57654,34.895,0.44,95.3,6797,6953,6850,-168,-72,-72,73.2,0.022849140521073417,243.9836,31.4068,51.2145,45.5913,85.762,50.5872,326,4403,5372
57665,35.157,0.342,107.5,7671,7607,7771,-129,-55,-55,73.8,0.025921265837848397,244.0183,-22.6982,352.7309,19.815,160.1493,35.3428,-5836,2107,4400
57673,37.24,0.53,280.5,19431,19608,19474,-541,-232,-232,72.9,0.06495827189888813,244.0131,37.9397,60.5699,46.1046,76.145,48.6119,3105,12587,14711
57686,34.36,0.52,74.5,6565,6355,6643,1153,548,548,90.8,0.02215866284401324,244.1361,-65.6523,322.04,-10.7136,191.1813,3.3851,-6224,-1230,375
57687,34.373,0.3,74.9,4927,4958,5016,-527,-218,-218,67.8,0.01673157501513931,244.1409,-0.5888,12.2616,33.5022,135.364,47.6269,-2378,2348,3663
57694,35.595,0.39,131.5,9185,9219,9273,-353,-151,-151,72.2,0.030931398547724642,244.1815,0.2466,13.127,33.9279,134.252,48.0035,-4304,4419,6852
57705,37.487,0.382,314.3,21073,21241,21120,-1201,-509,-509,70.9,0.07044873690584971,244.2173,34.6704,55.8881,45.7634,80.7739,49.8718,2195,13513,16240
57709,35.06,0.48,102.8,9348,9510,9397,1871,901,901,93.7,0.031345018025770346,244.2343,32.9438,53.4315,45.577,83.3425,50.3921,703,6022,7326
57717,37.78,0.52,359.7,21281,21449,21327,-4103,-1648,-1648,62.6,0.0711392145829099,244.3091,34.799,56.0807,45.699,80.5478,49.9034,2269,13627,16407
57719,31.885,0.5,23.8,2764,2572,2848,1076,585,655,120.5,0.00949990543124337,244.2948,-58.3125,327.3035,-5.5417,186.6835,9.2083,-2522,-295,412
57722,32.555,0.59,32.4,3102,3338,3100,687,337,337,96.4,0.010340486951142714,244.315,63.8528,95.8376,40.8218,46.3823,34.7968,1891,1984,1905
57725,36.699,0.065,218.7,16786,16998,16804,1082,484,484,80.2,0.056052110557097475,244.9758,50.2763,77.9984,44.4252,59.9163,43.4602,6185,10676,11692
57727,37.39,0.53,300.6,20662,20834,20706,-674,-288,-288,72.6,0.06906778155172937,244.3287,35.9511,57.7287,45.7668,78.8538,49.5449,2614,13263,15852
57728,35.504,0.066,126.1,9161,9330,9207,-28,-12,-12,74.8,0.03071124624489386,244.2936,35.0278,56.4058,45.7301,80.2172,49.8192,1023,5932,7128
57733,35.9,0.2,151.4,12441,12651,12462,1463,673,673,85.0,0.04156875754359371,244.1828,50.4537,78.3771,44.8887,60.096,42.9404,4618,8029,8618
57741,35.74,0.47,140.6,9407,9589,9445,-836,-349,-349,68.8,0.03150512879146546,244.5283,39.1199,62.2751,45.7202,74.2635,48.537,1722,6111,7185
57745,36.32,0.45,183.7,10056,10145,10130,-3226,-1227,-1227,56.6,0.0337900428435728,244.3018,13.4259,27.6883,40.199,114.5815,51.8007,-2610,5705,7973
57746,32.12,0.61,26.5,4468,4357,4565,2612,1663,1663,174.0,0.015227200945795641,244.4226,-34.3599,344.2213,11.5001,170.3004,27.5076,-3810,651,2013
57760,34.84,0.46,92.9,10170,10385,10187,3413,1784,1784,112.6,0.03398017437783575,244.4544,52.2021,80.7305,44.3592,57.9988,42.1055,4083,6534,6963
57765,35.703,0.21,138.2,10226,10348,10289,194,85,85,76.4,0.034320409754937865,244.5221,21.5536,37.9371,42.919,101.3617,52.4654,-1242,6181,8206
57766,35.5,0.244,125.9,9552,9672,9616,405,179,179,78.3,0.032075523394254304,244.5593,20.9961,37.2281,42.7153,102.2751,52.5168,-1251,5752,7675
57768,33.7,0.297,55.0,4366,4491,4428,353,160,160,81.5,0.014770218135374174,244.6344,22.1998,38.8226,43.0118,100.2935,52.541,-488,2688,3565
57772,33.225,0.41,44.2,3695,3597,3792,513,239,239,86.7,0.012648750489913926,244.5553,-31.4429,346.4366,13.4608,168.0857,29.6851,-3057,645,1781
57775,36.736,0.322,222.4,15002,15090,15076,-958,-405,-405,70.5,0.05028812299207341,244.5559,12.716,26.9808,39.6785,115.7793,51.9357,-4046,8378,11881
57781,35.86,0.52,148.6,14043,14210,14089,3340,1638,1638,98.3,0.04699584537246764,244.5779,34.111,55.1306,45.4162,81.4614,50.3268,1347,8971,10937
57789,37.005,0.18,251.8,18742,18935,18775,763,338,338,78.2,0.06262665887345305,244.3074,43.2783,68.2392,45.7588,68.7856,46.6197,4706,12124,13762
57794,36.966,0.336,247.3,18101,18253,18152,438,192,192,76.9,0.06054855456036856,244.6464,29.8172,49.113,44.7798,88.012,51.5101,394,11354,14287
57799,31.805,0.39,23.0,1448,1514,1526,-189,-77,-133,66.7,0.005090188092723801,244.6963,7.4101,21.0099,37.1671,124.1368,50.9125,-536,790,1175
57823,35.555,0.41,129.1,8669,8843,8710,-750,-313,-313,69.0,0.029053432691759046,244.8673,36.2942,58.2562,45.3538,78.1254,49.8363,1174,5582,6758
57832,35.63,0.49,133.7,10222,10322,10291,528,235,235,79.1,0.03432708103684183,244.9035,15.2782,30.2202,40.4061,111.7024,52.6123,-2317,5823,8201
57833,35.755,0.5,141.6,10423,10535,10488,153,67,67,76.1,0.03498420230438219,244.8909,18.5787,34.2843,41.6281,106.2634,52.8222,-1783,6112,8394
57843,34.835,0.41,92.7,8379,8429,8460,1659,798,798,93.3,0.028219522453763666,244.9495,3.121,16.5699,34.809,130.6446,49.8012,-3543,4128,6438
57848,36.455,0.318,195.4,10787,10867,10860,-3325,-1271,-1271,57.2,0.03622506073851931,244.9953,10.4934,24.6416,38.3291,119.4518,51.9449,-3293,5833,8557
57870,35.625,0.39,133.4,8968,9035,9044,-718,-301,-301,69.4,0.030167536769720872,245.0094,7.3179,21.0946,36.8504,124.4133,51.1858,-3200,4672,7040
57876,33.045,0.4,40.6,3419,3200,3489,468,218,218,86.6,0.011638051281463526,245.1843,-70.1425,319.0275,-14.1288,194.2236,0.0578,-3102,-786,3
57888,28.79,0.1,5.7,603,407,682,253,137,238,119.3,0.002274907129251397,245.2462,-60.4875,326.1058,-7.4257,188.4173,7.7854,-399,-59,55
57889,37.31,0.48,289.7,16295,16514,16307,-4408,-1715,-1715,58.7,0.05439429700396266,245.2118,53.54,82.3993,43.6127,56.1801,41.6975,6863,10244,10985
57891,33.345,0.5,46.7,4443,4328,4535,1077,532,532,98.3,0.015127131717236196,245.2569,-36.1421,343.4135,9.7653,172.2216,26.6624,-3832,524,1942
57893,35.41,0.43,120.8,9557,9681,9616,777,351,351,81.6,0.032075523394254304,245.2675,21.3405,37.9483,42.1933,101.672,53.1665,-1174,5684,7748
57897,36.59,0.318,208.0,10004,10096,10073,-4998,-1785,-1785,49.7,0.03359991130930986,245.2892,13.1359,27.8609,39.2041,115.2847,52.7075,-2613,5531,8032
57908,35.632,0.273,133.8,9760,9936,9797,15,7,7,75.1,0.03267927440656296,245.7215,36.0961,58.0423,44.6528,78.0335,50.5511,1309,6176,7673
57912,35.165,0.47,107.9,8552,8650,8618,703,318,318,81.7,0.028746553724176744,245.3789,14.7461,29.815,39.7753,112.6612,53.01,-2005,4803,6909
57918,35.835,0.42,146.9,11309,11447,11363,661,295,295,79.7,0.03790288813736602,245.4182,24.8953,42.6388,43.0582,95.7506,53.0254,-690,6850,9145
57921,36.058,0.248,162.8,14383,14523,14435,2664,1268,1268,92.0,0.04814997714185325,245.4418,25.8205,43.8751,43.2664,94.2226,52.9255,-644,8732,11587
57922,35.555,0.45,129.1,10826,10905,10897,1477,686,686,86.8,0.03634847945374263,245.4499,9.9469,24.275,37.6845,120.4781,52.2635,-3385,5752,8624
57924,31.565,0.39,20.6,1581,1609,1663,128,58,90,81.2,0.005547170903145269,245.4526,-2.2833,11.4579,31.4696,138.4855,48.0786,-805,713,1197
57926,32.015,0.79,25.3,997,1238,986,-903,-279,-645,39.1,0.003288941978653779,245.4598,67.2929,99.6914,38.9989,42.9808,32.7798,761,710,670
57937,34.233,0.18,70.2,5030,5062,5111,-87,-37,-37,73.7,0.017048460905577552,245.5428,-1.5148,12.267,31.8222,137.511,48.5009,-2473,2266,3791
57941,36.095,0.41,165.6,10113,10209,10179,-1888,-756,-756,63.1,0.0339534892502199,245.5894,13.8538,28.8605,39.2317,114.1767,53.0999,-2510,5592,8164
57943,36.03,0.45,160.7,9861,9944,9930,-1791,-718,-718,63.4,0.0331229146531765,245.7278,10.4345,24.9805,37.6575,119.7948,52.6365,-2998,5237,7903
57948,35.433,0.328,122.1,9590,9787,9616,684,307,307,80.8,0.032075523394254304,245.6617,43.4646,68.4163,44.7647,67.8693,47.403,2496,6136,7204
57954,34.026,0.312,63.9,4937,5024,5004,277,123,123,79.4,0.01669154732371553,245.8051,11.561,26.3059,38.0819,117.9949,52.9363,-1421,2674,4009
57966,35.432,0.12,122.0,9457,9638,9493,562,251,251,79.7,0.03166523955716057,245.4648,37.766,60.3754,44.9533,75.7336,49.7396,1535,6036,7355
57968,35.645,0.42,134.6,11927,12072,11977,2186,1041,1041,91.8,0.03995097168188267,245.7623,26.5383,44.9251,43.1558,92.971,53.1012,-375,7238,9654
57987,36.38,0.346,188.8,13086,13301,13100,-582,-248,-248,71.8,0.04369689647095792,246.0066,50.4061,78.0171,43.7549,59.2535,43.9292,4897,8233,9227
57991,36.25,0.45,177.8,10667,10739,10737,-2199,-874,-874,62.1,0.035814776901425587,245.8837,7.8511,22.191,36.34,123.9661,52.1648,-3680,5463,8481
57996,38.34,0.51,465.6,22835,23015,22870,-9576,-3559,-3559,52.0,0.07628610857181738,245.8912,37.0564,59.4011,44.5796,76.5531,50.3236,3417,14291,17713
58001,36.08,0.45,164.4,10197,10369,10234,-1751,-705,-705,63.9,0.03413694950257888,245.8836,34.9968,56.5206,44.43,79.5903,51.0591,1178,6410,8065
58006,35.89,0.46,150.7,11592,11730,11644,675,301,301,79.7,0.03884020324487283,245.9168,24.4741,42.2439,42.5117,96.3609,53.5249,-772,6930,9432
58028,36.62,0.47,210.9,11908,12030,11964,-3301,-1277,-1277,58.5,0.039907608349506914,246.0631,20.1835,36.7926,41.1225,103.5867,53.9401,-1663,6883,9725
58031,36.655,0.41,214.3,14483,14640,14526,-943,-398,-398,70.4,0.04845352046848357,246.0506,30.1622,49.8808,43.6417,87.0072,52.6131,464,8878,11632
58050,36.805,0.42,229.6,15287,15424,15338,-1199,-503,-503,69.5,0.051162060921492565,246.1874,23.965,41.6693,42.1382,97.1689,53.8265,-1136,9033,12451
