sn_name,z,z_frame,mu,mu_source,mu_err,m_b_corr,m_b_corr_err,host_logmass,host_logmass_err,ra,dec,vpec,is_calibrator
06D3df,0.44254,CMB,41.9039,SH0ES,0.139699,22.6509,0.137065,10.46,0.032,215.572,52.9577,-17.5421,0
1295256,0.44246,CMB,41.8523,SH0ES,0.172891,22.5993,0.17077,8.803,0.3025,53.7194,-27.8328,3.7359,0
1328105,0.44154,CMB,41.6823,SH0ES,0.183572,22.4293,0.181576,11.204,0.0815,8.1871,-43.5769,10.1861,0
510266,0.44059,CMB,41.6364,SH0ES,0.160177,22.3834,0.157885,11.5,0.111,214.033,51.7321,-16.6931,0
040166,0.44004,CMB,42.1401,SH0ES,0.441915,22.8871,0.44109,8.798,1.167,214.12,54.0536,-18.1848,0
050607,0.43926,CMB,41.8262,SH0ES,0.202784,22.5732,0.200978,9.458,0.394,213.514,53.3622,-17.722,0
560027,0.43883,CMB,41.6682,SH0ES,0.279961,22.4152,0.278656,11.5,0.1,35.8506,-3.0839,-16.1653,0
1310338,0.43883,CMB,41.4679,SH0ES,0.211194,22.2149,0.209461,7.0,2.0,35.042,-6.3767,-14.1438,0
1333246,0.43774,CMB,41.882,SH0ES,0.356877,22.629,0.355854,10.905,0.03,41.384,-0.0616,-17.2231,0
1336008,0.43765,CMB,41.6253,SH0ES,0.16614,22.3723,0.163932,9.833,0.0105,10.3212,-43.8862,10.4642,0
000142,0.43673,CMB,42.0051,SH0ES,0.1818,22.7521,0.179784,11.5,0.051,162.309,58.4672,-21.4403,0
06D4co,0.43544,CMB,41.5839,SH0ES,0.13365,22.3309,0.130894,10.627,0.1515,333.861,-17.8692,-4.2012,0
04D1rh,0.43487,CMB,41.7828,SH0ES,0.183674,22.5298,0.181679,9.888,0.132,36.9464,-4.2538,-15.3671,0
1290127,0.45223,CMB,41.9959,SH0ES,0.320076,22.7429,0.318935,2.0,2.0,6.6908,-43.434,9.914,0
1253101,0.45333,CMB,41.7953,SH0ES,0.207786,22.5423,0.206024,8.526,0.194,7.4651,-43.1378,9.6902,0
1253039,0.45347,CMB,41.8863,SH0ES,0.14411,22.6333,0.141558,10.795,0.1395,54.4186,-27.5274,3.6033,0
370367,0.4717,CMB,41.9798,SH0ES,0.210913,22.7268,0.209178,9.631,0.1,149.222,1.9779,12.879,0
05D1ix,0.48881,CMB,42.0842,SH0ES,0.199732,22.8312,0.197899,7.466,0.7095,36.0832,-4.67,-13.8353,0
120044,0.48171,CMB,42.3055,SH0ES,0.210887,23.0525,0.209151,8.7828,0.1,148.792,1.7302,12.7201,0
05D2ac,0.48071,CMB,41.9748,SH0ES,0.139221,22.7218,0.136578,11.153,0.0585,149.747,2.4895,12.4914,0
05D3dd,0.48056,CMB,42.0041,SH0ES,0.160362,22.7511,0.158073,11.222,0.097,215.627,52.6068,-16.1868,0
560054,0.4798,CMB,41.8956,SH0ES,0.237796,22.6426,0.236258,10.84,0.03,353.296,-0.3364,-17.5064,0
1306537,0.47948,CMB,42.0107,SH0ES,0.198987,22.7577,0.197147,9.666,0.2915,55.041,-27.5592,3.5873,0
310146,0.47943,CMB,41.8695,SH0ES,0.203883,22.6165,0.202088,9.3245,0.1,52.4866,-28.7419,3.8301,0
370329,0.47793,CMB,42.2269,SH0ES,0.228278,22.9739,0.226675,9.642,0.091,151.309,1.7007,13.352,0
05D2bv,0.47572,CMB,41.938,SH0ES,0.177112,22.685,0.175042,8.838,0.111,150.571,2.2406,12.9185,0
1316437,0.47196,CMB,42.0374,SH0ES,0.25691,22.7844,0.255487,9.413,0.112,42.5626,-0.745,-15.594,0
05D3mx,0.47057,CMB,42.0135,SH0ES,0.180637,22.7605,0.178608,10.788,0.066,215.538,52.2192,-16.2357,0
1334302,0.45463,CMB,41.7873,SH0ES,0.209236,22.5343,0.207487,10.519,0.033,7.3673,-43.3882,9.8291,0
04D4ju,0.47039,CMB,42.2151,SH0ES,0.404516,22.9621,0.403614,9.239,0.177,334.261,-17.3328,-4.362,0
1339149,0.4688,CMB,41.7631,SH0ES,0.234035,22.5101,0.232472,9.94,0.002,35.555,-5.8717,-13.6455,0
04D4jr,0.4684,CMB,41.9733,SH0ES,0.206146,22.7203,0.20437,8.024,0.6755,333.56,-17.3502,-4.2357,0
000215,0.4666,CMB,42.048,SH0ES,0.135922,22.795,0.133213,8.707,8.177,150.81,3.1442,12.6398,0
03D4au,0.46641,CMB,42.3424,SH0ES,0.396492,23.0894,0.395571,9.464,0.1065,334.041,-18.0776,-3.8702,0
05D3lc,0.46156,CMB,41.9839,SH0ES,0.138441,22.7309,0.135783,10.777,0.054,215.596,52.4789,-16.6572,0
510597,0.46098,CMB,42.0162,SH0ES,0.230251,22.7632,0.228663,9.9066,0.1,185.821,47.8228,-12.673,0
380199,0.46055,CMB,42.0021,SH0ES,0.190943,22.7491,0.189025,10.683,0.434,215.233,53.0089,-16.984,0
1345582,0.45878,CMB,41.9679,SH0ES,0.252185,22.7149,0.250735,9.914,0.43,33.7065,-4.6747,-14.8792,0
1306360,0.45478,CMB,41.8839,SH0ES,0.284149,22.631,0.282863,10.646,0.274,53.6767,-26.487,2.7631,0
080723,0.43013,CMB,41.8354,SH0ES,0.165783,22.5824,0.163569,9.753,0.323,34.9864,-3.9606,-15.9915,0
1306029,0.42895,CMB,41.8266,SH0ES,0.250757,22.5736,0.249299,7.0,2.0,40.8416,-1.9578,-16.3933,0
360139,0.38594,CMB,41.5217,SH0ES,0.152114,22.2687,0.149698,11.022,0.286,185.739,47.5675,-14.4648,0
440236,0.42888,CMB,41.6443,SH0ES,0.193398,22.3913,0.191504,11.413,0.184,37.1019,-4.4246,-15.4038,0
1307277,0.41114,CMB,41.662,SH0ES,0.318089,22.409,0.316941,10.612,0.013,41.7388,-0.2355,-17.9482,0
020090,0.40995,CMB,41.6836,SH0ES,0.279968,22.4306,0.278663,11.32,0.273,212.879,53.5796,-18.8531,0
06D4cq,0.40947,CMB,41.6784,SH0ES,0.172193,22.4254,0.170063,9.107,0.088,334.231,-17.712,-4.6097,0
450339,0.40927,CMB,41.7061,SH0ES,0.274957,22.4531,0.273629,10.546,0.197,36.2874,-3.3534,-16.8624,0
1306390,0.40911,CMB,41.7405,SH0ES,0.363654,22.4875,0.36265,10.29,0.073,43.3164,-0.0301,-17.8427,0
1341370,0.409,CMB,41.7002,SH0ES,0.240024,22.4472,0.2385,8.648,0.0555,8.9639,-44.6767,11.6538,0
1308314,0.40648,CMB,41.6914,SH0ES,0.168815,22.4384,0.166642,7.522,0.1385,53.4156,-28.9407,4.7308,0
05D4dt,0.40547,CMB,41.7807,SH0ES,0.135518,22.5277,0.132801,10.429,0.115,333.608,-17.6711,-4.5444,0
350050,0.40472,CMB,41.3373,SH0ES,0.202033,22.0843,0.200221,10.504,0.336,161.08,58.0762,-22.7096,0
06D3ed,0.40454,CMB,41.6747,SH0ES,0.166047,22.4217,0.163837,9.512,0.205,214.699,52.7566,-18.6561,0
1329615,0.40361,CMB,41.616,SH0ES,0.213828,22.363,0.212116,10.908,0.0845,35.4427,-5.6398,-15.6076,0
580312,0.40286,CMB,41.5478,SH0ES,0.290402,22.2948,0.289144,10.527,0.1,35.2534,-4.8171,-16.2303,0
110734,0.40212,CMB,41.4795,SH0ES,0.199524,22.2265,0.197688,11.404,0.019,131.069,45.3442,-19.8015,0
05D4ff,0.40048,CMB,41.4918,SH0ES,0.158339,22.2388,0.15602,10.543,0.1785,334.084,-18.0426,-4.4182,0
1333438,0.39946,CMB,41.7119,SH0ES,0.28782,22.4589,0.286551,10.682,0.085,52.3525,-28.9967,4.6053,0
1296273,0.39698,CMB,41.259,SH0ES,0.168535,22.006,0.166358,8.564,0.44,41.0798,-0.4504,-18.4469,0
1291794,0.39512,CMB,41.4677,SH0ES,0.203648,22.2147,0.20185,10.935,0.035,55.1693,-28.7119,5.079,0
120086,0.39262,CMB,41.4742,SH0ES,0.237288,22.2212,0.235747,11.029,0.22,150.789,2.1434,15.2528,0
1290779,0.38951,CMB,41.544,SH0ES,0.192176,22.291,0.190269,7.0,2.0,54.7233,-27.9051,4.4344,0
420352,0.38886,CMB,41.383,SH0ES,0.199578,22.13,0.197743,9.185,1.037,35.1822,-3.9625,-17.3298,0
050251,0.38772,CMB,41.6302,SH0ES,0.283892,22.3772,0.282606,11.401,0.015,214.327,53.9783,-20.1373,0
550218,0.38735,CMB,41.5567,SH0ES,0.273474,22.3037,0.272138,9.1626,0.1,332.927,0.9013,-18.0615,0
1338170,0.38677,CMB,41.3791,SH0ES,0.270807,22.1261,0.269458,9.889,0.038,6.6699,-42.9641,10.9184,0
530251,0.41131,CMB,41.8335,SH0ES,0.242677,22.5805,0.241171,9.3809,0.1,334.634,1.1149,-17.7142,0
520071,0.41152,CMB,41.8131,SH0ES,0.149106,22.5601,0.146641,10.641,0.319,215.504,53.6193,-19.0392,0
1315296,0.41258,CMB,41.7893,SH0ES,0.330128,22.5363,0.329022,9.821,0.065,40.3016,-0.7644,-17.8003,0
1345594,0.42242,CMB,41.6796,SH0ES,0.275449,22.4266,0.274122,11.19,0.154,33.8987,-5.5998,-15.2855,0
05D2cb,0.42865,CMB,41.8825,SH0ES,0.403543,22.6295,0.402639,9.534,0.078,149.852,2.3282,13.848,0
110719,0.42784,CMB,42.2757,SH0ES,0.23861,23.0227,0.237078,11.348,0.343,129.923,43.9644,-18.2717,0
110542,0.42694,CMB,41.8348,SH0ES,0.198324,22.5818,0.196477,10.595,0.247,131.82,45.2976,-18.6692,0
050003,0.42689,CMB,41.813,SH0ES,0.229539,22.56,0.227945,8.371,1.435,242.219,55.0048,-22.6864,0
1258940,0.42594,CMB,41.7517,SH0ES,0.175449,22.4987,0.173359,11.223,0.146,42.7148,-0.5251,-17.071,0
1295027,0.42562,CMB,41.7039,SH0ES,0.195468,22.4509,0.193594,10.091,0.0245,35.4327,-6.9406,-14.06,0
1312274,0.42451,CMB,41.7483,SH0ES,0.195831,22.4953,0.193961,10.494,0.1565,42.611,-0.3617,-17.2348,0
1302523,0.42392,CMB,41.7264,SH0ES,0.13417,22.4734,0.131426,10.498,0.0245,36.3176,-4.6598,-15.5093,0
160200,0.42349,CMB,41.8403,SH0ES,0.400817,22.5873,0.399906,10.867,0.145,242.608,54.1496,-22.43,0
490037,0.42355,CMB,41.5955,SH0ES,0.186465,22.3425,0.1845,11.417,0.238,149.957,0.8166,14.999,0
04D4gg,0.42245,CMB,41.6483,SH0ES,0.231707,22.3953,0.230128,10.057,0.3455,334.039,-17.2944,-4.7472,0
04D2fp,0.41664,CMB,41.7295,SH0ES,0.149208,22.4765,0.146745,10.235,0.2175,149.867,2.321,14.1928,0
1306991,0.42199,CMB,41.5336,SH0ES,0.270821,22.2806,0.269472,10.919,0.0015,8.4681,-42.0948,9.5037,0
110430,0.42085,CMB,41.728,SH0ES,0.250117,22.475,0.248656,9.14,0.492,132.249,44.8657,-18.5355,0
1306626,0.4209,CMB,41.6178,SH0ES,0.17643,22.3648,0.174351,9.031,0.0555,54.8773,-27.239,3.7317,0
550202,0.42027,CMB,41.8343,SH0ES,0.344188,22.5813,0.343127,9.751,0.1,351.8,-0.7829,-19.0342,0
1340454,0.41997,CMB,41.4394,SH0ES,0.294415,22.1864,0.293175,9.909,0.019,54.7539,-27.8432,4.133,0
05D3cf,0.41956,CMB,41.7981,SH0ES,0.235757,22.5451,0.234205,9.609,0.138,214.223,52.3451,-17.8067,0
1289600,0.41962,CMB,41.8662,SH0ES,0.224621,22.6132,0.222992,9.712,0.051,52.0477,-27.8629,3.563,0
550137,0.41931,CMB,41.4604,SH0ES,0.22264,22.2074,0.220996,10.086,0.1,334.754,0.0297,-16.7532,0
440162,0.41927,CMB,41.6863,SH0ES,0.192599,22.4333,0.190697,11.5,0.008,353.266,-0.9127,-19.1608,0
05D2dw,0.41864,CMB,41.6174,SH0ES,0.202099,22.3644,0.200288,8.815,0.196,149.634,2.0322,14.2622,0
17435,0.21674,CMB,40.0672,SH0ES,0.190384,20.8142,0.188459,8.818,0.182,20.3446,-0.0148,-35.4351,0
19174,0.16357,CMB,39.2807,SH0ES,0.200998,20.0277,0.199176,11.02,0.054,25.6597,1.0304,-45.2283,0
1316,0.21566,CMB,40.2253,SH0ES,0.258716,20.9723,0.257304,9.835,0.104,334.864,0.4945,-29.7144,0
1992bc,0.01976,CMB,34.5121,SH0ES,0.199486,15.2591,0.197651,9.61338,0.28089,46.3169,-39.5596,-87.8991,0
2008L,0.01734,CMB,34.2464,SH0ES,0.213428,14.9934,0.211714,10.7703,0.446,49.3194,41.3827,-129.753,0
2013gs,0.01748,CMB,34.2221,SH0ES,0.320412,14.9691,0.319272,9.13025,0.025,142.787,46.3848,-82.5995,0
1998V,0.01718,CMB,34.1465,SH0ES,0.231417,14.8935,0.229836,10.5657,3.01,275.656,15.7021,-102.505,0
2006ax,0.01774,CMB,34.3133,SH0ES,0.19782,15.0603,0.195968,10.997,0.02,171.014,-12.2914,81.232,0
2004fz,0.01646,CMB,33.7799,SH0ES,0.330633,14.5269,0.329528,7.0,,30.2767,31.8789,-287.203,0
2008C,0.01709,CMB,34.2669,SH0ES,0.262425,15.0139,0.261032,10.0322,3.158,104.298,20.4371,-83.4081,0
2006ef,0.01694,CMB,34.361,SH0ES,0.220285,15.108,0.218624,7.8489,,31.0813,-8.7284,-118.11,0
2007fb,0.0168,CMB,34.5101,SH0ES,0.231239,15.2571,0.229657,9.6287,3.866,359.218,5.5088,-156.633,0
2000dk,0.01649,CMB,34.1517,SH0ES,0.257136,14.8987,0.255715,10.0012,0.37417,16.848,32.4064,-240.34,0
ASASSN-15kx,0.01697,CMB,34.6084,SH0ES,0.219814,15.3554,0.21815,10.5578,0.028,334.049,37.4738,-70.1331,0
2001da,0.01658,CMB,34.2003,SH0ES,0.325329,14.9473,0.324206,10.1168,0.042,358.387,8.1174,-175.6,0
1997Y,0.01661,CMB,34.1973,SH0ES,0.214463,14.9443,0.212756,10.0796,0.12,191.381,54.7381,-127.659,0
1996bv,0.01673,CMB,34.0755,SH0ES,0.297815,14.8225,0.296588,10.0622,4.0,94.0542,57.0525,-79.1319,0
2009le,0.01739,CMB,34.2939,SH0ES,0.246602,15.0409,0.245119,10.7233,0.17,32.3214,-23.4124,-131.59,0
2000dr,0.01765,CMB,34.2975,SH0ES,0.318912,15.0445,0.317767,7.0,,15.4335,-15.5692,-72.5296,0
2011fs,0.01822,CMB,34.5466,SH0ES,0.215514,15.2936,0.213816,10.877,,334.331,35.5806,-157.597,0
2016W,0.01855,CMB,34.3648,SH0ES,0.295725,15.1118,0.29449,8.45606,0.002,37.6655,42.236,-411.415,0
2007au,0.01992,CMB,34.6865,SH0ES,0.406241,15.4335,0.405343,9.23827,,107.942,49.8537,48.0651,0
2008hs,0.01835,CMB,34.7394,SH0ES,0.433516,15.4863,0.432674,11.0508,3.101,36.3734,41.8431,-411.415,0
2006kf,0.01955,CMB,34.8085,SH0ES,0.195531,15.5555,0.193658,11.0165,0.449,55.4603,8.1569,23.4756,0
ASASSN-16cs,0.01839,CMB,34.4286,SH0ES,0.281407,15.1756,0.280109,9.10557,0.002,102.653,31.1124,-194.645,0
2000cu,0.01902,CMB,34.6066,SH0ES,0.277471,15.3536,0.276155,7.0,,291.087,-25.9846,105.612,0
2007as,0.01791,CMB,34.2661,SH0ES,0.234211,15.0131,0.232649,10.2193,10.0,141.9,-80.1776,-31.2987,0
ATLAS16cpu,0.01851,CMB,34.5716,SH0ES,0.239989,15.3186,0.238466,10.0079,0.012,227.956,46.251,-41.1108,0
2016ffh,0.01851,CMB,34.6171,SH0ES,0.238984,15.3641,0.237454,10.1899,0.002,227.956,46.251,-41.1108,0
2009gf,0.01925,CMB,34.576,SH0ES,0.296243,15.323,0.29501,10.9824,0.007,213.905,14.2802,205.329,0
PS15coh,0.01796,CMB,34.4393,SH0ES,0.226901,15.1863,0.225289,8.09212,0.002,33.9935,12.2372,-126.669,0
ASASSN-17co,0.01791,CMB,34.2005,SH0ES,0.280568,14.9475,0.279266,10.9028,0.001,272.336,18.2983,-102.666,0
2010ai,0.01918,CMB,34.9792,SH0ES,0.21848,15.7262,0.216805,9.114,0.448,194.85,27.9964,270.964,0
1992bo,0.01805,CMB,34.6078,SH0ES,0.20147,15.3548,0.199653,10.4023,0.28089,20.4925,-34.212,-8.5279,0
ASASSN-15od,0.01678,CMB,34.3409,SH0ES,0.228387,15.0879,0.226785,9.51783,0.001,35.8049,-4.5172,-57.138,0
ASASSN-15ti,0.01671,CMB,34.4894,SH0ES,0.310314,15.2364,0.309138,8.44463,0.001,46.2858,37.9,-61.2857,0
1998ef,0.0161,CMB,33.8975,SH0ES,0.264562,14.6445,0.26318,10.3088,0.15,15.862,32.2368,-236.776,0
1999ej,0.01534,CMB,34.2581,SH0ES,0.272528,15.0051,0.271187,10.0866,,20.7391,33.4661,-45.8971,0
2008eo,0.01539,CMB,34.3317,SH0ES,0.278713,15.0787,0.277402,9.01416,0.009,10.4668,32.9903,-78.2972,0
2008ec,0.01506,CMB,34.1302,SH0ES,0.33431,14.8772,0.333218,10.6407,0.001,345.819,8.8722,-166.157,0
2001V,0.01592,CMB,33.8072,SH0ES,0.290395,14.5542,0.289137,10.9081,3.854,179.354,25.2025,102.366,0
2001en,0.01534,CMB,33.8852,SH0ES,0.313932,14.6322,0.312769,9.47732,0.078,21.3454,34.0251,-45.8971,0
2011im,0.01493,CMB,34.2732,SH0ES,0.34036,15.0202,0.339288,10.5259,0.001,341.105,-0.1672,-164.78,0
2005al,0.01629,CMB,33.9986,SH0ES,0.219937,14.7456,0.218273,10.2599,0.01,207.501,-30.5762,148.664,0
2008bc,0.01572,CMB,34.0331,SH0ES,0.226465,14.7801,0.22485,9.92086,10.0,144.63,-63.9738,78.504,0
iPTF16auf,0.01566,CMB,34.0744,SH0ES,0.314862,14.8214,0.313702,9.05163,0.017,217.788,27.236,68.1596,0
ATLAS16cxr,0.01518,CMB,34.3426,SH0ES,0.372888,15.0896,0.371909,7.98113,0.002,272.027,25.4088,-72.364,0
ASASSN-16ad,0.01522,CMB,34.0334,SH0ES,0.344305,14.7804,0.343245,8.61292,0.002,24.8836,33.8268,-21.2326,0
SN2017jl,0.01529,CMB,33.7706,SH0ES,0.30219,14.5176,0.300982,8.7366,0.008,14.3829,30.1852,11.8215,0
2005de,0.01495,CMB,34.1793,SH0ES,0.26677,14.9263,0.2654,7.0,,270.597,26.0521,-72.364,0
2001cn,0.01509,CMB,33.8877,SH0ES,0.294985,14.6347,0.293747,10.0603,0.28089,281.574,-65.7616,-20.0052,0
2005el,0.01483,CMB,33.9261,SH0ES,0.231708,14.6731,0.23013,8.06485,2.674,77.953,5.1943,-46.3298,0
2009nq,0.01527,CMB,34.1657,SH0ES,0.28688,14.9127,0.285607,10.1323,0.513,348.821,19.0229,-146.875,0
2013hn,0.01629,CMB,34.0697,SH0ES,0.290382,14.8167,0.289124,11.5,0.038,207.247,-30.2907,148.664,0
2013fw,0.0157,CMB,34.1608,SH0ES,0.218117,14.9078,0.216439,9.7636,,318.437,13.576,-253.348,0
PSNJ0107203,0.01601,CMB,33.9673,SH0ES,0.284408,14.7143,0.283124,11.0223,0.001,16.8346,32.3997,-240.34,0
2007A,0.01646,CMB,34.5341,SH0ES,0.341619,15.2811,0.340551,10.123,0.151,6.3194,12.8868,-104.478,1
ASASSN-16ip,0.01632,CMB,34.1679,SH0ES,0.246475,14.9149,0.244992,9.75333,0.006,36.8407,-23.9287,-135.07,0
SN2016gfr,0.0163,CMB,33.8985,SH0ES,0.245383,14.6455,0.243894,9.56317,0.006,274.898,23.7862,-122.825,0
2007fs,0.01633,CMB,34.3408,SH0ES,0.198023,15.0878,0.196174,10.4452,,330.418,-21.5082,-98.053,0
iPTF13dge,0.01581,CMB,34.2793,SH0ES,0.261916,15.0263,0.260521,10.6697,0.001,75.8962,1.5715,-237.139,0
2013Q,0.01612,CMB,33.9726,SH0ES,0.41528,14.7196,0.414401,7.0,0.008,356.783,29.4865,-131.672,0
2010kg,0.01595,CMB,33.9999,SH0ES,0.334729,14.7469,0.333638,10.2421,0.006,70.035,7.35,-167.485,0
2001bf,0.01556,CMB,33.9926,SH0ES,0.239289,14.7396,0.237761,10.1288,,270.392,26.2506,-72.364,0
2007ss,0.01619,CMB,34.4137,SH0ES,0.34637,15.1607,0.345316,10.31,0.074,190.275,50.3913,-97.1613,0
iPTF14bdn,0.01636,CMB,34.1062,SH0ES,0.281582,14.8532,0.280284,7.76651,0.036,202.687,32.7618,96.3614,0
2002cs,0.01538,CMB,34.0329,SH0ES,0.272511,14.7799,0.27117,7.0,,281.75,45.7055,-154.799,0
1999aa,0.01579,CMB,34.1323,SH0ES,0.209471,14.8793,0.207724,10.8086,0.04,126.925,21.4874,-33.5706,0
1994S,0.01619,CMB,34.0287,SH0ES,0.224824,14.7757,0.223197,10.2053,0.21,187.841,29.1344,92.3246,0
ASASSN-15oh,0.01579,CMB,34.3916,SH0ES,0.270341,15.1386,0.26899,10.1993,0.006,337.675,39.2932,-24.6285,0
2002kf,0.01948,CMB,34.6854,SH0ES,0.204275,15.4324,0.202483,9.26363,4.611,99.3138,49.8528,-156.974,0
2009ds,0.02033,CMB,34.5072,SH0ES,0.233893,15.2542,0.232329,10.9264,0.49,177.267,-9.7291,40.336,0
2011df,0.01402,CMB,33.8524,SH0ES,0.277558,14.5994,0.276241,9.78368,,291.89,54.3865,-268.951,0
2009jb,0.02324,CMB,34.7666,SH0ES,0.340338,15.5136,0.339266,7.79338,0.03,260.925,30.4973,51.6176,0
2017hoq,0.0235,CMB,34.985,SH0ES,0.19074,15.732,0.188819,7.0,,79.8345,-17.6116,137.154,0
2000cn,0.0226,CMB,34.9712,SH0ES,0.237284,15.7182,0.235743,10.7339,0.28089,269.418,27.8328,-112.159,0
ASASSN-15il,0.02374,CMB,34.8584,SH0ES,0.20127,15.6054,0.19945,9.87434,0.002,239.284,-12.6733,232.326,0
2010cr,0.02368,CMB,35.2685,SH0ES,0.304874,16.0155,0.303676,10.1282,0.002,202.354,11.7962,212.718,0
2002ef,0.02224,CMB,34.6849,SH0ES,0.358325,15.4319,0.357306,7.0,,357.873,-13.3796,-142.234,0
2006bq,0.02226,CMB,34.8693,SH0ES,0.2033,15.6163,0.201499,11.2189,0.415,279.995,39.9824,-131.5,0
AT2017cfb,0.02382,CMB,34.8438,SH0ES,0.220547,15.5908,0.218888,8.97146,0.013,208.528,9.4128,339.032,0
ASASSN-17aj,0.02253,CMB,34.7306,SH0ES,0.243141,15.4776,0.241638,7.0,0.014,173.294,-10.2218,-6.6903,0
ASASSN-16bn,0.02253,CMB,35.0392,SH0ES,0.214526,15.7862,0.21282,7.0,,47.6437,4.2697,35.5736,0
2000fa,0.02181,CMB,34.7997,SH0ES,0.25527,15.5467,0.253838,8.26184,4.0,108.874,23.4284,-173.537,0
2006cp,0.02334,CMB,34.8603,SH0ES,0.24312,15.6073,0.241616,8.32354,,184.812,22.4273,277.725,0
2002cu,0.02217,CMB,34.7814,SH0ES,0.224663,15.5284,0.223034,7.0,,272.71,31.109,-55.5213,0
2004bg,0.02214,CMB,34.8704,SH0ES,0.204479,15.6174,0.202689,8.84045,0.138,170.256,21.3398,-56.8675,0
2008ia,0.02257,CMB,34.9245,SH0ES,0.169837,15.6715,0.167677,10.7732,10.0,132.647,-61.2779,76.4961,0
2014ai,0.02317,CMB,35.0225,SH0ES,0.271221,15.7695,0.269874,11.5,0.002,139.934,33.7637,10.2019,0
ASASSN-14fa,0.02262,CMB,34.883,SH0ES,0.27497,15.63,0.273642,9.74865,0.0,43.0961,-31.8217,-159.488,0
2004at,0.02287,CMB,34.9168,SH0ES,0.178524,15.6638,0.17647,7.0,,164.688,59.4867,-99.4465,0
2010gp,0.02436,CMB,34.4711,SH0ES,0.398476,15.2181,0.39756,9.22547,0.006,253.239,2.3879,74.4935,0
AT2017cfc,0.02499,CMB,35.0276,SH0ES,0.190198,15.7746,0.188272,10.4655,0.0,208.163,-2.0022,-39.4698,0
2004br,0.02426,CMB,34.807,SH0ES,0.18246,15.554,0.180451,7.0,,187.783,0.6132,-110.13,0
1994M,0.02426,CMB,34.9528,SH0ES,0.213795,15.6998,0.212083,10.974,0.6,187.786,0.6054,-110.13,0
2008bf,0.02451,CMB,34.8898,SH0ES,0.233972,15.6368,0.232409,10.3728,2.95,181.012,20.2452,-30.0449,0
AT2016bln,0.02425,CMB,35.0771,SH0ES,0.195416,15.8241,0.193541,10.4738,0.209,203.689,13.8539,-12.0915,0
1993H,0.0245,CMB,35.1803,SH0ES,0.232251,15.9273,0.230676,10.4495,,208.209,-30.7079,64.0545,0
1998eg,0.02358,CMB,35.1018,SH0ES,0.195014,15.8488,0.193136,10.7671,0.06,339.876,8.6059,-126.493,0
PS15cku,0.02222,CMB,35.0537,SH0ES,0.229702,15.8007,0.22811,9.13095,0.011,21.0939,3.5876,-301.9,0
ASASSN-16em,0.02296,CMB,34.994,SH0ES,0.277383,15.741,0.276066,8.53565,0.014,203.057,84.6783,-275.079,0
ASASSN-15jt,0.02396,CMB,34.889,SH0ES,0.403697,15.636,0.402793,9.91542,0.001,197.038,27.8264,17.4705,0
2018enc,0.0245,CMB,34.9998,SH0ES,0.217718,15.7468,0.216038,7.0,,229.869,-9.8806,280.999,0
2009al,0.02328,CMB,34.9783,SH0ES,0.225403,15.7253,0.22378,10.7706,0.477,162.842,8.5785,-42.2047,0
2007ci,0.02295,CMB,34.4301,SH0ES,0.279423,15.1771,0.278115,10.8379,0.028,176.441,19.7705,-103.556,0
2006dm,0.02161,CMB,34.8234,SH0ES,0.25811,15.5704,0.256694,11.0056,0.002,355.449,-3.669,-197.622,0
SNF20080514-002,0.02292,CMB,35.0136,SH0ES,0.216159,15.7606,0.214466,7.0,,202.303,11.2724,212.718,0
2005ki,0.02066,CMB,34.4931,SH0ES,0.19075,15.2401,0.188829,11.0605,0.002,160.118,9.2023,88.401,0
2003W,0.02087,CMB,34.6349,SH0ES,0.254511,15.3819,0.253074,10.9327,0.635,146.706,16.0438,14.6045,0
2010A,0.02079,CMB,34.4863,SH0ES,0.330445,15.2333,0.32934,9.92075,0.105,38.1644,0.6195,-6.6815,0
ASASSN-17bs,0.02014,CMB,34.5647,SH0ES,0.249505,15.3117,0.24804,10.0832,0.012,268.026,21.566,-125.067,0
2007st,0.02061,CMB,34.4168,SH0ES,0.217156,15.1638,0.215471,10.7947,10.0,27.177,-48.6494,12.8917,0
PSNJ1602512,0.02039,CMB,34.556,SH0ES,0.333904,15.303,0.33281,9.81701,0.001,240.714,47.2248,-37.1359,0
2001dl,0.01983,CMB,35.1263,SH0ES,0.375783,15.8733,0.374812,7.0,,320.257,9.1807,-194.815,0
ASASSN-15lg,0.02121,CMB,34.6552,SH0ES,0.214591,15.4022,0.212886,9.66664,0.013,198.887,3.5007,224.978,0
ASASSN-16lc,0.02001,CMB,34.6956,SH0ES,0.216494,15.4426,0.214804,7.0,,292.252,-51.971,-278.074,0
ATLAS16dqf,0.02019,CMB,34.5749,SH0ES,0.375822,15.3219,0.374851,7.75897,0.03,317.283,-18.1039,-41.7186,0
2016hpw,0.02019,CMB,34.8165,SH0ES,0.241825,15.5635,0.240313,7.0,,317.283,-18.1039,-41.7186,0
2002jy,0.0187,CMB,34.9988,SH0ES,0.187715,15.7458,0.185763,10.719,0.415,20.3178,40.4987,-453.051,0
2006ej,0.01926,CMB,34.6482,SH0ES,0.187832,15.3952,0.185881,10.1949,0.405,9.749,-9.0157,-285.871,0
2001br,0.02046,CMB,34.8118,SH0ES,0.300223,15.5588,0.299007,7.0,,277.607,34.1036,-127.602,0
AT2016eoa,0.01993,CMB,34.6693,SH0ES,0.230687,15.4163,0.229102,10.2163,0.013,5.3461,22.4354,-331.623,0
