sn_name,z,z_frame,mu,mu_source,mu_err,m_b_corr,m_b_corr_err,host_logmass,host_logmass_err,ra,dec,vpec,is_calibrator
1313594,0.28835,CMB,40.749,SH0ES,0.137848,21.496,0.135178,10.379,0.1885,34.8329,-5.7894,-20.6221,0
1334644,0.28806,CMB,40.7075,SH0ES,0.188011,21.4545,0.186062,11.217,0.056,35.1072,-5.7725,-20.6153,0
19128,0.28763,CMB,40.8753,SH0ES,0.227224,21.6223,0.225614,7.0,,354.204,-0.7822,-26.4438,0
17809,0.28746,CMB,40.5379,SH0ES,0.238886,21.2849,0.237355,9.84,0.117,6.3646,-0.8396,-27.547,0
13610,0.29683,CMB,40.6595,SH0ES,0.202621,21.4065,0.200814,10.471,0.094,326.015,0.7263,-20.197,0
1293319,0.29687,CMB,40.7505,SH0ES,0.210501,21.4975,0.208762,9.229,0.016,36.0024,-6.4977,-19.2715,0
420196,0.29842,CMB,41.2705,SH0ES,0.232731,22.0175,0.23116,10.315,0.867,351.761,-1.0284,-25.0995,0
1287626,0.30396,CMB,40.719,SH0ES,0.22209,21.466,0.220442,8.203,0.226,35.9318,-5.9612,-19.3855,0
5966,0.30822,CMB,40.9533,SH0ES,0.254065,21.7003,0.252626,11.011,0.154,16.1904,0.5139,-27.0975,0
520062,0.30805,CMB,41.2018,SH0ES,0.139651,21.9488,0.137016,10.6357,0.1,244.451,54.6334,-29.9491,0
1281668,0.30697,CMB,40.9573,SH0ES,0.150058,21.7043,0.147609,10.251,0.0185,9.4105,-43.9203,14.0764,0
340334,0.30668,CMB,41.16,SH0ES,0.239095,21.907,0.237566,7.0,,163.263,57.8064,-28.1379,0
560087,0.30641,CMB,40.8959,SH0ES,0.201565,21.6429,0.199749,11.27,0.015,352.676,-1.556,-24.2248,0
350027,0.30568,CMB,40.9451,SH0ES,0.165493,21.6921,0.163275,11.059,0.025,163.119,57.8072,-28.1975,0
440005,0.30551,CMB,41.0041,SH0ES,0.226225,21.7511,0.224608,11.388,0.025,52.9893,-28.8836,5.8299,0
350630,0.30525,CMB,40.9054,SH0ES,0.133839,21.6524,0.131087,11.149,0.01,162.404,58.9533,-29.2357,0
12883,0.30519,CMB,40.5924,SH0ES,0.306711,21.3394,0.30552,11.099,0.105,312.626,0.3987,-14.5058,0
1259412,0.30477,CMB,40.9018,SH0ES,0.140115,21.6488,0.137489,10.514,0.0055,36.3454,-5.3241,-19.8076,0
1335717,0.30478,CMB,41.0411,SH0ES,0.242802,21.7881,0.241296,9.773,0.0025,52.8599,-28.3531,5.3199,0
19818,0.30395,CMB,40.7052,SH0ES,0.182517,21.4522,0.180508,10.154,0.103,35.2667,0.4964,-25.1184,0
7143,0.30354,CMB,41.0778,SH0ES,0.197526,21.8248,0.195672,10.28,0.108,345.262,-0.2074,-24.2496,0
570025,0.29845,CMB,40.6539,SH0ES,0.272883,21.4009,0.271544,9.973,0.4035,335.06,0.3776,-22.619,0
150457,0.30339,CMB,40.9204,SH0ES,0.142521,21.6674,0.139941,11.454,0.01,161.353,57.2179,-28.1506,0
1339002,0.30296,CMB,40.8204,SH0ES,0.274703,21.5674,0.273372,10.871,0.017,35.8305,-6.5263,-18.9311,0
460037,0.30254,CMB,40.8894,SH0ES,0.22475,21.6364,0.223122,9.655,0.309,54.727,-27.5411,5.1414,0
570022,0.30141,CMB,41.1086,SH0ES,0.206046,21.8556,0.20427,9.499,0.145,351.124,-0.4843,-25.2375,0
350192,0.3015,CMB,40.8585,SH0ES,0.191702,21.6055,0.189791,8.553,7.88,148.716,1.9617,18.5041,0
350078,0.30078,CMB,41.1729,SH0ES,0.294726,21.9199,0.293486,9.341,1.214,130.663,43.7841,-24.1181,0
430003,0.32843,CMB,40.934,SH0ES,0.295651,21.681,0.294415,7.0,1.088,333.38,-0.4529,-19.7589,0
170428,0.30007,CMB,40.9837,SH0ES,0.198158,21.7307,0.196309,9.1073,0.1,243.619,54.003,-29.9852,0
14735,0.29936,CMB,40.7335,SH0ES,0.186464,21.4805,0.184499,10.326,0.109,35.158,0.3484,-25.3192,0
120444,0.29947,CMB,41.0213,SH0ES,0.195981,21.7683,0.194112,9.389,0.1,51.682,-27.9362,4.6863,0
10550,0.29923,CMB,41.0113,SH0ES,0.341681,21.7583,0.340612,10.289,0.096,349.675,-1.2049,-24.5249,0
6137,0.29888,CMB,40.9195,SH0ES,0.25505,21.6665,0.253616,7.0,,307.936,0.2448,-12.6796,0
20245,0.28723,CMB,40.5691,SH0ES,0.250397,21.3161,0.248937,11.5,0.084,341.706,0.7563,-25.4386,0
20040,0.28655,CMB,40.6389,SH0ES,0.217509,21.3859,0.215826,10.257,0.138,328.879,0.8151,-21.8296,0
350080,0.28577,CMB,40.671,SH0ES,0.173206,21.418,0.171088,11.229,0.142,130.635,43.9989,-25.3726,0
04D3ez,0.26348,CMB,40.3997,SH0ES,0.177345,21.1467,0.175278,10.29,0.012,214.783,53.072,-26.9722,0
520023,0.26804,CMB,40.4623,SH0ES,0.232043,21.2093,0.230467,11.324,0.013,245.239,55.1548,-34.265,0
1309288,0.26794,CMB,40.5103,SH0ES,0.202065,21.2573,0.200253,10.961,0.0265,54.6449,-29.1944,7.3346,0
18463,0.26687,CMB,40.5463,SH0ES,0.204902,21.2933,0.203116,10.244,0.096,17.566,0.472,-30.4419,0
1334087,0.26629,CMB,40.2901,SH0ES,0.264978,21.0371,0.263599,10.951,0.0565,41.0084,-0.4674,-25.7366,0
6315,0.26576,CMB,40.3244,SH0ES,0.206109,21.0714,0.204333,9.72,0.229,310.483,1.092,-15.9698,0
2422,0.2657,CMB,40.6087,SH0ES,0.219728,21.3557,0.218063,9.371,0.189,1.9945,0.6382,-30.5341,0
13099,0.26451,CMB,40.6719,SH0ES,0.256474,21.4189,0.255049,10.86,0.08,359.819,-1.2504,-28.6335,0
110478,0.26462,CMB,40.5153,SH0ES,0.197965,21.2623,0.196115,9.468,0.394,53.5803,-27.5689,5.409,0
2943,0.26405,CMB,40.5074,SH0ES,0.238455,21.2544,0.236921,7.0,,17.7049,1.0079,-31.1986,0
12983,0.26395,CMB,40.6342,SH0ES,0.381046,21.3812,0.380088,10.418,0.089,16.4588,0.1448,-30.4516,0
330022,0.26386,CMB,40.3035,SH0ES,0.205843,21.0505,0.204064,10.979,0.085,35.3241,-2.9491,-24.9341,0
350235,0.26384,CMB,40.5588,SH0ES,0.167704,21.3058,0.165516,10.127,0.406,184.35,48.3462,-20.7396,0
520019,0.26309,CMB,40.6388,SH0ES,0.170092,21.3858,0.167936,11.266,0.108,241.861,54.4578,-33.3957,0
06D3fp,0.26848,CMB,40.4553,SH0ES,0.240404,21.2023,0.238883,9.55,0.2595,215.077,52.8972,-26.4385,0
13956,0.2629,CMB,41.2641,SH0ES,0.514634,22.0111,0.513925,10.757,0.175,20.9418,0.8167,-30.8714,0
18945,0.26187,CMB,40.7216,SH0ES,0.216893,21.4686,0.215206,7.0,,10.0784,-1.0374,-29.6558,0
13655,0.26173,CMB,40.6935,SH0ES,0.249126,21.4405,0.247658,11.238,0.132,39.0202,-0.9942,-26.1401,0
1253,0.26166,CMB,40.392,SH0ES,0.226027,21.139,0.224408,11.153,0.093,323.799,0.1631,-21.0453,0
19702,0.26162,CMB,40.681,SH0ES,0.233293,21.428,0.231725,9.896,0.124,47.7548,0.3568,-24.9331,0
2017,0.26162,CMB,40.6874,SH0ES,0.258941,21.4344,0.25753,10.547,0.076,328.943,0.5935,-23.3933,0
1337649,0.26151,CMB,40.4182,SH0ES,0.225542,21.1652,0.22392,8.682,0.0315,43.4044,0.5102,-26.4056,0
15440,0.2613,CMB,40.447,SH0ES,0.207526,21.194,0.205762,10.852,0.12,39.7207,0.0901,-27.0082,0
370498,0.26086,CMB,40.6128,SH0ES,0.185932,21.3598,0.183961,11.5,0.1,186.266,46.8062,-19.2409,0
020176,0.26051,CMB,40.5033,SH0ES,0.171288,21.2503,0.169147,8.7022,0.1,211.862,53.3429,-27.1561,0
1330426,0.25954,CMB,40.442,SH0ES,0.169977,21.189,0.167819,7.0,2.0,53.9704,-28.6924,6.7971,0
12972,0.25935,CMB,40.5238,SH0ES,0.233841,21.2708,0.232277,9.177,0.114,7.9586,-0.383,-30.5118,0
530037,0.2685,CMB,40.579,SH0ES,0.191142,21.326,0.189225,10.9792,0.1,333.671,-1.0504,-22.917,0
14298,0.26879,CMB,40.6039,SH0ES,0.217156,21.3509,0.215471,7.0,,314.895,1.2233,-17.8962,0
440050,0.28547,CMB,40.7046,SH0ES,0.185989,21.4516,0.184018,11.03,0.035,333.867,1.5495,-24.1293,0
1297465,0.27784,CMB,40.9187,SH0ES,0.17803,21.6657,0.175971,10.068,0.001,51.7953,-27.8221,4.9113,0
17791,0.28468,CMB,41.1135,SH0ES,0.351325,21.8605,0.350286,9.385,0.168,332.373,0.7379,-23.0285,0
16072,0.28434,CMB,40.6919,SH0ES,0.20709,21.4389,0.205322,10.943,0.106,3.1244,-0.9773,-27.51,0
14261,0.28436,CMB,40.5431,SH0ES,0.186562,21.2901,0.184598,9.135,0.076,328.24,0.2538,-21.2863,0
310238,0.28395,CMB,40.5735,SH0ES,0.154134,21.3205,0.151751,9.906,0.167,35.5268,-3.2333,-23.1205,0
15584,0.28333,CMB,40.6596,SH0ES,0.184378,21.4066,0.18239,10.9,0.124,43.4955,0.987,-25.0795,0
06D3dt,0.28256,CMB,40.744,SH0ES,0.297355,21.491,0.296127,9.589,0.069,214.34,52.4528,-24.8416,0
1317286,0.28198,CMB,40.5986,SH0ES,0.166629,21.3456,0.164427,7.0,2.0,36.0079,-6.8106,-19.8077,0
18485,0.28122,CMB,40.6224,SH0ES,0.174763,21.3694,0.172665,10.908,0.084,47.9591,-0.6924,-22.4393,0
520188,0.28049,CMB,40.6663,SH0ES,0.153096,21.4133,0.150697,8.406,0.199,215.524,52.5446,-25.2345,0
040201,0.27987,CMB,40.5664,SH0ES,0.153331,21.3134,0.150935,9.2773,0.1,184.46,47.4468,-18.8469,0
6196,0.2798,CMB,40.5056,SH0ES,0.19932,21.2526,0.197483,11.406,0.14,337.631,-0.5027,-23.8001,0
5957,0.27924,CMB,40.7037,SH0ES,0.164335,21.4507,0.162102,10.463,0.078,34.7606,-0.2728,-26.3513,0
4046,0.27764,CMB,40.6186,SH0ES,0.24474,21.3656,0.243246,9.359,0.302,354.498,0.6421,-28.6065,0
510638,0.27006,CMB,40.6363,SH0ES,0.197002,21.3833,0.195143,8.6546,0.1,243.469,56.0842,-34.3481,0
4000,0.27656,CMB,40.8504,SH0ES,0.272235,21.5974,0.270893,10.919,0.072,31.016,-0.3658,-27.1952,0
19051,0.27619,CMB,40.6749,SH0ES,0.180061,21.4219,0.178025,11.292,0.088,351.375,0.4231,-28.0519,0
20227,0.27574,CMB,40.6631,SH0ES,0.213576,21.4101,0.211862,11.046,0.149,349.12,-0.0985,-27.1641,0
150254,0.27508,CMB,40.5286,SH0ES,0.241865,21.2756,0.240354,9.355,0.439,183.211,47.1458,-18.8776,0
100213,0.27511,CMB,40.7769,SH0ES,0.239421,21.5239,0.237894,9.414,0.36,53.0671,-27.1943,4.7106,0
420258,0.27444,CMB,40.7399,SH0ES,0.293068,21.4869,0.291821,11.463,0.013,352.428,0.7054,-28.6259,0
15356,0.2734,CMB,40.4721,SH0ES,0.208686,21.2191,0.206932,10.743,0.166,335.053,0.4099,-24.3597,0
1292332,0.27265,CMB,40.5415,SH0ES,0.173203,21.2885,0.171085,10.269,0.1885,41.1435,-1.2851,-24.4277,0
380378,0.27129,CMB,40.5677,SH0ES,0.123404,21.3147,0.120414,10.364,0.514,213.525,53.4648,-26.5618,0
160039,0.27085,CMB,40.4887,SH0ES,0.166124,21.2357,0.163916,7.0,1.0,184.975,48.1403,-20.0605,0
310051,0.27045,CMB,40.5139,SH0ES,0.20931,21.2609,0.207561,10.435,0.103,353.412,-0.5525,-27.9427,0
19002,0.2701,CMB,40.5089,SH0ES,0.164866,21.2559,0.16264,10.716,0.08,42.6154,-0.5512,-24.9279,0
5391,0.30022,CMB,40.8795,SH0ES,0.247188,21.6265,0.245709,9.299,0.089,52.342,-1.0947,-19.5758,0
1346966,0.33513,CMB,41.0242,SH0ES,0.177927,21.7712,0.175867,9.557,0.084,55.3407,-29.1493,6.2291,0
1337687,0.3287,CMB,41.0716,SH0ES,0.150485,21.8186,0.148043,8.4,0.136,55.0471,-26.9756,4.4059,0
05D1hm,0.58575,CMB,42.707,SH0ES,0.37297,23.454,0.371991,9.854,0.177,36.9426,-4.7173,-11.8408,0
04D1sa,0.58375,CMB,42.6489,SH0ES,0.184752,23.3959,0.182769,10.623,0.064,36.984,-4.1761,-12.1454,0
04D1kj,0.58375,CMB,42.4765,SH0ES,0.198486,23.2235,0.196641,9.929,0.1075,36.9694,-4.1803,-12.145,0
05D4ej,0.58328,CMB,42.7974,SH0ES,0.186201,23.5444,0.184233,10.133,0.156,333.969,-18.1957,-3.1579,0
04D1jg,0.58294,CMB,42.5408,SH0ES,0.168029,23.2878,0.165845,11.338,0.1505,36.5523,-4.1348,-12.2293,0
03D1aw,0.58073,CMB,42.7061,SH0ES,0.239821,23.4531,0.238297,9.169,0.088,36.0616,-4.5172,-12.1333,0
05D3gp,0.5806,CMB,42.573,SH0ES,0.262496,23.32,0.261104,9.015,0.185,215.676,52.7247,-13.9769,0
05D3jq,0.57959,CMB,42.3923,SH0ES,0.23116,23.1393,0.229578,8.832,0.4195,215.439,53.0299,-14.1387,0
1332059,0.57884,CMB,42.5317,SH0ES,0.231686,23.2787,0.230108,7.0,2.0,40.8651,-1.2774,-13.2065,0
05D1dx,0.57875,CMB,42.4272,SH0ES,0.214391,23.1742,0.212684,9.416,0.113,36.9458,-4.0325,-12.3103,0
110721,0.57823,CMB,42.4512,SH0ES,0.241176,23.1982,0.23966,11.5,0.115,130.216,44.1143,-14.3522,0
03D4gf,0.57829,CMB,42.4174,SH0ES,0.24485,23.1644,0.243357,7.638,0.2905,333.596,-17.734,-3.3719,0
1337228,0.57741,CMB,42.645,SH0ES,0.290949,23.392,0.289693,10.341,1.789,7.5248,-43.0341,7.9124,0
06D3et,0.57661,CMB,42.4263,SH0ES,0.166843,23.1733,0.164644,10.766,0.09,215.52,52.3384,-13.8444,0
050203,0.57609,CMB,42.4887,SH0ES,0.202103,23.2357,0.200291,8.835,1.294,242.793,55.1223,-17.9288,0
05D2dt,0.57583,CMB,42.5915,SH0ES,0.213158,23.3385,0.211441,10.244,0.096,150.35,1.8577,11.2366,0
1306785,0.57535,CMB,42.1912,SH0ES,0.452867,22.9382,0.452062,10.989,0.0835,33.7937,-4.5222,-12.4743,0
1317454,0.56883,CMB,42.2407,SH0ES,0.262337,22.9877,0.260944,7.0,2.0,8.0244,-42.6662,7.7916,0
05D1dn,0.56475,CMB,42.4873,SH0ES,0.19275,23.2343,0.190849,10.234,0.047,36.111,-4.9916,-12.1498,0
1338278,0.56431,CMB,42.3969,SH0ES,0.296515,23.1439,0.295284,9.919,0.058,34.43,-4.976,-12.3542,0
1330903,0.5643,CMB,42.4881,SH0ES,0.207587,23.2351,0.205824,10.328,0.172,41.1163,-0.645,-13.758,0
1285317,0.56441,CMB,42.3928,SH0ES,0.221111,23.1398,0.219457,8.739,0.166,9.4725,-43.3145,8.1968,0
05D1cc,0.56276,CMB,42.4296,SH0ES,0.234712,23.1766,0.233154,9.316,0.2025,36.6299,-4.1648,-12.558,0
1303952,0.56263,CMB,42.6016,SH0ES,0.265242,23.3486,0.263864,11.137,0.1215,35.8718,-6.9219,-11.1778,0
1338387,0.58382,CMB,42.4199,SH0ES,0.199369,23.1669,0.197532,7.0,2.0,40.4513,-0.3686,-13.6248,0
05D4bf,0.58728,CMB,42.6241,SH0ES,0.203038,23.3711,0.201234,10.23,0.084,334.11,-18.2321,-3.1439,0
1330642,0.63392,CMB,42.5972,SH0ES,0.147609,23.3442,0.145119,9.27,0.036,37.0406,-4.0471,-11.4411,0
04D1oh,0.58873,CMB,42.5021,SH0ES,0.220032,23.2491,0.218369,9.17,0.1525,36.2598,-4.2362,-12.116,0
05D2ci,0.63189,CMB,42.3111,SH0ES,0.32695,23.0581,0.325833,10.977,0.159,150.008,2.2159,10.2207,0
05D1cb,0.63071,CMB,42.6632,SH0ES,0.202856,23.4102,0.201051,10.111,0.0795,36.7377,-4.1176,-11.4887,0
04D4fx,0.62723,CMB,42.585,SH0ES,0.244041,23.332,0.242543,8.305,0.6555,334.159,-18.0664,-3.0767,0
03D4dh,0.62523,CMB,42.6577,SH0ES,0.215148,23.4047,0.213447,9.414,0.1625,334.379,-17.6297,-3.3411,0
04D2an,0.62188,CMB,42.5894,SH0ES,0.275623,23.3364,0.274297,7.542,0.574,150.218,2.0412,10.4686,0
04D3co,0.62063,CMB,42.6988,SH0ES,0.268136,23.4458,0.266773,9.517,0.243,214.458,52.9636,-13.2979,0
000202,0.61988,CMB,42.7557,SH0ES,0.154862,23.5027,0.15249,9.943,7.309,150.539,1.8992,10.6183,0
1335868,0.61942,CMB,42.6948,SH0ES,0.2753,23.4418,0.273973,7.0,2.0,55.0891,-26.5127,2.4006,0
1308957,0.61869,CMB,42.7164,SH0ES,0.388756,23.4634,0.387817,10.078,0.2735,35.1339,-6.624,-10.6003,0
05D1ck,0.61571,CMB,42.7085,SH0ES,0.347272,23.4555,0.346221,9.724,0.172,36.1035,-4.7128,-11.4802,0
1295305,0.61171,CMB,42.701,SH0ES,0.16444,23.448,0.162208,8.711,0.1325,36.2434,-4.2509,-11.7517,0
04D4an,0.61125,CMB,42.9049,SH0ES,0.247686,23.6519,0.24621,10.541,0.154,333.988,-17.6955,-3.3066,0
04D3do,0.61064,CMB,42.6686,SH0ES,0.184238,23.4156,0.182249,10.485,0.071,214.442,52.2676,-13.1278,0
05D2he,0.60987,CMB,42.6876,SH0ES,0.321483,23.4346,0.320347,9.418,0.185,150.361,2.3177,10.5186,0
1332413,0.60873,CMB,42.6179,SH0ES,0.230751,23.3649,0.229166,9.206,0.686,36.2749,-5.853,-10.9969,0
1302141,0.6088,CMB,42.4282,SH0ES,0.350327,23.1752,0.349285,9.429,1.76,7.8305,-42.5014,7.3014,0
03D4dy,0.60826,CMB,42.5904,SH0ES,0.228388,23.3374,0.226786,7.0,52.8705,333.711,-17.9565,-3.1413,0
1335564,0.6062,CMB,42.6158,SH0ES,0.275076,23.3628,0.273748,9.303,0.2385,35.1281,-6.4465,-10.8627,0
05D4ef,0.60327,CMB,42.7503,SH0ES,0.2001,23.4973,0.19827,10.437,0.131,333.497,-18.2123,-2.9922,0
1338233,0.60149,CMB,42.7562,SH0ES,0.394779,23.5032,0.393855,10.984,0.024,35.1227,-5.5293,-11.3947,0
05D3lr,0.6006,CMB,42.6116,SH0ES,0.278838,23.3586,0.277528,10.873,0.051,215.551,53.1843,-13.8209,0
04D2mh,0.59184,CMB,42.4508,SH0ES,0.255828,23.1978,0.254399,9.097,0.418,149.941,2.141,10.7878,0
03D4gg,0.59028,CMB,42.5156,SH0ES,0.248253,23.2626,0.246781,10.162,0.0055,334.168,-18.1645,-3.1755,0
1289555,0.56174,CMB,42.2937,SH0ES,0.227829,23.0407,0.226224,9.278,0.1075,40.7331,-1.3929,-13.4764,0
04D1hx,0.55875,CMB,42.2975,SH0ES,0.356215,23.0445,0.35519,9.645,0.1335,36.1771,-4.7903,-12.3489,0
05D1kl,0.55875,CMB,42.7331,SH0ES,0.3833,23.4801,0.382347,8.425,0.2825,36.1397,-4.319,-12.6048,0
05D1ee,0.55775,CMB,42.4389,SH0ES,0.195189,23.1859,0.193312,10.973,0.0875,36.1948,-4.0005,-12.7907,0
06D3el,0.5196,CMB,42.2905,SH0ES,0.196455,23.0375,0.194591,9.554,0.0975,214.255,52.2324,-14.8923,0
450175,0.51943,CMB,42.2438,SH0ES,0.315111,22.9908,0.313952,7.0,,53.2864,-28.0844,3.3468,0
310260,0.51879,CMB,42.1824,SH0ES,0.209558,22.9294,0.207812,8.7967,0.1,36.1689,-5.1043,-12.9231,0
1334470,0.51876,CMB,42.1949,SH0ES,0.250421,22.9419,0.248961,7.0,2.0,35.0537,-4.9472,-13.1533,0
1338430,0.51718,CMB,42.0932,SH0ES,0.190441,22.8402,0.188517,10.781,0.0375,40.6393,-1.2547,-14.4937,0
04D2mj,0.51475,CMB,42.3259,SH0ES,0.402924,23.0729,0.402018,9.548,0.123,150.152,2.5771,11.8555,0
04D4in,0.51435,CMB,42.2259,SH0ES,0.196162,22.9729,0.194295,9.101,0.1015,333.786,-17.261,-4.0197,0
04D1pg,0.5138,CMB,42.2567,SH0ES,0.35966,23.0037,0.358645,9.808,0.161,36.7673,-4.1753,-13.4748,0
05D2dy,0.51175,CMB,42.3885,SH0ES,0.227281,23.1355,0.225672,7.738,0.8285,150.242,2.1831,12.1525,0
110484,0.51087,CMB,42.0583,SH0ES,0.239085,22.8053,0.237556,8.86,1.13,129.186,44.5547,-16.2585,0
180313,0.51006,CMB,42.0945,SH0ES,0.144405,22.8415,0.141859,8.8262,0.1,244.319,55.3794,-20.0876,0
090201,0.50817,CMB,42.0193,SH0ES,0.184312,22.7663,0.182324,8.684,7.083,353.328,-0.9507,-16.3584,0
05D4av,0.50737,CMB,42.2419,SH0ES,0.288822,22.9889,0.287557,10.285,0.1175,333.544,-17.9119,-3.6266,0
310091,0.50716,CMB,42.2358,SH0ES,0.180974,22.9828,0.178949,9.066,1.297,353.126,-0.1047,-16.844,0
1343759,0.50617,CMB,42.1043,SH0ES,0.151709,22.8513,0.149287,9.74,0.036,51.979,-28.5644,3.4698,0
1335472,0.50598,CMB,42.079,SH0ES,0.166703,22.826,0.164502,10.125,0.05,9.5553,-44.0495,9.4013,0
03D1au,0.50309,CMB,42.1444,SH0ES,0.228687,22.8914,0.227088,9.517,0.1105,36.0432,-4.0375,-13.8917,0
510457,0.503,CMB,42.1484,SH0ES,0.311282,22.8954,0.310109,8.9025,0.1,186.389,48.1369,-11.9863,0
030006,0.50276,CMB,42.0703,SH0ES,0.312874,22.8173,0.311707,9.524,1.084,162.525,58.7774,-19.2695,0
1337272,0.50276,CMB,42.161,SH0ES,0.218549,22.908,0.216875,8.602,0.135,34.1284,-5.6806,-13.1794,0
350374,0.5009,CMB,42.1165,SH0ES,0.283133,22.8635,0.281843,10.9632,0.1,131.336,44.239,-15.9374,0
06D2bk,0.50073,CMB,42.257,SH0ES,0.253816,23.004,0.252376,8.617,0.0855,149.679,2.172,12.2608,0
05D4af,0.49737,CMB,42.1268,SH0ES,0.225856,22.8738,0.224236,8.986,0.0885,334.138,-18.0049,-3.7348,0
04D2gc,0.52277,CMB,42.3496,SH0ES,0.273927,23.0966,0.272593,9.326,0.2025,150.414,1.8831,12.1413,0
1295921,0.52393,CMB,42.1774,SH0ES,0.369236,22.9244,0.368248,9.097,0.298,42.6149,-0.8718,-14.2458,0
1322229,0.52613,CMB,42.1702,SH0ES,0.223271,22.9172,0.221632,9.746,0.017,35.9264,-4.0189,-13.4257,0
110426,0.54089,CMB,42.2791,SH0ES,0.233447,23.0261,0.23188,11.017,0.313,130.013,44.8943,-15.5387,0
1337117,0.55389,CMB,42.0827,SH0ES,0.177409,22.8297,0.175342,8.813,0.21,10.1815,-43.6449,8.5115,0
06D2ck,0.5538,CMB,42.49,SH0ES,0.207133,23.237,0.205365,11.193,0.066,150.367,1.8636,11.5972,0
04D3hn,0.5526,CMB,42.1938,SH0ES,0.244151,22.9408,0.242653,10.79,0.022,215.529,52.2286,-14.2705,0
1339450,0.55048,CMB,42.4104,SH0ES,0.376261,23.1574,0.375291,11.044,0.093,53.621,-29.169,3.8599,0
06D4bo,0.55031,CMB,42.3728,SH0ES,0.208456,23.1198,0.2067,9.96,0.2225,333.867,-17.4092,-3.7347,0
050201,0.55011,CMB,42.3253,SH0ES,0.19588,23.0723,0.19401,10.3896,0.1,241.703,54.9809,-18.4016,0
1306980,0.54886,CMB,42.1695,SH0ES,0.378555,22.9165,0.377591,10.095,0.017,7.0361,-43.2916,8.397,0
04D4bq,0.54832,CMB,42.0235,SH0ES,0.363222,22.7705,0.362217,8.706,0.7525,333.706,-17.8276,-3.4805,0
520041,0.5454,CMB,42.5633,SH0ES,0.191404,23.3103,0.18949,10.672,0.272,184.138,45.962,-10.0344,0
1324542,0.54154,CMB,42.53,SH0ES,0.24247,23.277,0.240962,9.182,0.157,53.8952,-29.048,3.8897,0
1289656,0.53944,CMB,42.3338,SH0ES,0.244476,23.0808,0.24298,8.727,0.1705,54.3017,-27.3554,3.0122,0
050005,0.52851,CMB,42.0855,SH0ES,0.188829,22.8325,0.186889,9.633,0.557,211.812,53.9976,-15.4905,0
05D2eb,0.53578,CMB,42.2134,SH0ES,0.209507,22.9604,0.20776,8.676,0.3275,150.061,2.4074,11.5501,0
05D4be,0.53532,CMB,42.3205,SH0ES,0.204703,23.0675,0.202915,9.44,0.1355,334.222,-17.2361,-3.9797,0
05D4ek,0.53433,CMB,42.1433,SH0ES,0.225295,22.8903,0.223672,10.855,0.1075,334.115,-17.7363,-3.6787,0
06D2cc,0.53377,CMB,42.1649,SH0ES,0.273819,22.9119,0.272484,10.87,0.1085,149.862,2.4514,11.5203,0
06D2ca,0.53277,CMB,42.2472,SH0ES,0.294354,22.9942,0.293113,9.808,0.2895,149.79,2.3025,11.6088,0
1337703,0.53226,CMB,41.9821,SH0ES,0.221979,22.7291,0.220331,10.583,0.1245,54.8836,-26.7243,2.7906,0
1338471,0.53117,CMB,42.5253,SH0ES,0.38093,23.2723,0.379971,10.123,0.0905,41.2916,-1.5649,-13.9257,0
160066,0.53105,CMB,42.5109,SH0ES,0.289268,23.2579,0.288005,8.864,7.167,186.588,46.5959,-10.5749,0
330106,0.53091,CMB,41.8802,SH0ES,0.23431,22.6272,0.232749,7.0,1.0,130.009,43.7419,-15.2167,0
1322979,0.52939,CMB,42.2913,SH0ES,0.141023,23.0383,0.138414,7.861,0.355,52.0693,-28.0637,3.07,0
03D4at,0.63223,CMB,42.8493,SH0ES,0.323662,23.5963,0.322534,8.751,0.0775,333.6,-17.7767,-3.1201,0
04D1pu,0.63771,CMB,42.5298,SH0ES,0.442879,23.2768,0.442055,9.314,0.2395,36.8686,-4.7449,-11.0695,0
1306073,0.32859,CMB,41.1,SH0ES,0.144172,21.847,0.141621,10.4,0.151,36.8506,-3.7494,-19.8064,0
Vilas,0.93577,CMB,43.5331,SH0ES,0.239939,24.2801,0.238415,11.1,0.13,189.371,62.1911,-12.4372,0
Spock,0.83973,CMB,43.2012,SH0ES,0.390423,23.9482,0.389488,8.78,0.05,189.277,62.2533,-13.4829,0
Elvis,0.83973,CMB,43.36,SH0ES,0.211845,24.107,0.210118,7.0,,189.451,62.2265,-13.4728,0
03D1fq,0.79858,CMB,43.4338,SH0ES,0.288144,24.1808,0.286876,10.651,0.127,36.7319,-4.3022,-9.5211,0
04D1ks,0.79656,CMB,42.9026,SH0ES,0.372096,23.6496,0.371115,7.966,0.719,36.0396,-4.9787,-9.3244,0
1309749,0.78929,CMB,43.1995,SH0ES,0.165559,23.9465,0.163342,9.115,0.082,52.5384,-27.3174,1.9947,0
03D4fd,0.78905,CMB,43.3837,SH0ES,0.271177,24.1307,0.269829,10.005,0.2195,334.06,-17.3956,-2.8574,0
05D4cs,0.78806,CMB,43.3042,SH0ES,0.232049,24.0512,0.230473,8.98,0.6325,334.324,-17.8802,-2.6845,0
1325358,0.77931,CMB,43.0395,SH0ES,0.311092,23.7865,0.309918,8.223,0.3945,52.2841,-28.9516,2.6823,0
05D4bi,0.77308,CMB,43.3568,SH0ES,0.295081,24.1038,0.293843,9.109,0.218,333.986,-17.9861,-2.6333,0
1329196,0.76933,CMB,43.2168,SH0ES,0.162741,23.9638,0.160486,9.424,1.2185,53.0758,-28.9065,2.7927,0
