AGC,RAJ2000,DEJ2000,cz,rgal,Vgal
29384,13 14 20.5,-37 11 45,11036,8756,2280
8318,13 14 30.6,+35 23 10,2556,2907,-351
8324,13 15 05.9,+03 02 42,6829,6982,-153
29403,13 15 30.9,-23 58 00,1696,1085,611
8337,13 16 12.4,+30 56 58,5837,5095,796
530631,13 16 34.0,-02 17 22,4323,3838,485
8340,13 16 35.4,-02 05 28,5981,6854,-690
29425,13 16 57.3,-25 20 14,2213,2031,357
8348,13 17 03.4,-02 15 40,6100,5899,265
8351,13 17 16.1,+06 02 14,6539,5583,1053
8356,13 17 30.5,+31 05 32,5794,5097,794
29432,13 17 41.5,-34 21 11,8773,8526,247
29453,13 18 34.2,-21 17 57,2260,1863,201
8365,13 18 44.8,+41 56 59,1466,1499,-245
29461,13 18 54.8,-24 41 51,9964,6814,3150
530603,13 18 56.2,-14 54 13,11052,14256,-3204
530097,13 19 20.6,-14 50 37,3060,2200,943
29472,13 19 25.7,-39 09 08,8529,6752,1777
29474,13 19 28.7,-35 06 05,2010,2212,-254
530104,13 19 38.1,-12 41 56,2555,2147,1058
29493,13 20 14.0,-36 03 43,1734,983,975
530112,13 20 20.2,-12 34 14,1744,1501,243
29502,13 20 27.5,-21 30 35,7244,5477,1767
29498,13 20 28.1,-30 54 30,9176,7138,2038
29501,13 20 29.7,-26 05 06,2428,2317,71
29505,13 20 34.2,-18 35 42,12282,8633,3649
29512,13 20 42.0,-18 02 06,5415,5103,312
29511,13 20 43.8,-22 02 59,2392,1533,859
8392,13 21 13.0,+31 13 17,5321,4179,975
29524,13 21 13.9,-35 31 17,8075,9001,-926
8391,13 21 23.1,+00 20 31,5881,4387,1494
8397,13 21 40.6,+31 21 02,5110,5585,-431
530120,13 21 48.9,-13 12 18,3214,2396,809
8403,13 21 56.6,+38 44 06,1182,1305,-123
8410,13 22 55.7,+26 58 51,3143,3439,-296
8411,13 22 56.5,+28 18 59,2641,3035,-354
8408,13 23 00.3,+13 57 02,7593,5846,1379
29560,13 23 13.2,-26 18 02,2556,2251,137
230295,13 23 30.7,+13 46 22,7535,6789,746
29568,13 23 36.5,-26 52 02,13176,11084,2092
230297,13 23 36.9,+13 58 24,6758,1910,4848
29571,13 23 39.7,-19 02 20,7649,5958,1691
530132,13 23 49.2,-26 44 04,10098,9373,725
8421,13 24 00.7,+09 42 36,7228,6673,555
8426,13 24 15.8,+31 20 41,5220,5069,85
530506,13 24 20.2,-27 02 37,10366,10329,37
530484,13 24 34.2,-27 09 12,13123,12989,134
530619,13 24 34.9,-19 47 55,8380,8411,-31
29588,13 24 41.7,-27 30 59,10767,7373,3394
29592,13 24 47.0,-26 23 31,14560,16880,-2320
530485,13 24 51.7,-26 24 54,10433,6195,4238
530430,13 24 56.7,-26 39 29,15552,11140,-450
530486,13 24 57.2,-27 32 30,10201,10859,-658
29599,13 25 01.2,-24 00 41,7675,7133,542
530487,13 25 07.6,-27 49 11,11153,10866,287
29603,13 25 09.0,-19 45 59,5520,3639,1881
29600,13 25 11.5,-33 39 22,7921,7135,786
29608,13 25 18.3,-21 08 06,2075,445,1619
29607,13 25 20.8,-24 58 22,12046,11050,996
29613,13 25 32.6,-24 39 11,10249,9532,717
29610,13 25 32.9,-37 22 53,1706,1235,491
29614,13 25 37.1,-27 19 49,11138,12084,-1394
29615,13 25 39.2,-27 20 42,13616,14509,-3819
29617,13 25 43.2,-29 32 40,10330,10110,220
29627,13 26 03.7,-32 07 46,2706,2444,243
530433,13 26 12.8,-27 29 06,9992,12320,-1630
530438,13 26 38.4,-31 52 07,8436,7118,1318
29640,13 26 41.5,-27 37 59,11132,11104,-414
530182,13 26 44.6,-11 12 46,6390,5886,504
530179,13 26 49.6,-31 23 42,15459,10046,4579
8451,13 26 53.8,+32 11 37,5512,6415,-1176
530448,13 26 53.9,-31 18 38,14821,13662,963
29661,13 27 12.0,-28 44 19,9756,7091,2665
530505,13 27 22.9,-27 03 33,11391,8016,3375
8457,13 27 30.4,+20 52 47,6232,6395,-163
29663,13 27 30.9,-38 10 21,1708,922,804
8456,13 27 34.9,+15 11 22,7400,9980,-2749
530516,13 27 47.7,-27 25 46,10059,10491,199
530456,13 27 47.8,-31 13 58,15710,14942,-317
29682,13 27 56.5,-25 51 18,10948,12128,-1180
530458,13 28 07.3,-27 01 13,11215,8248,2442
530459,13 28 09.9,-27 19 52,12800,19283,-8593
8460,13 28 16.0,+02 58 58,6617,6097,520
530223,13 28 18.6,-27 12 25,12793,15739,-5049
530226,13 28 20.2,-11 46 59,6288,6334,-46
530490,13 28 20.3,-30 56 06,16169,16844,-675
530504,13 28 26.8,-26 48 12,15847,10481,5366
530227,13 28 35.1,-27 49 31,9291,10798,-1507
29698,13 28 37.7,-37 34 23,6412,4954,1458
530493,13 28 54.1,-31 12 53,14921,23126,-8205
530464,13 28 56.0,-31 31 19,14167,14845,-220
530465,13 29 05.8,-27 10 45,10861,10259,431
530467,13 29 15.0,-31 16 46,13859,13081,1544
8477,13 29 19.1,+17 03 07,4306,4174,132
530239,13 29 23.3,-26 59 24,10892,11357,-465
8475,13 29 25.8,+11 00 28,7114,7100,125
530494,13 29 35.7,-27 50 04,10911,12343,-1432
29724,13 29 49.1,-17 57 52,1802,1672,105
8486,13 29 56.8,+11 04 19,7015,6102,1123
8488,13 30 02.3,+13 24 57,7655,7476,179
8501,13 30 04.0,+62 30 40,1864,2537,-673
530471,13 30 05.1,-31 24 35,14053,9334,5291
530472,13 30 05.1,-31 13 52,16225,13891,2334
8487,13 30 11.5,-01 39 47,4294,4507,-213
530258,13 30 16.4,-10 03 12,4503,3658,845
29740,13 30 17.7,-21 44 50,7567,3681,3886
530474,13 30 46.3,-31 41 23,13771,10096,4529
530478,13 30 56.0,-31 33 41,14616,11337,3288
29757,13 30 56.8,-21 50 50,7585,7663,-78
530480,13 31 00.4,-27 02 31,5058,4470,588
530277,13 31 04.0,-15 06 03,4535,4312,223
530496,13 31 06.5,-15 06 08,4539,3643,896
29760,13 31 19.5,-35 05 19,11261,10526,735
530497,13 31 33.3,-31 56 37,13723,13106,617
29789,13 32 08.5,-24 51 41,8030,7177,853
8518,13 32 14.0,+13 53 31,7927,7972,-45
29734,13 32 27.2,-80 25 55,2383,2337,46
29805,13 32 46.8,-26 59 28,12258,12960,-702
530314,13 32 48.1,-03 05 03,4570,5304,-734
530511,13 33 12.3,-16 08 21,6548,3234,3314
8534,13 33 32.7,+01 18 24,5583,3722,1837
530519,13 34 11.3,-35 04 01,15224,12986,2650
8554,13 34 14.7,+37 12 27,5733,6695,-962
530521,13 34 29.5,-35 11 16,15184,14654,982
530501,13 34 31.3,-32 05 08,12924,6685,6239
29759,13 34 32.2,-83 07 47,4559,3441,1118
8571,13 34 41.7,+61 59 34,3195,3277,-236
8555,13 34 43.1,+09 20 12,7354,6472,882
530530,13 34 57.1,-35 08 33,15320,10605,5031
29855,13 35 06.0,-26 45 01,7046,6881,165
29819,13 35 17.8,-77 38 32,2786,3225,-439
29858,13 35 21.5,-34 12 21,7372,6556,816
8573,13 35 31.9,+13 40 33,7132,2360,4871
8580,13 35 35.9,+33 28 45,7686,8427,-741
8587,13 35 55.2,+35 35 17,2445,3374,-929
8593,13 36 01.1,+49 57 38,1763,2284,-473
8582,13 36 01.4,+06 35 06,6869,6150,719
231022,13 36 02.2,+08 11 15,1529,2492,-1035
8590,13 36 06.5,+37 05 16,7780,8997,-1217
231140,13 36 19.6,+33 25 25,7700,7597,103
29893,13 36 35.1,-26 33 10,7006,6869,137
231092,13 36 35.5,+08 11 34,7254,7700,-446
29895,13 36 36.6,-18 24 09,12148,12097,51
530531,13 37 43.1,-35 29 44,15373,11478,4158
530533,13 38 09.0,-35 22 46,15675,14630,1006
8624,13 38 12.2,+18 23 27,8270,9681,-1411
530534,13 38 25.2,-35 38 34,15763,14105,1531
29937,13 38 42.6,-21 48 37,6049,5579,470
530537,13 38 46.4,-35 30 51,16127,16154,-518
530538,13 38 54.6,-35 37 31,15759,17368,-1732
29942,13 39 04.0,-24 09 59,9699,9214,485
530541,13 39 21.8,-35 43 12,16262,14022,1614
29950,13 39 27.4,-34 11 11,7959,9199,-1240
29955,13 39 34.1,-22 29 52,7290,7982,-692
29953,13 39 36.5,-32 53 35,12386,10190,2196
530342,13 39 37.8,-11 29 40,2612,2298,314
29961,13 39 50.0,-22 18 04,6024,4982,1042
29972,13 40 30.2,-33 39 21,4188,1502,2686
8658,13 40 39.9,+54 19 57,2153,2748,-750
530350,13 40 42.4,-07 45 02,6780,7079,-299
230558,13 41 16.9,+13 46 31,13863,18937,-5074
8660,13 41 24.9,+13 51 21,7439,7319,120
29986,13 41 48.0,-23 36 30,11521,8685,2836
8668,13 41 56.5,+18 08 33,5734,6421,-687
8702,13 45 27.4,+47 55 20,8578,9421,-843
231195,13 45 36.9,+22 03 16,8219,10069,-1850
8703,13 46 09.0,+21 53 38,8450,7556,862
8711,13 46 24.4,+46 06 24,1673,1724,-134
8705,13 46 32.2,+20 50 49,7189,6251,938
8713,13 47 01.2,+33 53 36,5172,3702,1043
30072,13 47 14.6,-28 19 51,11654,9950,1704
8726,13 47 49.3,+40 29 11,2519,2012,604
8727,13 48 16.0,+03 57 02,1451,1456,1
8737,13 48 16.5,+68 05 08,1848,3147,-1299
8733,13 48 38.7,+43 24 46,2509,2370,236
530367,13 48 59.4,-07 11 44,7875,7675,200
30114,13 49 07.0,-32 43 40,14163,12719,1444
30109,13 49 08.8,-48 37 46,3168,2061,1107
30129,13 49 56.1,-22 16 33,7633,7724,-91
8749,13 50 20.3,+41 21 58,2790,2632,-16
8746,13 50 21.9,+18 09 15,8073,7625,448
30136,13 50 31.9,-40 42 26,5104,5190,-86
30139,13 50 31.9,-37 17 20,1331,1009,322
30156,13 51 19.2,-33 48 31,1647,1083,564
8766,13 51 30.9,+14 05 30,7253,6702,480
8772,13 52 08.4,+14 06 57,7094,7199,-105
30175,13 52 16.4,-37 27 23,1891,2495,-604
231174,13 52 21.3,+38 11 43,5850,8362,-2512
8795,13 52 48.5,+37 29 25,2496,2985,-369
8787,13 52 50.1,+02 15 48,4629,4451,202
8794,13 52 57.6,+20 54 59,8828,6874,1749
8804,13 53 01.8,+39 34 51,2693,2663,-47
8796,13 53 09.5,+04 57 38,5347,5760,-413
8806,13 53 14.3,+38 13 35,3699,4444,-482
8810,13 53 21.4,+40 21 48,2508,2003,613
231135,13 53 27.2,+20 56 59,8728,13075,-4347
8809,13 53 27.8,+37 54 51,3805,4073,-111
30196,13 53 37.4,-20 30 32,10753,10715,38
30195,13 53 40.7,-33 57 01,11359,7459,3900
8808,13 53 41.9,+03 22 38,4947,4600,332
8816,13 54 03.8,+03 57 03,4924,5111,-179
8821,13 54 11.2,+05 13 36,1712,1345,327
530379,13 54 11.4,-04 50 29,4605,5098,-493
8828,13 54 26.8,+21 49 45,8579,14011,-5432
8835,13 54 53.2,+41 18 49,2346,1996,620
8831,13 54 58.4,+05 19 00,1662,1938,-266
30214,13 55 12.0,-36 18 59,12180,11744,436
8844,13 55 59.4,-01 15 42,7664,6133,1531
8848,13 56 03.4,+13 30 21,7122,8390,-1208
30231,13 56 10.7,-23 46 14,11292,6396,4896
8863,13 56 16.7,+47 14 06,1949,1798,181
230861,13 57 01.3,+10 52 09,7137,7667,-530
30248,13 57 18.9,-28 11 30,5772,4973,799
8879,13 57 39.7,+25 46 27,8820,10014,-1194
30260,13 58 01.7,-40 49 35,11270,6872,4398
30267,13 58 22.5,-41 33 04,11205,12376,-1171
230880,13 58 23.8,+25 32 00,2841,3097,-256
8891,13 58 24.7,+06 04 13,5483,5273,210
8897,13 58 41.2,+12 35 39,7509,6316,1191
8895,13 58 44.7,+02 27 22,7486,9021,-1535
30276,13 59 02.9,-19 03 26,9635,9463,172
8912,13 59 31.5,+34 46 22,3855,5246,-1646
8917,13 59 47.7,+40 22 55,3939,3565,437
30288,14 00 03.7,-21 32 36,10019,11149,-1130
8918,14 00 14.5,+08 58 01,4361,4222,139
230917,14 00 16.0,+09 17 20,6056,5572,484
30291,14 00 28.8,-34 37 12,4505,4504,-58
30298,14 00 37.1,-25 02 53,6567,6440,127
30301,14 00 41.8,-23 11 16,11290,10811,479
8924,14 00 45.6,+02 01 20,3866,3655,211
8937,14 00 45.9,+59 19 44,3065,3182,-66
8927,14 01 10.5,+07 28 55,7375,6049,1326
30308,14 01 19.9,-26 11 51,6581,4181,2400
30307,14 01 21.8,-33 03 45,1468,568,900
8938,14 01 46.1,+09 29 24,6515,5890,512
30320,14 01 58.4,-22 21 44,11270,9367,1903
8942,14 02 03.5,+09 55 46,4537,4898,-361
30323,14 02 11.0,-18 45 08,9284,8434,850
8944,14 02 11.3,+09 26 23,6497,5637,765
8943,14 02 13.1,+08 02 12,5139,5926,-787
8946,14 02 17.6,+07 41 01,4823,2873,2044
8948,14 02 32.9,+09 04 45,4273,3284,2865
8950,14 02 42.3,+09 09 50,6122,4849,1300
8951,14 02 50.9,+08 46 46,6131,5605,544
30334,14 03 16.2,-31 20 53,7346,5755,1591
8988,14 03 20.2,+60 59 24,2168,2865,-697
8965,14 03 23.2,+09 26 51,4896,264,4653
8967,14 03 27.0,+09 28 01,5898,5874,24
30343,14 03 43.4,-32 42 58,4047,4319,127
540009,14 03 54.7,-10 08 35,3592,2535,1040
8979,14 04 07.7,+06 29 09,7698,9181,-1515
8995,14 04 47.3,+08 48 02,1491,1745,-288
8994,14 04 52.6,-00 36 39,7702,6930,687
30363,14 05 22.3,-41 49 06,2022,1571,451
9023,14 06 51.1,+09 19 15,7462,7144,184
9039,14 06 56.4,+72 07 20,10116,13337,-3221
9027,14 07 04.0,+10 38 35,7118,7847,-729
540202,14 07 42.6,-27 25 47,10667,11860,-1193
30413,14 07 55.5,-26 46 00,7991,8597,-1475
30412,14 07 58.5,-32 02 00,4644,2176,2270
540207,14 08 08.0,-27 12 27,7058,6324,798
9037,14 08 29.1,+07 03 27,6195,5099,1303
30423,14 08 37.5,-34 12 16,10416,8282,2134
540216,14 08 57.0,-27 02 55,5525,4317,2805
30438,14 09 25.9,-27 28 29,8557,7856,-734
9054,14 09 48.6,+09 51 29,7482,7225,103
9071,14 10 02.8,+54 13 05,1943,2432,-434
9062,14 10 07.8,+18 21 52,5322,3967,1347
9072,14 10 57.3,+06 21 52,6139,7112,-990
30461,14 11 17.3,-25 02 10,6791,6329,462
30460,14 11 27.5,-38 52 22,11702,10080,1622
30464,14 11 36.7,-30 23 57,7168,8874,-1706
9079,14 11 37.7,-01 09 28,1798,1447,373
9084,14 12 12.7,+08 39 42,7480,5219,2261
30481,14 12 24.3,-27 24 50,6628,5961,667
9101,14 13 16.1,+27 00 27,5515,6724,-1209
30488,14 13 29.4,-45 24 48,3231,2895,336
30498,14 13 55.9,-32 36 29,11908,9066,2842
9111,14 14 20.9,+07 30 57,7701,5513,2071
9116,14 14 50.2,+15 08 47,4810,4430,508
9117,14 14 52.0,+14 07 32,5214,5096,403
9119,14 14 52.4,+25 19 02,1255,1567,-312
9121,14 15 11.7,+15 44 31,5565,5999,-500
30526,14 15 33.5,-20 39 48,4880,4948,-68
30527,14 15 43.4,-24 25 17,6556,4121,2435
9133,14 16 07.6,+35 20 36,4037,2977,1060
30535,14 16 24.1,-21 19 53,6667,6164,503
9138,14 16 47.1,+23 00 09,4816,5113,-331
241267,14 17 11.7,+35 24 30,13002,12569,433
540063,14 17 48.8,-13 52 22,4901,4459,442
30549,14 17 49.4,-31 20 54,3000,3102,-106
30553,14 17 50.2,-26 22 42,7291,9635,-2344
30572,14 18 47.7,-19 08 22,11199,10689,510
30568,14 18 52.3,-34 21 47,10105,8772,1333
30576,14 18 59.0,-27 12 58,6973,6677,296
30573,14 19 03.8,-34 51 10,3981,3985,461
9179,14 19 48.2,+56 43 44,401,623,-263
9180,14 20 26.4,+35 11 18,3788,2366,1412
30587,14 20 33.6,-33 20 43,7583,7777,-194
9182,14 20 46.0,+21 56 09,4868,3426,1442
30592,14 20 53.8,-29 01 17,7474,6928,546
241334,14 21 08.1,+35 17 45,3837,2928,909
9187,14 21 13.2,+03 26 08,1728,1815,-130
30597,14 21 17.0,-29 15 46,1620,2228,-602
9190,14 21 29.9,+05 04 22,8372,8204,168
540075,14 21 55.2,-00 33 24,15930,15994,-64
9199,14 21 59.8,+11 05 59,7971,7046,925
9201,14 22 23.8,-00 23 18,1885,1455,365
9215,14 23 27.3,+01 43 32,1633,1809,-124
9218,14 23 50.7,+06 34 32,7458,6662,922
241270,14 24 12.0,+35 08 45,8739,9128,-389
9231,14 24 20.7,+36 27 39,8594,7703,891
30621,14 24 24.9,-28 38 03,7271,8559,-1288
9233,14 24 35.1,+35 16 46,8749,7369,1349
540084,14 24 42.6,-03 12 44,2992,3138,-142
9238,14 24 49.8,+35 17 02,3524,4588,-810
241336,14 24 58.2,+35 21 15,8814,9132,-318
9239,14 25 13.2,+13 44 39,5795,7660,-1865
9245,14 25 26.8,+56 19 13,1982,1148,878
9243,14 25 33.3,+33 50 52,3508,3665,113
241273,14 26 10.5,+05 15 23,8567,8192,375
9246,14 26 30.7,+05 58 34,7932,6645,1126
9253,14 26 58.5,+31 30 59,4105,3434,671
9257,14 27 09.4,+30 56 51,4280,4114,166
9250,14 27 11.8,-02 15 46,7397,5726,1671
30476,14 27 15.3,-87 46 21,2301,2360,-105
9255,14 27 18.3,+04 48 09,8620,7323,1109
9271,14 27 28.4,+46 08 48,2444,3733,-1343
30650,14 28 15.8,-33 18 23,7806,9488,-1682
30656,14 28 32.2,-31 39 45,7297,6367,930
9277,14 28 33.3,+03 15 42,8836,4890,3946
9291,14 28 37.0,+38 59 56,3041,2628,413
9285,14 29 03.9,+03 08 56,2094,1902,125
30662,14 29 16.2,-27 08 14,5280,6160,-880
9299,14 29 34.7,-00 01 07,1782,2184,-499
9311,14 30 01.8,+03 46 21,1950,2974,-1129
30669,14 30 11.9,-36 57 48,3057,3162,-105
9328,14 30 39.6,+07 16 29,1599,1182,346
30676,14 30 43.1,-27 27 14,4615,3568,1047
9334,14 31 01.0,+05 58 41,7727,7942,-171
9342,14 31 06.2,+25 21 17,4687,4733,-2
9338,14 31 11.7,+05 18 25,8468,8445,-13
9339,14 31 18.0,+07 56 40,8302,7115,1187
30694,14 31 22.9,-28 44 57,6767,6421,346
30688,14 31 25.4,-32 24 56,7369,9170,-1801
30697,14 31 29.3,-22 22 02,7353,6653,700
9347,14 31 30.7,+49 57 28,2196,2688,-434
9346,14 31 57.4,+06 15 00,2584,3338,-940
9358,14 32 05.8,+57 55 16,1989,2528,-502
30700,14 32 12.2,-36 55 48,11919,10768,1151
30704,14 32 22.7,-28 22 42,4077,4116,-129
30706,14 32 28.1,-29 55 24,7080,6969,111
9353,14 32 43.8,+09 53 29,1591,1294,234
9366,14 32 47.0,+49 27 28,2220,2599,-345
30713,14 33 25.0,-33 45 21,7472,8756,-1284
30714,14 33 32.1,-33 48 21,11769,6086,5683
30724,14 34 34.6,-27 59 41,4002,3907,80
30729,14 34 43.1,-25 26 38,7049,7035,14
30727,14 34 45.4,-32 58 41,4312,2738,1574
540111,14 34 55.7,-08 50 17,7003,9694,-2691
9394,14 35 39.9,+13 10 12,2017,2119,19
9401,14 36 09.3,+21 47 35,5823,5588,-47
30738,14 36 35.9,-29 03 24,6844,5543,1301
30739,14 36 45.7,-27 50 42,4956,4131,825
9415,14 36 57.0,+41 49 42,5611,7190,-1795
9422,14 37 13.6,+43 41 45,3445,3508,-83
9410,14 37 13.9,+08 38 45,8634,8072,562
9414,14 37 20.5,+18 14 56,6035,5468,567
9431,14 38 11.4,+46 38 16,2363,3002,-612
30755,14 38 26.0,-22 22 13,2685,2472,213
30766,14 40 11.3,-25 46 35,3663,4251,-588
9455,14 40 19.5,+16 41 06,9181,8282,899
30772,14 40 45.7,-35 08 54,4743,3743,1000
9462,14 40 56.0,-00 19 04,1958,1944,83
9471,14 41 43.0,+05 57 08,4824,3568,1256
540121,14 42 23.8,-17 15 06,3019,1720,1299
30800,14 42 47.0,-24 12 37,3521,2598,1172
30794,14 42 48.6,-40 35 56,5402,5748,-346
9483,14 42 57.9,+04 53 24,1849,2465,-620
9499,14 44 55.7,+01 57 18,1945,2027,-182
9512,14 46 11.2,-00 13 22,1913,2567,-454
30840,14 46 54.0,-35 30 19,6316,4283,2033
540233,14 47 03.6,-13 48 41,13184,14533,-1349
540131,14 47 24.0,-17 26 45,2416,1473,957
540133,14 47 25.5,-13 42 58,3133,2720,413
540134,14 47 33.3,-14 51 09,2365,1965,302
30851,14 47 33.5,-19 45 54,2807,2678,217
30853,14 47 36.2,-19 23 10,7157,5343,1814
540235,14 47 39.2,-13 38 13,2627,2715,-88
30827,14 47 44.8,-73 18 26,4523,3543,980
540136,14 47 55.9,-14 16 56,2266,2405,-138
9537,14 48 26.7,+34 59 50,8972,7586,1386
241056,14 48 51.0,+16 49 55,21532,18080,3452
30870,14 48 58.8,-29 28 07,6547,9191,-2644
30872,14 49 00.6,-20 50 49,6349,5537,812
9542,14 49 01.1,+42 27 49,5587,4353,1087
241294,14 49 05.0,+17 10 53,11523,12054,-531
9538,14 49 12.3,+17 01 13,11430,8865,2450
241061,14 49 29.7,+16 33 36,21249,22184,-935
241296,14 49 33.1,+17 12 01,11371,9002,2369
9556,14 49 45.8,+60 23 56,2356,4519,-2203
240746,14 49 59.3,+16 44 16,12089,12559,-470
240747,14 50 01.5,+17 02 47,11446,11268,178
30882,14 50 22.6,-31 02 04,10843,12081,-1238
9550,14 50 26.6,+16 44 41,11253,10907,408
30885,14 50 36.3,-18 09 03,3163,1947,948
30883,14 51 02.9,-43 55 07,5045,4380,665
30890,14 51 12.4,-20 26 30,3472,2194,1278
240771,14 51 14.5,+16 41 43,14028,10785,3243
241306,14 51 18.8,+16 41 41,14031,8935,5096
30894,14 51 44.4,-22 40 39,4741,5062,-321
240823,14 52 24.5,+16 59 24,12987,10105,2882
240825,14 52 29.3,+16 20 52,13712,14753,-1041
240840,14 52 45.4,+16 49 24,13935,15878,-1943
30902,14 53 01.6,-39 55 08,5691,4536,1155
241298,14 53 05.0,+17 08 25,13795,19396,-5601
30906,14 53 07.9,-19 44 13,4192,3992,200
240869,14 53 11.7,+16 55 24,13854,9332,4522
540149,14 53 25.7,-04 41 52,7210,8503,-1293
240894,14 53 44.4,+16 42 01,13250,13619,-369
540152,14 54 40.4,-17 24 20,3225,3275,-50
9598,14 55 09.0,+43 49 06,5704,5910,-206
30920,14 55 13.0,-19 39 54,3726,4238,-730
30922,14 55 34.8,-38 16 36,4715,3038,1677
30937,14 56 03.9,-27 46 05,7275,9638,-2363
30944,14 56 33.6,-24 30 09,7056,5190,1866
30947,14 57 06.3,-31 48 14,9647,10366,-719
30954,14 57 29.1,-18 27 18,4015,3866,-358
30950,14 57 47.6,-44 08 42,10154,8563,1591
30962,14 58 03.0,-19 23 28,3335,3272,236
30961,14 58 19.2,-37 33 51,7959,8128,-169
30973,14 59 22.6,-20 01 06,4364,5797,-1433
30974,14 59 37.3,-18 43 33,3466,3483,25
9645,15 00 00.3,+01 53 28,1557,1872,-187
30977,15 00 24.4,-37 21 40,7767,7761,6
30986,15 00 36.5,-21 53 26,8072,7939,133
30987,15 00 38.3,-21 43 03,9093,7417,1676
540178,15 01 00.1,-15 07 19,3130,2476,535
30990,15 01 20.8,-39 45 01,7635,8218,-583
9673,15 02 42.0,+23 19 00,5849,3120,2729
30955,15 03 29.0,-82 47 02,2570,2388,182
250021,15 03 36.6,+28 28 33,17355,15936,1419
9681,15 03 39.7,+42 07 33,5287,6046,-606
250022,15 03 40.4,+28 28 33,16916,17115,-199
251789,15 04 46.3,+28 21 14,16890,19033,-2143
251792,15 04 57.6,+28 36 44,16934,12805,4129
251793,15 04 59.5,+28 26 48,16193,17656,-1463
251794,15 05 01.1,+28 23 02,18100,15887,2213
250048,15 05 09.5,+28 48 48,17117,23159,-6042
31016,15 05 40.5,-42 26 53,5309,4054,1255
251801,15 05 55.3,+28 32 25,17485,16393,1092
31020,15 06 07.8,-39 55 04,11835,12220,-385
251802,15 06 18.0,+28 43 41,21085,24435,-3350
31023,15 06 19.5,-41 01 45,5732,5847,-115
31031,15 07 28.2,-36 19 41,4380,3932,448
9736,15 07 51.8,+54 45 08,3195,3636,-351
31038,15 08 23.4,-28 50 43,5867,6218,-351
9745,15 09 13.3,+52 31 41,3604,4000,-396
550017,15 09 16.2,-11 19 20,2046,2030,145
9759,15 10 41.1,+55 20 00,3493,3669,-291
31056,15 11 01.4,-31 15 36,11614,12755,-1141
31049,15 11 46.0,-72 51 49,3128,3272,-144
31062,15 11 49.6,-17 56 45,3619,3535,84
9760,15 12 02.2,+01 41 52,2204,2157,241
250260,15 12 02.8,+06 55 54,14128,15705,-1577
250266,15 12 11.2,+07 33 51,13924,13257,667
31066,15 12 28.0,-42 37 50,2247,1187,1060
250336,15 13 28.7,+06 59 28,13678,15974,-2296
251758,15 13 38.2,+07 19 39,13889,17125,-3236
550029,15 13 45.5,-14 16 13,2177,2430,-105
251759,15 13 48.8,+07 09 16,12665,10649,2016
9780,15 14 01.1,+44 35 24,5261,4479,782
251760,15 14 11.3,+07 11 51,13281,14224,-943
251761,15 14 16.2,+07 20 23,13541,14613,-1072
250367,15 14 24.7,+07 36 52,13515,8933,4582
9789,15 15 03.2,+42 02 58,2692,3455,-772
9790,15 15 05.0,+42 12 32,2568,4873,-2305
9797,15 15 23.5,+55 31 01,3454,3153,225
31094,15 15 52.7,-40 06 15,7745,6599,1146
31100,15 16 09.4,-41 49 19,8105,7918,187
9794,15 16 10.8,+10 30 34,6615,5888,727
31109,15 17 18.2,-22 17 51,6768,5507,1261
251805,15 17 30.0,+08 10 44,10164,9093,1071
251807,15 17 42.9,+08 00 58,10477,10984,-507
250443,15 17 50.8,+08 13 44,10842,8320,2522
9807,15 17 58.7,+10 53 44,9782,8160,1622
250451,15 18 09.0,+08 14 51,10918,8626,2292
31118,15 18 23.8,-38 30 24,4820,4617,203
250472,15 19 14.1,+08 00 15,9840,10318,-478
250473,15 19 14.6,+07 51 56,14334,10182,4152
9814,15 19 25.3,+11 03 15,3392,3498,-106
251810,15 20 19.7,+08 29 19,11030,10604,426
31137,15 20 41.9,-36 55 47,4536,4051,485
31140,15 20 45.5,-18 20 57,2390,2381,9
251811,15 20 51.6,+08 37 24,9439,10911,-1472
31143,15 21 11.0,-23 39 27,3038,2279,410
31145,15 21 20.1,-19 51 19,6934,4813,2121
251814,15 21 23.1,+08 15 31,10284,9682,602
31146,15 21 25.4,-18 13 26,7092,7367,-275
31147,15 21 27.1,-18 52 26,7123,6942,181
9826,15 21 33.0,+39 12 01,8931,4998,3933
31153,15 22 24.9,-38 11 58,5349,4588,761
9828,15 22 31.0,+19 15 39,7019,8952,-1933
251816,15 22 42.1,+08 22 07,9861,11315,-1454
250641,15 22 55.8,+08 31 17,11737,5643,6094
250644,15 22 57.6,+08 02 25,10433,7931,2502
9830,15 23 00.8,+04 31 45,1993,2571,-831
550063,15 23 20.0,-04 09 06,2179,2010,169
31164,15 23 42.9,-25 27 53,3860,5935,-2075
250716,15 24 01.9,+08 18 55,23156,20130,3026
31166,15 24 10.6,-38 27 41,5338,5396,-58
250723,15 24 12.5,+08 32 40,11277,3246,8031
250740,15 24 29.5,+08 22 23,11016,8894,2122
9838,15 25 12.2,+07 09 16,10381,8564,1817
9849,15 25 16.5,+53 24 24,3522,3631,-109
9844,15 25 52.7,+07 49 09,10220,7850,2370
31181,15 26 07.9,-22 16 52,2484,1993,491
250803,15 26 11.5,+08 54 30,10822,9892,930
9856,15 26 30.1,+41 17 26,2589,2256,427
31190,15 28 00.0,-40 21 10,5309,4618,691
9866,15 28 00.7,+64 45 45,452,1016,-564
