curve,z,H0
gaussian_method3,0.29797609518031937,70.2161123093995
gaussian_method3,0.3202446594904247,68.98877556850309
gaussian_method3,0.3226474104575376,70.03985028790335
gaussian_method3,0.34522572675385066,68.82769502977985
gaussian_method3,0.3460376696545703,69.88991657988728
gaussian_method3,0.369744005610622,68.68774671750131
gaussian_method3,0.3746906678786777,69.72471487967901
gaussian_method3,0.39628824751206965,68.55334605181318
gaussian_method3,0.4215591533739213,68.43974998115199
gaussian_method3,0.443775130864183,69.39541033295009
gaussian_method3,0.4498075261512733,68.3267834045631
gaussian_method3,0.4750407811840638,68.23708233988616
gaussian_method3,0.5006727719747617,69.17845207186745
gaussian_method3,0.5087115575204082,68.13064262288903
gaussian_method3,0.5532036313942913,69.01056673903517
gaussian_method3,0.582011683919444,67.94524741546668
gaussian_method3,0.6510367714815378,68.76238225883972
gaussian_method3,0.66580954407224,67.79115389282079
gaussian_method3,0.7059047736290451,68.65022555766548
gaussian_method3,0.7160928826317172,67.72028611278648
gaussian_method3,0.7596266808551708,67.6691792928698
gaussian_method3,0.7648920842805929,68.54808186161792
gaussian_method3,0.8273064137264319,68.45503453897769
gaussian_method3,0.8605974503554127,67.57957762199374
gaussian_method3,0.912893489190771,67.54550947642585
gaussian_method3,0.9396459425497253,67.53106976590772
gaussian_method3,0.9920913662567962,68.26786864939875
gaussian_method3,1.0512859180910057,67.48326871018358
gaussian_method3,1.0855406630724065,68.18845300248793
gaussian_method3,1.119198195337852,68.16368922105887
gaussian_method3,1.2160674134612803,68.09917896302963
gaussian_method3,1.2968255189486975,68.05320748949224
gaussian_method3,1.3231186064936193,67.42601419961927
gaussian_method3,1.3393790893834665,68.03145129085306
gaussian_method3,1.376907443118554,67.42074632817211
gaussian_method3,1.396749729752655,68.00404068931883
gaussian_method3,1.6881013809195509,67.40193881229267
gaussian_method3,1.7561822873588662,67.40025279892943
gaussian_method3,1.8586619494714458,67.39797778526463
gaussian_method3,1.8822146880419315,67.8370738288318
gaussian_method3,2.1026707716300743,67.78519026476741
gaussian_method3,2.1695176171774317,67.7713892514513
gaussian_method3,2.252704208633853,67.75569975591827
gaussian_method3,2.3590245779803793,67.73649098358338
gaussian_method3,2.4449852416250115,67.72279304532003
gaussian_method3,2.5998649927831554,67.69945758962228
gaussian_method3,2.7313838904762293,67.68174340555262
gaussian_method3,2.751468551320393,67.39160553825204
gaussian_method3,2.815710072659841,67.67132730334458
gaussian_method3,2.955818560895213,67.65520526071509
gaussian_method3,3.0484971073057676,67.64554565576938
gaussian_method3,3.309155476940376,67.62098434319398
gaussian_method3,3.5141579910763747,67.60427882214076
gaussian_method3,3.949796091582406,67.39039992825977
gaussian_method3,4.071915932232043,67.39063736900633
gaussian_method3,4.430278298902872,67.5491447126621
gaussian_method3,5.1354997639307856,67.3902361125509
gaussian_method3,5.3973496255102775,67.39035023135932
gaussian_method3,5.757633899780233,67.39032446259613
gaussian_method3,5.910641454228654,67.49822563659153
gaussian_method3,6.040077074369062,67.39009622497926
gaussian_method3,6.2373254287065825,67.49066434522014
gaussian_method3,6.29224902224037,67.390423856397
gaussian_method3,6.519321688844073,67.48484244536434
gaussian_method3,6.8939969190761,67.47787015429452
gaussian_method3,7.016112869786084,67.39035575323715
gaussian_method3,7.961921265928008,67.39032814384801
gaussian_method3,8.00459001017972,67.46143888650671
gaussian_method3,8.19067014005762,67.45924854163525
gaussian_method3,8.19067014005762,67.39031710009235
gaussian_method3_cleaned,0.08918799118283549,73.07473155452297
gaussian_method3_cleaned,0.10226357020457298,72.7917603177146
gaussian_method3_cleaned,0.11427825524792287,72.39649694033976
gaussian_method3_cleaned,0.12669615997108424,72.04631095245078
