galaxy,ra,dec,v_cmb,DM_baseline,e_DM,catalog,indicator
g0525198-784342,81.33255,-78.7284,12910,35.88132490283232,0.7620000243186951,6dFGSv,FP
g0525278-592253,81.3657,-59.3813,12671,36.082248109245256,0.5490000247955322,6dFGSv,FP
g0525353-313605,81.39705,-31.6015,11164,35.95579277680802,0.5379999876022339,6dFGSv,FP
g0525353-363723,81.3969,-36.6231,14464,36.04713577318235,0.5600000023841858,6dFGSv,FP
g0525376-110056,81.40665,-11.0155,13940,36.739507513468574,0.606499969959259,6dFGSv,FP
g0525379-640706,81.408,-64.1183,11472,36.25638946896461,0.5685000419616699,6dFGSv,FP
g0525417-314937,81.4236,-31.8268,10895,34.74332990850308,0.5579999685287476,6dFGSv,FP
g0525443-332728,81.4344,-33.4579,11465,36.40856395851695,0.6040000319480896,6dFGSv,FP
g0525472-033457,81.44655,-3.5824,9198,35.01416075503336,0.5820000171661377,6dFGSv,FP
g0525501-244659,81.4587,-24.7831,15149,36.30361357428187,0.6440000534057617,6dFGSv,FP
g0525568-464343,81.4866,-46.7285,4275,33.78037428188293,0.4645000100135803,6dFGSv,FP
g0526058-741525,81.52425,-74.2569,9673,36.09599967237321,0.5270000100135803,6dFGSv,FP
g0526128-603446,81.55335,-60.5794,15700,35.87319192192268,0.49699997901916504,6dFGSv,FP
g0526166-061425,81.5691,-6.2404,14088,35.65194043042738,0.6889999508857727,6dFGSv,FP
g0526277-295018,81.6153,-29.8383,13743,36.46410141882884,0.877500057220459,6dFGSv,FP
g0526314-145832,81.63075,-14.9756,13135,35.95084410214847,0.6140000224113464,6dFGSv,FP
g0526320-460910,81.63345,-46.1528,12460,36.76128394751131,0.7960000038146973,6dFGSv,FP
g0526346-315039,81.64395,-31.8441,11765,35.126653385271865,0.5740000009536743,6dFGSv,FP
g0526367-130805,81.6528,-13.1347,13764,37.44891705959283,0.6060000061988831,6dFGSv,FP
g0526511-200755,81.7128,-20.132,12929,36.673018387836464,0.6209999918937683,6dFGSv,FP
g0526521-511436,81.7173,-51.2432,14230,35.88721823199266,0.5960000157356262,6dFGSv,FP
g0527120-591625,81.7998,-59.2735,12583,37.25911462999374,0.6665000319480896,6dFGSv,FP
g0527320-300437,81.8832,-30.0769,10927,35.30269833594385,0.5110000371932983,6dFGSv,FP
g0527335-371317,81.88965,-37.2214,14077,36.54024418619059,0.5339999794960022,6dFGSv,FP
g0527493-201238,81.9555,-20.2105,12811,36.392608917855696,0.6490000486373901,6dFGSv,FP
g0528004-205942,82.00155,-20.9949,8404,34.77262393873443,0.4749999940395355,6dFGSv,FP
g0528071-120932,82.0296,-12.1587,14185,36.66234027422243,0.6119999885559082,6dFGSv,FP
g0528125-483122,82.05195,-48.5226,14501,36.41418344855548,0.5339999794960022,6dFGSv,FP
g0528224-244524,82.0932,-24.7568,13563,37.34697246636198,0.6759999990463257,6dFGSv,FP
g0528337-594534,82.14045,-59.7594,12644,35.36811605402725,0.6959999799728394,6dFGSv,FP
g0529105-250225,82.2939,-25.0403,13864,36.929636380014315,0.5974999666213989,6dFGSv,FP
g0529135-192758,82.30605,-19.4661,8225,33.705873228547894,0.4754999876022339,6dFGSv,FP
g0529213-280157,82.3386,-28.0324,10688,35.20117592467936,0.6994999647140503,6dFGSv,FP
g0529259-295806,82.35795,-29.9683,10959,35.982048288143886,0.7929999828338623,6dFGSv,FP
g0529291-630203,82.3713,-63.034,7877,35.01699786862123,0.6499999761581421,6dFGSv,FP
g0529320-193250,82.3833,-19.5472,8376,34.901377029990336,0.5475000143051147,6dFGSv,FP
g0529389-193343,82.4121,-19.5619,8076,34.09717524543597,0.5419999957084656,6dFGSv,FP
g0529445-832756,82.4352,-83.4656,12489,36.23033200091588,0.515500009059906,6dFGSv,FP
g0529476-210246,82.4481,-21.0461,8377,35.2321362382004,0.4989999830722809,6dFGSv,FP
g0529539-184252,82.47465,-18.7145,7986,34.77984017389851,0.4585000276565552,6dFGSv,FP
g0529581-501322,82.4922,-50.2228,10486,34.99674292676503,0.5680000185966492,6dFGSv,FP
g0530089-202022,82.5372,-20.3395,5109,33.982373171044365,0.46299999952316284,6dFGSv,FP
g0530134-251052,82.5558,-25.181,9819,35.892530009587986,0.8959999680519104,6dFGSv,FP
g0530149-065457,82.5621,-6.9159,14365,37.2102218281848,0.5774999856948853,6dFGSv,FP
g0530190-244330,82.5792,-24.725,13866,36.366949689114776,0.7975000143051147,6dFGSv,FP
g0530208-134813,82.58655,-13.8036,12481,36.082940554738194,0.546500027179718,6dFGSv,FP
g0530290-135556,82.6209,-13.9323,13410,36.02483761601687,0.6115000247955322,6dFGSv,FP
g0530319-164631,82.63305,-16.7753,7836,34.22066592772575,0.5230000019073486,6dFGSv,FP
g0530357-285108,82.64895,-28.8521,11110,36.49076392372406,0.6100000143051147,6dFGSv,FP
g0530477-332416,82.6986,-33.4043,10992,35.97357736454544,0.48900002241134644,6dFGSv,FP
g0531006-232224,82.75245,-23.3734,13776,36.29780933088968,0.5449999570846558,6dFGSv,FP
g0531022-364327,82.7592,-36.7242,13992,36.2385926644815,0.6819999814033508,6dFGSv,FP
g0531120-232158,82.79985,-23.3661,14046,36.96095703667451,0.531000018119812,6dFGSv,FP
g0531218-203745,82.84095,-20.6292,8559,35.55080891989225,0.5209999680519104,6dFGSv,FP
g0531277-492403,82.86555,-49.4009,4431,34.321702342057215,0.4729999899864197,6dFGSv,FP
g0531283-303608,82.86795,-30.6021,10243,35.3228295928992,0.7114999890327454,6dFGSv,FP
g0531409-420955,82.9203,-42.1651,14624,35.51802462660143,0.546999990940094,6dFGSv,FP
g0531415-465653,82.9227,-46.948,10367,35.35645910410814,0.546999990940094,6dFGSv,FP
g0531446-134834,82.93575,-13.8094,13412,35.83866140001083,0.6255000233650208,6dFGSv,FP
g0531489-270426,82.9536,-27.074,8083,34.39405653399595,0.5485000014305115,6dFGSv,FP
g0532031-242458,83.013,-24.4161,13539,36.04162663846865,0.5809999704360962,6dFGSv,FP
g0532086-184934,83.03565,-18.826,13506,35.6608273796836,0.5249999761581421,6dFGSv,FP
g0532221-214822,83.0922,-21.8061,8501,34.68354373571351,0.4854999780654907,6dFGSv,FP
g0532235-382945,83.09805,-38.4957,13274,37.183702806477356,0.7365000247955322,6dFGSv,FP
g0532388-293738,83.1615,-29.6272,10814,35.167125527813674,0.6100000143051147,6dFGSv,FP
g0532410-133302,83.1708,-13.5504,13294,36.19397205498508,0.8694999814033508,6dFGSv,FP
g0532418-083803,83.1741,-8.6342,15599,36.15167752004166,0.5264999866485596,6dFGSv,FP
g0532469-595727,83.19555,-59.9575,15765,36.5746635597654,0.6019999980926514,6dFGSv,FP
g0532505-165209,83.2104,-16.8692,7720,34.49178010957338,0.5295000076293945,6dFGSv,FP
g0532520-074540,83.21655,-7.7612,8373,35.396099175501135,0.49050000309944153,6dFGSv,FP
g0532562-303545,83.23425,-30.5958,13752,35.09702300032778,0.7024999856948853,6dFGSv,FP
g0533076-140510,83.28165,-14.086,7359,34.85478766635772,0.5139999985694885,6dFGSv,FP
g0533082-595106,83.2842,-59.8517,15795,36.13229182446494,0.4989999830722809,6dFGSv,FP
g0533148-361356,83.3115,-36.2321,14594,37.79406530316311,0.6669999361038208,6dFGSv,FP
g0533166-362301,83.3193,-36.3837,14474,36.65513651947509,0.5534999966621399,6dFGSv,FP
g0533237-361447,83.34855,-36.2463,13755,36.16749670462305,0.5084999799728394,6dFGSv,FP
g0533251-362026,83.35455,-36.3404,14354,36.30305844288913,0.5065000057220459,6dFGSv,FP
g0533296-304933,83.37345,-30.8258,11175,35.58193139413622,0.7150000333786011,6dFGSv,FP
g0533300-362360,83.3751,-36.3999,14564,35.987597106897425,0.5824999809265137,6dFGSv,FP
g0533358-302055,83.39925,-30.3485,10515,35.14674002111462,0.5830000042915344,6dFGSv,FP
g0533521-255006,83.4669,-25.8349,13272,35.68637560460573,0.5019999742507935,6dFGSv,FP
g0533549-124523,83.4789,-12.7564,13055,36.242078183594906,0.8805000185966492,6dFGSv,FP
g0533552-255009,83.4801,-25.8357,13392,36.95742080930227,0.5680000185966492,6dFGSv,FP
g0534010-292745,83.50425,-29.4624,11115,36.1817411152702,0.9520000219345093,6dFGSv,FP
g0534011-231836,83.5047,-23.3101,1699,32.31216050361099,0.5669999718666077,6dFGSv,FP
g0534033-342850,83.51385,-34.4806,14295,36.378614495998605,0.5245000123977661,6dFGSv,FP
g0534071-293634,83.5293,-29.6093,11025,36.181086556760945,0.6140000224113464,6dFGSv,FP
g0534136-310510,83.5566,-31.0862,11176,36.27612569150329,0.7284999489784241,6dFGSv,FP
g0534148-302701,83.5617,-30.4502,11176,35.88212569404069,0.6015000343322754,6dFGSv,FP
g0534165-363535,83.5689,-36.5929,14026,35.292362883225145,0.5774999856948853,6dFGSv,FP
g0534172-242157,83.57145,-24.3659,13512,36.579291842309246,0.6355000138282776,6dFGSv,FP
g0534217-232247,83.59035,-23.3797,9314,35.817374806632465,0.6669999361038208,6dFGSv,FP
g0534234-304804,83.59755,-30.8011,10756,35.6524476484256,0.4690000116825104,6dFGSv,FP
g0534292-304106,83.62155,-30.6851,10906,35.32402113092886,0.5285000205039978,6dFGSv,FP
g0534318-305349,83.63235,-30.897,10667,35.845905117387126,0.48500001430511475,6dFGSv,FP
g0534341-353937,83.6421,-35.6603,14206,36.150552769562545,0.512499988079071,6dFGSv,FP
g0534353-302934,83.6469,-30.4926,10966,36.39193483397964,0.8555000424385071,6dFGSv,FP
g0534414-291356,83.6721,-29.2322,3951,32.954228813286875,0.4819999933242798,6dFGSv,FP
g0534520-125319,83.7168,-12.8885,13297,36.63746208396192,0.687000036239624,6dFGSv,FP
g0535022-380826,83.75925,-38.1405,14237,36.48178602708211,0.5110000371932983,6dFGSv,FP
g0535070-484632,83.7792,-48.7756,14718,36.76343763189057,0.5789999961853027,6dFGSv,FP
g0535101-502206,83.7918,-50.3683,12350,36.097028452021085,0.6485000252723694,6dFGSv,FP
g0535210-235517,83.8374,-23.9215,13963,36.62758740301628,0.6110000014305115,6dFGSv,FP
g0535270-521234,83.8623,-52.2095,16098,36.984553308279416,0.5705000162124634,6dFGSv,FP
g0535289-235006,83.8704,-23.8349,13663,36.935424074728154,0.5690000057220459,6dFGSv,FP
g0535326-234956,83.88585,-23.8322,13483,36.58812645102557,0.5335000157356262,6dFGSv,FP
g0535345-354235,83.89365,-35.7098,14177,36.27661534517729,0.953499972820282,6dFGSv,FP
g0535390-425757,83.91225,-42.9659,15708,37.03129815865593,0.7994999885559082,6dFGSv,FP
g0535500-282739,83.9583,-28.4608,13306,36.54193137874638,0.5360000133514404,6dFGSv,FP
g0535536-223532,83.9733,-22.5921,13663,35.837423950119785,0.5435000061988831,6dFGSv,FP
g0535547-500821,83.9778,-50.1391,14389,37.292346750526605,0.6209999918937683,6dFGSv,FP
g0535575-083117,83.9895,-8.5215,7869,34.74079135884949,0.6255000233650208,6dFGSv,FP
g0536072-372837,84.03015,-37.4769,14298,36.942570186631514,0.684499979019165,6dFGSv,FP
g0536163-315904,84.06795,-31.9844,11269,35.8436205581168,0.8415000438690186,6dFGSv,FP
g0536186-315914,84.0774,-31.9872,13518,35.74125589436711,0.7975000143051147,6dFGSv,FP
g0536228-613428,84.0951,-61.5746,15018,35.48825424826978,0.7069999575614929,6dFGSv,FP
g0536483-382250,84.20115,-38.3805,10852,34.89074252267933,0.6340000033378601,6dFGSv,FP
g0536529-604334,84.2205,-60.726,15738,37.077441460695056,0.6894999742507935,6dFGSv,FP
g0537011-221601,84.25455,-22.2669,12046,36.146907880417984,0.5274999737739563,6dFGSv,FP
g0537048-385560,84.26985,-38.9332,10972,36.20662258103467,0.7760000228881836,6dFGSv,FP
g0537154-491528,84.31425,-49.2577,14630,36.39891528139186,0.5239999890327454,6dFGSv,FP
g0537261-270259,84.35895,-27.0496,11719,35.4951464637407,0.6200000047683716,6dFGSv,FP
g0537386-263051,84.4107,-26.5141,13008,36.55574629648407,0.9179999828338623,6dFGSv,FP
g0537395-281901,84.4146,-28.3169,11060,35.61396939512596,0.6154999732971191,6dFGSv,FP
g0537397-503043,84.4155,-50.5119,15920,36.75490891642081,0.7864999771118164,6dFGSv,FP
g0537496-245952,84.45645,-24.9977,13217,36.688858107031336,0.6080000400543213,6dFGSv,FP
g0538079-362215,84.53295,-36.3708,10763,35.75786036819078,0.6504999995231628,6dFGSv,FP
g0538115-335910,84.54765,-33.986,10972,35.54612273163383,0.5964999794960022,6dFGSv,FP
g0538311-642928,84.62955,-64.4911,7944,34.12288978930512,0.5874999761581421,6dFGSv,FP
g0538318-262519,84.6324,-26.422,14388,36.18569589929996,0.5989999771118164,6dFGSv,FP
g0538365-342332,84.6522,-34.3923,10793,35.92890448491908,0.7240000367164612,6dFGSv,FP
g0538418-412240,84.6741,-41.3778,10884,35.24713629028619,0.5094999670982361,6dFGSv,FP
g0538553-253541,84.7302,-25.5948,11660,36.54818651988229,0.5575000047683716,6dFGSv,FP
g0538558-401543,84.7326,-40.2619,14212,36.44796974194405,0.9149999618530273,6dFGSv,FP
g0539009-440906,84.7539,-44.1516,15682,36.46570091011348,0.5350000262260437,6dFGSv,FP
g0539036-402034,84.76485,-40.3428,11095,36.456830174445145,0.8335000276565552,6dFGSv,FP
g0539191-261201,84.8295,-26.2004,12021,36.48639664877919,0.5950000286102295,6dFGSv,FP
g0539194-224324,84.831,-22.7233,11960,35.75184956941396,0.6920000314712524,6dFGSv,FP
g0539316-405321,84.88155,-40.8892,10406,37.31411273755516,0.8059999942779541,6dFGSv,FP
g0539379-530309,84.9081,-53.0525,16042,36.95798629892242,0.5494999885559082,6dFGSv,FP
g0539408-115336,84.91995,-11.8934,13513,35.13795249746509,0.49800002574920654,6dFGSv,FP
g0539442-473754,84.9339,-47.6317,14663,35.971307814919214,0.6244999766349792,6dFGSv,FP
g0539443-651317,84.93465,-65.2215,11122,35.60610815354562,0.5844999551773071,6dFGSv,FP
g0539535-403045,84.97275,-40.5125,11245,35.48049093577473,0.5290000438690186,6dFGSv,FP
g0539552-404235,84.9801,-40.7098,10226,36.617722564094834,0.8144999742507935,6dFGSv,FP
g0540096-553223,85.0401,-55.5397,7198,34.43075288947304,0.5320000052452087,6dFGSv,FP
g0540129-405310,85.0539,-40.886,12175,35.27503851728486,0.5720000267028809,6dFGSv,FP
g0540142-384829,85.05915,-38.808,10856,35.77304286065626,0.5174999833106995,6dFGSv,FP
g0540151-120659,85.06305,-12.1163,6889,34.69347455859594,0.4634999930858612,6dFGSv,FP
g0540184-230833,85.07685,-23.1424,11422,35.7589044177168,0.7574999928474426,6dFGSv,FP
g0540184-403957,85.0767,-40.6659,11066,35.64514695029045,0.6650000214576721,6dFGSv,FP
g0540219-602317,85.09125,-60.388,15891,36.31344983020577,0.5094999670982361,6dFGSv,FP
g0540232-412904,85.0965,-41.4845,10707,35.950532625558346,0.6800000667572021,6dFGSv,FP
g0540327-403421,85.13625,-40.5726,10557,36.27089632181111,0.9494999647140503,6dFGSv,FP
g0540350-262234,85.146,-26.3762,12562,36.24798768798266,0.5435000061988831,6dFGSv,FP
g0540371-402629,85.15455,-40.4415,11066,35.35214710155394,0.6700000166893005,6dFGSv,FP
g0540390-704512,85.16235,-70.7533,4495,34.61934208995723,0.527999997138977,6dFGSv,FP
g0540433-261831,85.1802,-26.3087,11303,37.055162236976706,0.5954999923706055,6dFGSv,FP
g0540568-393345,85.2366,-39.5626,10947,35.119169189573014,0.5404999852180481,6dFGSv,FP
g0540576-524012,85.23975,-52.6701,11096,36.78852596354025,0.6679999828338623,6dFGSv,FP
g0541003-255600,85.25115,-25.9334,12083,36.06306763666913,0.7620000243186951,6dFGSv,FP
g0541004-483633,85.25175,-48.6091,15624,36.51165481912655,0.6449999809265137,6dFGSv,FP
g0541010-413438,85.254,-41.5773,10647,36.02283005525865,0.5285000205039978,6dFGSv,FP
g0541074-594146,85.2807,-59.6961,16041,36.418850843868654,0.6580000519752502,6dFGSv,FP
g0541078-252244,85.28235,-25.379,12923,36.02851034729356,0.6274999380111694,6dFGSv,FP
g0541275-271231,85.3644,-27.2087,13103,35.82904734619734,0.48649999499320984,6dFGSv,FP
g0541313-412340,85.38045,-41.3943,14455,36.52478418403619,0.7714999914169312,6dFGSv,FP
g0541317-262209,85.38195,-26.3692,11904,35.99665829598622,0.6499999761581421,6dFGSv,FP
g0541327-131334,85.38615,-13.2262,13097,35.76305275748138,0.5049999952316284,6dFGSv,FP
g0541378-415644,85.4073,-41.9455,13856,36.07338311420306,0.7089999914169312,6dFGSv,FP
g0541419-275601,85.4244,-27.9336,7528,35.190591702259105,0.4724999964237213,6dFGSv,FP
g0541433-255759,85.43055,-25.9663,11005,36.58414396718764,0.7249999642372131,6dFGSv,FP
g0541464-255157,85.4433,-25.8658,11635,35.6470256717668,0.4989999830722809,6dFGSv,FP
g0542011-124823,85.50435,-12.8064,12049,35.879448706686354,0.5509999990463257,6dFGSv,FP
g0542015-344819,85.50615,-34.8053,13796,36.04295957092425,0.7384999990463257,6dFGSv,FP
g0542073-261153,85.5303,-26.1982,11965,35.21125718903955,0.46050000190734863,6dFGSv,FP
g0542075-254025,85.53135,-25.6735,13434,36.242220352724324,0.5730000138282776,6dFGSv,FP
g0542092-345009,85.53825,-34.8359,14066,37.59804676780867,0.5505000352859497,6dFGSv,FP
g0542118-265404,85.54905,-26.901,12655,36.196004495328964,0.5680000185966492,6dFGSv,FP
g0542156-552034,85.56495,-55.3428,7140,35.654184651146764,0.5370000004768372,6dFGSv,FP
g0542185-475634,85.5771,-47.9427,14726,36.40811769449964,0.5270000100135803,6dFGSv,FP
g0542188-260552,85.57845,-26.0979,12025,35.486619107066275,0.4659999907016754,6dFGSv,FP
g0542209-253228,85.587,-25.541,9087,35.335296258904044,0.4764999747276306,6dFGSv,FP
g0542212-261153,85.58835,-26.1979,11635,36.650525648017684,0.6360000371932983,6dFGSv,FP
g0542321-252952,85.63365,-25.4977,12655,37.12700436714503,0.6650000214576721,6dFGSv,FP
g0542362-205952,85.6509,-20.9979,11634,35.534839036092635,0.5040000081062317,6dFGSv,FP
g0542456-333160,85.6902,-33.5332,10439,36.24348812027287,0.5404999852180481,6dFGSv,FP
g0543021-381449,85.75875,-38.247,14217,36.184733457308596,0.659500002861023,6dFGSv,FP
g0543153-550651,85.8138,-55.1141,6961,35.414051915031195,0.4780000150203705,6dFGSv,FP
g0543179-481729,85.82475,-48.2913,15087,36.92670814070757,0.6324999928474426,6dFGSv,FP
g0543323-475022,85.88445,-47.8396,14847,36.595387172298715,0.5925000309944153,6dFGSv,FP
g0543334-392817,85.8891,-39.4715,4744,33.939417120963085,0.5329999923706055,6dFGSv,FP
g0543494-330057,85.95555,-33.0159,10110,35.652949471225256,0.546500027179718,6dFGSv,FP
g0543570-480451,85.98735,-48.0808,14698,37.187984826674025,0.7824999690055847,6dFGSv,FP
g0544071-483840,86.02935,-48.6444,14488,36.74773582849511,0.5665000081062317,6dFGSv,FP
g0544115-481149,86.04795,-48.197,14428,37.000724239983995,0.5805000066757202,6dFGSv,FP
g0544181-494059,86.07555,-49.6831,10081,35.705211767938955,0.5665000081062317,6dFGSv,FP
g0544315-261129,86.13105,-26.1913,13737,36.928153155820134,0.6324999928474426,6dFGSv,FP
g0544490-474511,86.2041,-47.7531,14848,36.509033418103485,0.5550000071525574,6dFGSv,FP
g0544510-250549,86.21265,-25.0969,11998,35.409738014778085,0.48000001907348633,6dFGSv,FP
g0545035-480448,86.2647,-48.08,15718,36.7486800374585,0.5559999942779541,6dFGSv,FP
g0545194-325332,86.33055,-32.8923,11311,36.67169872252451,0.6175000071525574,6dFGSv,FP
g0545221-254730,86.3421,-25.7916,11580,35.27473643487403,0.48799997568130493,6dFGSv,FP
g0545250-425737,86.3541,-42.9604,15269,36.98424667462294,0.6575000286102295,6dFGSv,FP
g0545287-390309,86.36955,-39.0525,13471,35.837192909311554,0.5559999942779541,6dFGSv,FP
g0545291-475926,86.37105,-47.9906,15599,36.27217751526139,0.6150000095367432,6dFGSv,FP
g0545295-274613,86.37285,-27.7702,12810,35.74793924777126,0.5394999980926514,6dFGSv,FP
g0545309-234141,86.37885,-23.6946,11939,36.47853345195858,0.5479999780654907,6dFGSv,FP
g0545324-215524,86.38515,-21.9233,8880,35.22875857422509,0.4754999876022339,6dFGSv,FP
g0545357-225819,86.3988,-22.9719,15087,35.810208224700524,0.7005000114440918,6dFGSv,FP
g0545370-604253,86.40405,-60.7147,15955,36.612177683226,0.5234999656677246,6dFGSv,FP
g0545371-293336,86.4048,-29.5599,11311,35.69769869283839,0.593500018119812,6dFGSv,FP
g0545382-315707,86.409,-31.952,12511,36.21115382446229,0.5274999737739563,6dFGSv,FP
g0545387-354925,86.4111,-35.8237,13920,36.62438991065632,0.7524999976158142,6dFGSv,FP
g0545393-483329,86.4138,-48.5582,14789,35.9138878150538,0.49449998140335083,6dFGSv,FP
g0545394-743344,86.41395,-74.5622,9951,36.85152735080056,0.8149999976158142,6dFGSv,FP
g0545522-253614,86.4675,-25.604,13739,36.517969294355844,0.815500020980835,6dFGSv,FP
g0545534-531032,86.4723,-53.1755,15688,36.264531609807825,0.7699999809265137,6dFGSv,FP
g0546072-370201,86.53005,-37.0336,14791,36.37468138272963,0.6775000095367432,6dFGSv,FP
g0546214-540136,86.58915,-54.0267,15778,37.13645340642216,0.5820000171661377,6dFGSv,FP
g0546246-484546,86.60235,-48.7627,14760,36.58262541707973,0.7105000019073486,6dFGSv,FP
g0546314-330005,86.63085,-33.0015,11013,35.89472197119146,0.7649999856948853,6dFGSv,FP
g0546423-652332,86.67615,-65.3922,11096,35.27902593499964,0.5015000104904175,6dFGSv,FP
g0546487-323445,86.70285,-32.5792,7716,35.50065487848546,0.621999979019165,6dFGSv,FP
g0546514-333846,86.71425,-33.646,10174,35.932652284575916,0.5820000171661377,6dFGSv,FP
g0546598-253545,86.74935,-25.5959,13591,35.90595079600374,0.6759999990463257,6dFGSv,FP
g0547064-323608,86.7765,-32.6022,10924,35.066102178291075,0.531499981880188,6dFGSv,FP
g0547135-464538,86.80635,-46.7604,14821,36.069081138737516,0.5550000071525574,6dFGSv,FP
g0547325-244336,86.8854,-24.7267,12872,35.64542377674283,0.5440000295639038,6dFGSv,FP
g0547378-634314,86.9076,-63.7205,11038,36.92764567411631,0.6085000038146973,6dFGSv,FP
g0547398-140042,86.91585,-14.0116,12927,37.06218239107984,0.6580000519752502,6dFGSv,FP
g0547432-255456,86.9301,-25.9156,11403,35.2787892798767,0.47749999165534973,6dFGSv,FP
g0547476-844635,86.94825,-84.7763,5986,35.27437718846875,0.5855000019073486,6dFGSv,FP
g0547483-255349,86.9511,-25.897,11433,35.862494752599886,0.6955000162124634,6dFGSv,FP
g0548008-130904,87.00315,-13.151,12927,36.43618246764906,0.49400001764297485,6dFGSv,FP
g0548084-472418,87.03495,-47.4049,15602,37.11759505143087,0.5149999856948853,6dFGSv,FP
g0548109-403840,87.04545,-40.6443,14134,36.06251905308017,0.5634999871253967,6dFGSv,FP
g0548111-325933,87.0462,-32.9925,11195,35.77781411580503,0.5550000071525574,6dFGSv,FP
g0548197-415155,87.08205,-41.8652,14643,36.49584405177441,0.6859999895095825,6dFGSv,FP
g0548231-244543,87.0963,-24.7618,11644,35.843704677345514,0.6470000147819519,6dFGSv,FP
g0548276-325838,87.11505,-32.9772,11226,35.55631892453345,0.4684999883174896,6dFGSv,FP
g0548340-324515,87.1416,-32.7541,10446,35.64744373346984,0.5774999856948853,6dFGSv,FP
g0548363-331502,87.15135,-33.2505,11885,35.96168966142666,0.5290000438690186,6dFGSv,FP
g0548363-471547,87.1512,-47.2632,14583,36.763928061998726,0.6970000267028809,6dFGSv,FP
g0548411-254532,87.17115,-25.759,12154,35.7127897508585,0.5555000305175781,6dFGSv,FP
g0548431-124101,87.1797,-12.6836,7142,36.57479291537021,0.6239999532699585,6dFGSv,FP
g0548446-253330,87.18585,-25.5582,12484,36.37496244781079,0.5370000004768372,6dFGSv,FP
g0548485-242245,87.2022,-24.3791,12094,35.09954359128896,0.6575000286102295,6dFGSv,FP
g0548562-691241,87.23415,-69.2113,7678,35.307934176021206,0.5029999613761902,6dFGSv,FP
g0549052-535108,87.2718,-53.8523,13592,36.56361040398757,0.6930000185966492,6dFGSv,FP
g0549216-252048,87.3402,-25.3466,11915,35.68716395831241,0.48749998211860657,6dFGSv,FP
g0549268-233012,87.36165,-23.5034,13953,36.36903176351653,0.5835000276565552,6dFGSv,FP
g0549280-301736,87.36645,-30.2933,14644,35.554992346554556,0.5774999856948853,6dFGSv,FP
g0549304-253804,87.3768,-25.6343,12065,36.538830330654605,0.6209999918937683,6dFGSv,FP
g0549332-251129,87.3885,-25.1914,11645,36.3423910612513,0.6539999842643738,6dFGSv,FP
g0549345-250432,87.3939,-25.0756,14374,36.10008196018162,0.7339999675750732,6dFGSv,FP
g0549364-670748,87.40155,-67.1299,13586,36.50015162519751,0.593999981880188,6dFGSv,FP
g0549417-243242,87.4236,-24.545,13474,36.544176416184115,0.5160000324249268,6dFGSv,FP
g0549475-331709,87.44775,-33.2857,15455,36.42853867790478,0.5130000114440918,6dFGSv,FP
g0549477-504946,87.4485,-50.8293,9996,35.22332497716292,0.5505000352859497,6dFGSv,FP
g0549533-311305,87.4719,-31.218,16114,36.38771050472367,0.5699999928474426,6dFGSv,FP
g0549541-242320,87.4755,-24.3889,13145,35.965996568055346,0.5494999885559082,6dFGSv,FP
g0549589-253931,87.49545,-25.6587,11496,36.27392740930041,0.5424999594688416,6dFGSv,FP
g0549592-254421,87.49665,-25.7391,11436,35.99656430766023,0.5070000290870667,6dFGSv,FP
g0550037-243814,87.51525,-24.6371,13535,35.30798501284585,0.5320000052452087,6dFGSv,FP
g0550180-234835,87.5748,-23.8097,12036,35.45660463803232,0.5889999866485596,6dFGSv,FP
g0550341-531433,87.64215,-53.2425,10446,35.29544382022068,0.6140000224113464,6dFGSv,FP
g0550365-262143,87.6522,-26.362,12517,35.88069490417851,0.6714999675750732,6dFGSv,FP
g0550425-345343,87.6771,-34.8953,9730,35.01125790356346,0.4884999990463257,6dFGSv,FP
g0550543-314721,87.726,-31.789,9580,34.99852121381964,0.5205000042915344,6dFGSv,FP
g0550557-553041,87.73215,-55.5114,16111,36.651306150442444,0.7749999761581421,6dFGSv,FP
g0550560-344703,87.73335,-34.784,9910,35.23756192624087,0.4684999883174896,6dFGSv,FP
g0550568-235807,87.73665,-23.9685,13866,36.38844974483817,0.5575000047683716,6dFGSv,FP
g0550595-252502,87.74805,-25.4172,12097,36.34458205645295,0.5710000395774841,6dFGSv,FP
g0551011-500521,87.75465,-50.0893,14734,36.497796896323074,0.6274999380111694,6dFGSv,FP
g0551079-630952,87.783,-63.1643,7953,34.83634858703082,0.4740000069141388,6dFGSv,FP
g0551095-510245,87.78945,-51.0457,10267,35.95841147823462,0.527999997138977,6dFGSv,FP
g0551152-345319,87.81315,-34.8886,10000,35.242693709514384,0.4909999966621399,6dFGSv,FP
g0551162-345404,87.81735,-34.9012,9820,35.65175111253197,0.4934999942779541,6dFGSv,FP
g0551169-314922,87.8205,-31.8226,9760,35.546942798015266,0.6669999361038208,6dFGSv,FP
g0551223-231951,87.84285,-23.3308,14016,36.618314107519794,0.6204999685287476,6dFGSv,FP
g0551281-375548,87.86715,-37.9299,14348,36.6331506279815,0.6485000252723694,6dFGSv,FP
g0551338-342829,87.8907,-34.4747,12759,36.270276805739684,0.7085000276565552,6dFGSv,FP
g0551398-313634,87.9159,-31.6095,14528,36.18172284710518,0.6024999618530273,6dFGSv,FP
g0551400-313123,87.9168,-31.5231,9821,35.46847226078931,0.47699999809265137,6dFGSv,FP
g0551450-342112,87.93765,-34.3534,14438,37.15022888771296,0.6674999594688416,6dFGSv,FP
