CID,RA,DEC,zCMB,HOST_LOGMASS,IS_CALIBRATOR,V_rot,V_rot_source,U_i,X_i
2011fe,210.774,54.2737,0.00122,10.677,1,274.1,measured,37565.405,3.334352722964997e-07
2012cg,186.803,9.4203,0.00256,9.633,1,28.6,measured,408.97999999999996,-7.998571129352108e-08
1994DRichmond,188.51,7.7016,0.00299,8.46247,0,61.8938496569724,tully-fisher,1915.4243126799506,-6.322425780407106e-08
1981B,188.623,2.1998,0.0035,9.686,1,110.096526,measured,6060.622518634336,-1.710270764198598e-08
2013aa,218.141,-44.2244,0.00478,10.53,1,171.2,measured,14654.719999999998,7.851952280173167e-08
2017cbv,218.143,-44.1341,0.00478,10.449,1,171.2,measured,14654.719999999998,7.851952280173167e-08
2001el,56.1275,-44.6398,0.00357,11.28,1,185.1,measured,17131.004999999997,1.0607190924227903e-07
2011by,178.94,55.3256,0.00369,10.417,1,77.781746,measured,3025.000005404257,-5.087856323701672e-08
1998aq,179.108,55.1287,0.00369,10.199,1,138.310086,measured,9564.8399446637,2.1886969512970402e-08
1990N,190.736,13.2565,0.00462,9.802,1,117.309015,measured,6880.702500135111,-7.978087268133104e-09
2021pit,56.1257,-44.6325,0.00366,-9.0,1,0.002667042864326648,tully-fisher,3.5565588200778454e-06,-8.45362274531971e-08
2005df,64.4077,-62.7693,0.00435,10.375,1,186.1144081859398,tully-fisher,17319.286467201302,1.0816682309263291e-07
2005df_ANU,64.4077,-62.7693,0.00435,9.552,1,115.88573928537618,tully-fisher,6714.752284859088,-9.824532431422878e-09
2013dy,334.573,40.5693,0.00293,9.131,1,50.275292,measured,1263.802492842632,-7.047452834774858e-08
2012ht,163.345,16.7764,0.00465,9.53,1,32.880465,measured,540.5624893081124,-7.852165865247762e-08
1980N,50.7513,-37.2139,0.0046,11.314,0,319.54350581172804,tully-fisher,51054.02605322493,4.835164220060672e-07
2012fr,53.4,-36.1271,0.0046,10.732,1,198.3,measured,19661.444999999996,1.342268513206822e-07
2007on,54.7125,-35.5753,0.0046,11.2901,0,315.17734709312225,tully-fisher,49668.38006032922,4.680990310894082e-07
1992A,54.1142,-34.9587,0.0046,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
2015F,114.066,-69.5064,0.00515,12.198,1,160.301107,measured,12848.222452712724,5.841952682923258e-08
2011B,133.952,78.2174,0.00458,11.08,0,279.27367221118755,tully-fisher,38996.891995160906,3.4936271315055777e-07
2018aoz,177.758,-28.7441,0.00701,9.85343,0,146.936789,measured,10795.20998081526,3.557668240987766e-08
2016coj,182.028,65.1772,0.00489,11.036,0,272.2889364931899,tully-fisher,37070.6324682962,3.2793018544515947e-07
SN2016coj,182.028,65.1772,0.00489,11.036,0,272.2889364931899,tully-fisher,37070.6324682962,3.2793018544515947e-07
2007sr,180.47,-18.9728,0.0066,10.682,1,169.1,measured,14297.404999999997,7.454385725394369e-08
2007gi,180.348,61.8927,0.00505,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1994ae,161.758,17.2752,0.0054,10.196,1,167.89199730387946,tully-fisher,14093.861379342934,7.227912904460931e-08
2015bp,226.375,1.634,0.00603,8.048,0,48.756216367375046,tully-fisher,1188.5843172311447,-7.13114434208523e-08
2018gv,121.394,-11.4379,0.00596,10.06,1,89.66114,measured,4019.5600130497996,-3.9812590754461725e-08
1981D,50.6599,-37.2327,0.00551,11.314,0,319.54350581172804,tully-fisher,51054.02605322493,4.835164220060672e-07
2006dd,50.6734,-37.2036,0.00551,11.01,0,268.2439870810742,tully-fisher,35977.418302575745,3.157665374174847e-07
2007af,215.588,-0.3938,0.00635,10.331,1,181.45961941119526,tully-fisher,16463.796738427915,9.864821614590287e-08
2007le,354.702,-6.5226,0.00552,9.02452,0,85.5381780598791,tully-fisher,3658.389952901791,-4.383114963114743e-08
1998dm,21.5582,-6.1039,0.00567,7.05776,0,27.57210956852441,tully-fisher,380.11061302935764,-8.030692654383226e-08
2014bv,186.129,75.5357,0.00548,10.4962,0,199.5629869799298,tully-fisher,19912.69288617581,1.3702236106705092e-07
2019np,157.342,29.5106,0.0055,10.63,1,236.597929,measured,27989.290003544516,2.2688662342067878e-07
1997br,200.177,-22.0367,0.00801,8.92838,0,80.93288011343735,tully-fisher,3275.065541728011,-4.80962089069397e-08
2011iv,54.714,-35.5922,0.00594,7.0,0,94.964441,measured,4509.12252722124,-3.4365473166115693e-08
1995al,147.733,33.5526,0.00592,10.296,1,96.661497,measured,4671.722501140504,-3.2556304465159824e-08
1996X,199.505,-26.8459,0.00812,9.77381,0,131.6686842295082,tully-fisher,8668.321203364969,1.1911853235378878e-08
2017erp,227.312,-11.3342,0.00727,10.591,1,141.987042,measured,10080.160047954882,2.7620678931095302e-08
1992G,159.077,37.3212,0.00611,10.0995,0,158.8199283158061,tully-fisher,12611.88481511889,5.5789915972068994e-08
2005cf,230.384,-7.4132,0.00703,9.184,1,114.622009,measured,6569.102473598041,-1.1445105138060907e-08
2002fk,50.5238,-15.4009,0.00668,9.89,1,114.622009,measured,6569.102473598041,-1.1445105138060907e-08
2003du,218.649,59.3344,0.00664,9.345,1,53.527983,measured,1432.6224820241441,-6.859615264349078e-08
2008Q,21.2385,9.5504,0.00722,10.553,0,206.1958858246876,tully-fisher,21258.3716655138,1.5199505675965673e-07
2003kf,91.1476,-12.6286,0.00769,8.21817,0,53.77401892212536,tully-fisher,1445.8225555185477,-6.844928201835618e-08
1998dh,348.668,4.5373,0.00769,10.935,1,256.90940047574975,tully-fisher,33001.22002640458,2.826518656293994e-07
2012hr,95.4103,-59.7141,0.00788,10.1223,0,160.9181368887589,tully-fisher,12947.323389874673,5.952217346211467e-08
2009ig,39.5484,-1.3125,0.00801,9.906,1,85.347788,measured,3642.122458246471,-4.4012149919548366e-08
1996Z,144.187,-21.1476,0.00867,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1995D,145.228,5.1406,0.0078,10.5795,0,209.36544071935677,tully-fisher,21916.943883805245,1.5932266091563003e-07
1991M,239.645,17.458,0.00758,7.68875,0,39.647654089814175,tully-fisher,785.9682374127792,-7.579115145863223e-08
2013gh,330.591,-18.9168,0.00775,9.71043,0,126.95140032062397,tully-fisher,8058.32902168366,5.124774883979108e-09
2001bg,128.829,28.4683,0.00796,10.449,1,194.21375970408477,tully-fisher,18859.49222919799,1.2530392336683012e-07
2005W,27.6906,21.7599,0.00861,10.827,1,241.42375233024777,tully-fisher,29142.714094608404,2.3972019721643704e-07
ASASSN-15so,168.546,48.3187,0.00773,10.95,1,89.66114,measured,4019.5600130497996,-3.9812590754461725e-08
PSNJ0717457,109.44,23.3446,0.00812,9.38921,0,105.51944436239977,tully-fisher,5567.1765692747895,-2.259303427412929e-08
2005am,139.052,-16.3044,0.00841,11.3117,0,319.1207144934715,tully-fisher,50919.01520941187,4.820142237767026e-07
1997bp,191.724,-11.6425,0.00931,9.75,1,236.597929,measured,27989.290003544516,2.2688662342067878e-07
2019ein,208.371,40.2754,0.00837,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2002er,257.875,7.9958,0.00853,9.82908,0,135.92520468528386,tully-fisher,9237.830634368156,1.8248500238666485e-08
2006D,193.141,-9.7752,0.00966,9.554,1,116.01923450454082,tully-fisher,6730.231387509818,-9.652304187102933e-09
2013cs,198.812,-17.9654,0.01029,9.413,0,106.97443359283952,tully-fisher,5721.764721254416,-2.087300911447572e-08
1999cp,211.63,-5.4469,0.00998,10.441,1,106.702413,measured,5692.702470011284,-2.119637026922287e-08
2002cr,211.657,-5.4394,0.00998,10.426,1,106.702413,measured,5692.702470011284,-2.119637026922287e-08
2002dj,198.251,-19.519,0.01051,11.1654,0,293.3458818043435,tully-fisher,43025.90318578392,3.9419150842143137e-07
1998es,24.3233,5.8807,0.00957,9.78837,0,132.77689110226441,tully-fisher,8814.851405391291,1.3542221610360236e-08
PTF10icb,193.705,58.8819,0.009,8.8903,0,79.17808535746913,tully-fisher,3134.584600437333,-4.965927017895508e-08
2009Y,220.599,-17.2468,0.0105,10.636,1,216.28679025958752,tully-fisher,23389.9878203974,1.7571248510181708e-07
2013E,150.023,-34.2337,0.01042,10.5748,0,208.7997602514971,tully-fisher,21798.669940541335,1.580066858196073e-07
1999ac,241.812,7.9723,0.00979,9.83179,0,136.13741367508123,tully-fisher,9266.697701070096,1.8569689672506653e-08
2009an,185.697,65.8512,0.00921,10.5117,0,201.3515585854226,tully-fisher,20271.225072389432,1.4101156963792705e-07
2006bh,340.067,-66.4851,0.01042,10.501,1,200.11516239787213,tully-fisher,20023.039110763362,1.3825012839677736e-07
2004S,101.431,-31.2312,0.0098,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2021hpr,154.161,73.4005,0.00958,6.952,1,236.597929,measured,27989.290003544516,2.2688662342067878e-07
2002dp,352.127,22.4289,0.01049,10.53,1,236.597929,measured,27989.290003544516,2.2688662342067878e-07
1997do,111.677,47.0933,0.01048,9.594,0,118.72166963827402,tully-fisher,7047.417420849736,-6.123133609352084e-09
1997bq,154.272,73.3839,0.00993,12.588,1,665.3191065880088,tully-fisher,221324.7567955331,2.378033803053265e-06
2008fv_comb,154.239,73.4101,0.00993,8.37261,1,58.773627436149255,tully-fisher,1727.1696410016377,-6.531887351402335e-08
ASASSN-16jf,339.247,-25.232,0.0104,8.01649,0,47.87981852474692,tully-fisher,1146.238510981349,-7.178260405782701e-08
iPTF13ebh,35.4999,33.2705,0.01238,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
2010ko,83.206,-14.0961,0.01096,7.25539,0,30.894238552375093,tully-fisher,477.22698786552974,-7.922636114478035e-08
2013ex,83.1942,-14.0459,0.01096,8.72661,0,72.05804840468834,tully-fisher,2596.181169946203,-5.5649816250109235e-08
2009ab,64.1516,2.7642,0.01189,9.3236,0,101.60848959896889,tully-fisher,5162.142579291884,-2.709964519071029e-08
2011ao,178.463,33.3629,0.01168,7.12388,0,28.64177941310478,tully-fisher,410.1757639744763,-7.997240662498879e-08
2001cz,191.876,-39.58,0.01275,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2009kk,57.4345,-3.2644,0.01244,9.51953,0,113.73980927380947,tully-fisher,6468.372106821276,-1.2565881620465595e-08
2010Y,162.766,65.7797,0.01142,10.1182,0,105.641753,measured,5580.089988456503,-2.2449353108365512e-08
2008R,45.9738,-11.9943,0.0126,11.0466,0,273.9554822110994,tully-fisher,37525.803116758005,3.3299464192040937e-07
2002ha,311.827,0.3127,0.0122,10.6057,0,212.54700791764253,tully-fisher,22588.115287371194,1.6679044991362243e-07
2009kq,129.063,28.0671,0.01247,7.75299,0,41.1412512200014,tully-fisher,846.3012759736333,-7.511985587126603e-08
2001bt,288.445,-59.2897,0.01407,10.7524,0,231.27569550477352,tully-fisher,26744.22366560836,2.1303339211372737e-07
2001ep,74.2511,-4.7612,0.01306,9.88173,0,140.10785868770694,tully-fisher,9815.106033027227,2.4671555285430384e-08
2013gy,55.5703,-4.7218,0.01309,10.4638,0,195.8754447895877,tully-fisher,19183.594935759407,1.2891005231305704e-07
AT2017cfd,130.204,73.4875,0.01222,10.6316,0,215.73966283321755,tully-fisher,23271.80105969519,1.74397480042616e-07
2017cfd,130.204,73.4875,0.01222,10.6316,0,215.73966283321755,tully-fisher,23271.80105969519,1.74397480042616e-07
1999dq,38.4987,20.9751,0.01334,10.854,1,286.378246,measured,41006.24989101825,3.717198349051323e-07
2007hj,345.449,15.5865,0.01288,10.8348,0,242.51019211429718,tully-fisher,29405.59663965666,2.4264516000127165e-07
2008hv,136.892,3.3923,0.0136,10.5379,0,204.41134491843926,tully-fisher,20891.998965682564,1.4791861070961933e-07
1997E,101.909,74.4975,0.01314,8.75604,0,73.28920245638876,tully-fisher,2685.65359834677,-5.4654301225357795e-08
2007cv,159.439,-27.0825,0.01361,9.00235,0,84.45346945998152,tully-fisher,3566.1942519140152,-4.4856965149866944e-08
1992al,311.485,-51.3944,0.01434,10.0338,0,152.92553047189335,tully-fisher,11693.108935054988,4.556715562753086e-08
1999dk,22.8622,14.2849,0.014,9.64099,0,121.97687302136686,tully-fisher,7439.178776035326,-1.7642006712831983e-09
ASASSN-16dn,162.206,-20.2639,0.01406,8.03684,0,48.44400002298324,tully-fisher,1173.4105691134,-7.148027413778983e-08
ASASSN-16la,37.3226,18.0879,0.01424,8.23133,0,54.18293117179602,tully-fisher,1467.895015183792,-6.820369278351842e-08
2005kc,338.531,5.5684,0.01386,10.6541,0,218.5521059462121,tully-fisher,23882.51150676216,1.8119255017423193e-07
2007ca,202.774,-15.1018,0.01509,9.44451,0,108.9325062360904,tully-fisher,5933.145457437937,-1.8521081234843227e-08
2006N,92.1302,64.7236,0.01416,9.70642,0,126.65869109411541,tully-fisher,8021.212014837274,4.711792486497366e-09
2006td,29.5657,36.3494,0.01504,9.15931,0,92.43948040179535,tully-fisher,4272.528768476952,-3.699793375540337e-08
2013gq,124.473,23.4696,0.01457,10.8931,0,250.78698577472917,tully-fisher,31447.0561169871,2.653594600201007e-07
2004eo,308.226,9.9285,0.0142,9.18868,0,94.01561594170013,tully-fisher,4419.46802044863,-3.5363014085975725e-08
2003gt,308.246,9.872,0.01422,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2005bo,192.421,-11.0965,0.01503,7.89478,0,44.64008323057613,tully-fisher,996.3685154163821,-7.345013264748817e-08
2001fe,144.488,25.4948,0.01448,9.95617,0,146.24212723149915,tully-fisher,10693.379888596992,3.444366983173165e-08
2013fa,310.973,12.5144,0.01429,8.70972,0,71.3608469201301,tully-fisher,2546.1852365791206,-5.6206096030742615e-08
2000dm,274.746,16.2482,0.01472,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
PSNJ2043531,310.972,12.5085,0.01449,7.58761,0,37.40524431071135,tully-fisher,699.5761509720019,-7.675239305684144e-08
2011df,291.89,54.3865,0.01402,9.78368,0,132.41890602966114,tully-fisher,8767.383337046114,1.3014068121310054e-08
2005el,77.953,5.1943,0.01483,8.06485,0,49.231435098890394,tully-fisher,1211.8671009481284,-7.105238751477445e-08
2001cn,281.574,-65.7616,0.01509,10.0603,0,155.27623626647554,tully-fisher,12055.354774541163,4.9597684163625686e-08
2005de,270.597,26.0521,0.01495,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
SN2017jl,14.3829,30.1852,0.01529,8.7366,0,72.47362686497792,tully-fisher,2626.2132954820245,-5.5315663788500825e-08
ASASSN-16ad,24.8836,33.8268,0.01522,8.61292,0,67.49319629888778,tully-fisher,2277.6657733200996,-5.919377798920899e-08
ATLAS16cxr,272.027,25.4088,0.01518,7.98113,0,46.91508372029313,tully-fisher,1100.5125402410565,-7.229137409689994e-08
iPTF16auf,217.788,27.236,0.01566,9.05163,0,86.88353761515118,tully-fisher,3774.3745542616944,-4.25406468991029e-08
2008bc,144.63,-63.9738,0.01572,9.92086,0,143.29960578579139,tully-fisher,10267.388509181606,2.9703876509882785e-08
2011im,341.105,-0.1672,0.01493,10.5259,0,203.0041871178089,tully-fisher,20605.34999368118,1.4472921076196878e-07
1999ej,20.7391,33.4661,0.01534,10.0866,0,157.64492551672575,tully-fisher,12425.961270587002,5.372123754961807e-08
2001en,21.3454,34.0251,0.01534,9.47732,0,111.0094614338152,tully-fisher,6161.550263912853,-1.5979735027570916e-08
2001V,179.354,25.2025,0.01592,10.9081,0,252.96183072863343,tully-fisher,31994.843902790893,2.714544211259015e-07
2008ec,345.819,8.8722,0.01506,10.6407,0,216.87275459478874,tully-fisher,23516.89584276573,1.7712452728383486e-07
2008eo,10.4668,32.9903,0.01539,9.01416,0,85.02957251332505,tully-fisher,3615.014100899401,-4.4313771072765754e-08
2009nq,348.821,19.0229,0.01527,10.1323,0,161.8471274311402,tully-fisher,13097.246328855865,6.119029112672613e-08
2005al,207.501,-30.5762,0.01629,10.2599,0,174.18269094092673,tully-fisher,15169.804911711197,8.425061536061007e-08
2013hn,207.247,-30.2907,0.01629,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
2001bf,270.392,26.2506,0.01556,10.1288,0,161.52137226579515,tully-fisher,13044.576849312787,6.060426413306693e-08
ASASSN-15oh,337.675,39.2932,0.01579,10.1993,0,168.21123355212356,tully-fisher,14147.509546563526,7.287604540726096e-08
1994S,187.841,29.1344,0.01619,10.2053,0,168.79321904518588,tully-fisher,14245.575397818047,7.396717515621386e-08
1999aa,126.925,21.4874,0.01579,10.8086,0,238.88011291421859,tully-fisher,28531.854172954907,2.3292346395575035e-07
2002cs,281.75,45.7055,0.01538,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
iPTF14bdn,202.687,32.7618,0.01636,7.76651,0,41.46269200551998,tully-fisher,859.5774141723053,-7.497213891215676e-08
2007ss,190.275,50.3913,0.01619,10.31,0,179.27923718999003,tully-fisher,16070.522443712349,9.427244948530566e-08
2010kg,70.035,7.35,0.01595,10.2421,0,172.40704000251174,tully-fisher,14862.09372121384,8.082686662705796e-08
2013fw,318.437,13.576,0.0157,9.7636,0,130.8970911740881,tully-fisher,8567.024238918764,1.0784772503687568e-08
2013Q,356.783,29.4865,0.01612,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
iPTF13dge,75.8962,1.5715,0.01581,10.6697,0,220.52356041165027,tully-fisher,24315.32034831538,1.8600819799237886e-07
2007fs,330.418,-21.5082,0.01633,10.4452,0,193.7893899957474,tully-fisher,18777.163837461943,1.2438789647003095e-07
SN2016gfr,274.898,23.7862,0.0163,9.56317,0,116.63328174351733,tully-fisher,6801.661205131344,-8.857540281298025e-09
ASASSN-16ip,36.8407,-23.9287,0.01632,9.75333,0,130.12552528529292,tully-fisher,8466.326165386703,9.664355332088174e-09
2007A,6.3194,12.8868,0.01646,10.123,1,166.099383,measured,13794.502516490342,6.894831248927847e-08
PSNJ0107203,16.8346,32.3997,0.01601,11.0223,0,270.15001479764476,tully-fisher,36490.51524758383,3.214755108637266e-07
1998ef,15.862,32.2368,0.0161,10.3088,0,179.15543824384284,tully-fisher,16048.33552617169,9.402558673485294e-08
ASASSN-15ti,46.2858,37.9,0.01671,8.44463,0,61.261481560177934,tully-fisher,1876.4845614740104,-6.365752096769108e-08
ASASSN-15od,35.8049,-4.5172,0.01678,9.51783,0,113.62855809235826,tully-fisher,6455.724607074217,-1.2706604033490634e-08
1996bv,94.0542,57.0525,0.01673,10.0622,0,155.44615912901463,tully-fisher,12081.75419398147,4.989141731882608e-08
1997Y,191.381,54.7381,0.01661,10.0796,0,157.01096964759927,tully-fisher,12326.222294839667,5.261149178005803e-08
2001da,358.387,8.1174,0.01658,10.1168,0,160.40946696013305,tully-fisher,12865.598545217006,5.861286193222141e-08
ASASSN-15kx,334.049,37.4738,0.01697,10.5578,0,206.7664139629775,tully-fisher,21376.174971554687,1.5330579531035367e-07
2000dk,16.848,32.4064,0.01649,10.0012,0,150.08247937116005,tully-fisher,11262.37530709734,4.07745976746183e-08
2007fb,359.218,5.5088,0.0168,9.6287,0,121.11696949166455,tully-fisher,7334.6601494224,-2.9271272288783996e-09
2006ef,31.0813,-8.7284,0.01694,7.8489,0,43.47654214205569,tully-fisher,945.1048583149721,-7.402051775696214e-08
2008C,104.298,20.4371,0.01709,10.0322,0,152.78474569690945,tully-fisher,11671.589258834645,4.5327716938002654e-08
2004fz,30.2767,31.8789,0.01646,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2006ax,171.014,-12.2914,0.01774,10.997,0,266.2441019166522,tully-fisher,35442.96090270234,3.0981989685821055e-07
1998V,275.656,15.7021,0.01718,10.5657,0,207.70884733990957,tully-fisher,21571.482631636925,1.554788860997357e-07
2013gs,142.787,46.3848,0.01748,9.13025,0,90.90598892402589,tully-fisher,4131.949411127559,-3.856209005375121e-08
2008L,49.3194,41.3827,0.01734,10.7703,0,233.67109605674165,tully-fisher,27301.09056617949,2.1922937199507613e-07
2009le,32.3214,-23.4124,0.01739,10.7233,0,227.433793706891,tully-fisher,25863.065259954325,2.032291826192966e-07
2000dr,15.4335,-15.5692,0.01765,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2007as,141.9,-80.1776,0.01791,10.2193,0,170.1590278370416,tully-fisher,14477.047377223547,7.654264826481756e-08
1992bo,20.4925,-34.212,0.01805,10.4023,0,189.0623255760275,tully-fisher,17872.281476107906,1.1431972236920596e-07
2010ai,194.85,27.9964,0.01918,9.114,0,90.05959625761784,tully-fisher,4055.3654390425663,-3.9414201662082965e-08
ASASSN-17co,272.336,18.2983,0.01791,10.9028,0,252.19123919873692,tully-fisher,31800.21056429727,2.692888331760532e-07
PS15coh,33.9935,12.2372,0.01796,8.09212,0,50.01036170801485,tully-fisher,1250.5181390832388,-7.062233671729884e-08
2009gf,213.905,14.2802,0.01925,10.9824,0,264.0158472384512,tully-fisher,34852.1837965186,3.0324661505510523e-07
2016ffh,227.956,46.251,0.01851,10.1899,0,167.30348811101777,tully-fisher,13995.228567056729,7.118169100341959e-08
ATLAS16cpu,227.956,46.251,0.01851,10.0079,0,150.66243966992315,tully-fisher,11349.585363646613,4.174494041769817e-08
2000cu,291.087,-25.9846,0.01902,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2011fs,334.331,35.5806,0.01822,10.877,0,248.47345317554817,tully-fisher,30869.528466490658,2.589335982931269e-07
ASASSN-16cs,102.653,31.1124,0.01839,9.10557,0,89.62362290653105,tully-fisher,4016.1968914460385,-3.985001052887112e-08
2006kf,55.4603,8.1569,0.01955,11.0165,0,269.24955591136967,tully-fisher,36247.66167923488,3.1877340049936376e-07
2008hs,36.3734,41.8431,0.01835,11.0508,0,274.61862963855503,tully-fisher,37707.69587227892,3.350184717666703e-07
2007au,107.942,49.8537,0.01992,9.23827,0,96.73808716025508,tully-fisher,4679.128753712554,-3.247389879176544e-08
2016W,37.6655,42.236,0.01855,8.45606,0,61.665888832551666,tully-fisher,1901.3409227543095,-6.338095664997295e-08
2002kf,99.3138,49.8528,0.01948,9.26363,0,98.16066584991816,tully-fisher,4817.758160049643,-3.0931438624449015e-08
1992bc,46.3169,-39.5596,0.01976,9.61338,0,120.05354694083321,tully-fisher,7206.4270665374215,-4.353912697477392e-09
2009ds,177.267,-9.7291,0.02033,10.9264,0,255.64069858304487,tully-fisher,32676.083386013597,2.790342326178383e-07
2006ej,9.749,-9.0157,0.01926,10.1949,0,167.78571991262007,tully-fisher,14076.023903298094,7.208066035739784e-08
2002jy,20.3178,40.4987,0.0187,10.719,0,226.87152778871757,tully-fisher,25735.345060593427,2.0180810374951577e-07
2016hpw,317.283,-18.1039,0.02019,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
ATLAS16dqf,317.283,-18.1039,0.02019,7.75897,0,41.28311845077428,tully-fisher,852.1479345103297,-7.505480302178021e-08
2005ki,160.118,9.2023,0.02066,11.0605,0,276.15632566283216,tully-fisher,38131.15810179811,3.3973012450078145e-07
ASASSN-15lg,198.887,3.5007,0.02121,9.66664,0,123.79126349754708,tully-fisher,7662.138459159564,7.165603679756055e-10
2001dl,320.257,9.1807,0.01983,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
PSNJ1602512,240.714,47.2248,0.02039,9.81701,0,134.98406283317678,tully-fisher,9110.348609475508,1.683007141724015e-08
2007st,27.177,-48.6494,0.02061,10.7947,0,236.97634434764834,tully-fisher,28078.893890187595,2.2788360111563923e-07
ASASSN-17bs,268.026,21.566,0.02014,10.0832,0,157.33668503168988,tully-fisher,12377.416228380593,5.3181101110297197e-08
2010A,38.1644,0.6195,0.02079,9.92075,0,143.29053218582644,tully-fisher,10266.08830704868,2.9689409810121968e-08
2003W,146.706,16.0438,0.02087,10.9327,0,256.5694809902207,tully-fisher,32913.949287795615,2.8168084770734834e-07
2001br,277.607,34.1036,0.02046,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
ASASSN-16lc,292.252,-51.971,0.02001,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
AT2016eoa,5.3461,22.4354,0.01993,10.2163,0,169.86542719448073,tully-fisher,14427.131677981715,7.598726120922377e-08
ASASSN-16lg,267.051,17.6256,0.02093,10.4449,0,193.75592664324492,tully-fisher,18770.679554691247,1.2431574909414814e-07
2004bw,225.945,-3.3046,0.02207,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2008Z,145.814,36.2844,0.02146,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2007bc,169.811,20.809,0.02187,10.5792,0,209.32928771043925,tully-fisher,21909.37534667992,1.5923844958306267e-07
SN2016ajf,49.9771,41.565,0.01978,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
2009dc,237.801,25.7078,0.02179,10.4214,0,191.15250586452618,tully-fisher,18269.640249143853,1.1874093498012439e-07
2018fop,18.8255,-6.859,0.02017,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
ASASSN-15uv,126.784,27.8116,0.02104,9.45815,0,109.79119084560733,tully-fisher,6027.052793648284,-1.7476221205860338e-08
ASASSN-18da,52.3194,-23.9786,0.02157,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2006et,10.6909,-23.5584,0.0214,10.1464,0,163.16612348980152,tully-fisher,13311.591927344576,6.357520754845924e-08
1999dg,227.868,13.4849,0.02263,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2001cp,257.761,5.8411,0.02245,11.1055,0,283.403360504412,tully-fisher,40158.73237259684,3.6228993076135224e-07
1995ak,41.4535,3.2306,0.02193,10.0066,0,150.54973509237456,tully-fisher,11332.611368192076,4.155607924775873e-08
2009na,161.756,26.5439,0.02209,9.88571,0,140.42922389807222,tully-fisher,9860.183462307446,2.517310932758428e-08
ASASSN-18iu,269.418,50.0386,0.02202,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
ATLAS16dpb,44.3919,5.9782,0.02238,10.8735,0,247.97334228629256,tully-fisher,30745.389242317397,2.575523631457786e-07
SNF20080514-002,202.303,11.2724,0.02292,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2006dm,355.449,-3.669,0.02161,11.0056,0,267.5654267209394,tully-fisher,35795.62878817919,3.137438562836518e-07
2008ia,132.647,-61.2779,0.02257,10.7732,0,234.06150633376708,tully-fisher,27392.394373616036,2.2024526385969794e-07
2004bg,170.256,21.3398,0.02214,8.84045,0,76.93828398433213,tully-fisher,2959.7497712268687,-5.1604570004166555e-08
2002cu,272.71,31.109,0.02217,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
2006cp,184.812,22.4273,0.02334,8.32354,0,57.13667922660582,tully-fisher,1632.3000565220243,-6.63744399989136e-08
2000fa,108.874,23.4284,0.02181,8.26184,0,55.14294995964774,tully-fisher,1520.372465126107,-6.761980240731974e-08
ASASSN-16bn,47.6437,4.2697,0.02253,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
ASASSN-17aj,173.294,-10.2218,0.02253,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
AT2017cfb,208.528,9.4128,0.02382,8.97146,0,82.9650149272306,tully-fisher,3441.5968509377976,-4.6243298201670175e-08
