CID,RA,DEC,zCMB,HOST_LOGMASS,IS_CALIBRATOR,V_rot,V_rot_source,U_i,X_i
440643,53.6036,-26.7739,0.18955,8.731,0,72.24037565350542,tully-fisher,2609.335937279789,-5.5503449723998366e-08
6304,26.4976,1.196,0.18979,10.656,0,218.79127325441883,tully-fisher,23934.810626144877,1.817744563553593e-07
762,15.5353,-0.879,0.19009,11.236,0,305.51321164761464,tully-fisher,46669.161245620075,4.3472822126637633e-07
20687,16.7181,1.1541,0.19026,10.976,0,263.04496643844783,tully-fisher,34596.32718430207,3.0039982631586115e-07
2440,42.6337,0.8078,0.1903,10.325,0,180.83396118469003,tully-fisher,16350.460758872989,9.738718330585607e-08
16276,20.5787,1.0106,0.19397,9.288,0,99.54741699578722,tully-fisher,4954.844115266573,-2.9406151666886212e-08
2246,50.0904,-0.8856,0.19422,10.798,0,237.42694020871977,tully-fisher,28185.77596843749,2.2907282461919795e-07
20821,55.5726,1.0631,0.19534,10.572,0,208.4634858786607,tully-fisher,21728.51247234128,1.5722607871035362e-07
1253920,54.6293,-27.0428,0.19556,9.234,0,96.50059601194198,tully-fisher,4656.182515330016,-3.2729210125990945e-08
14984,313.834,-0.0928,0.19549,10.395,0,188.26951146263693,tully-fisher,17722.704473189984,1.1265545376239638e-07
15674,340.829,0.2629,0.19555,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
000236,131.58,44.0731,0.19602,10.902,0,252.0751275788849,tully-fisher,31770.93497195554,2.6896309828145286e-07
15129,318.902,-0.3214,0.19611,10.971,0,262.2889506813614,tully-fisher,34397.74682476482,2.9819032183415847e-07
1298893,35.724,-6.2568,0.19616,10.784,0,235.52119470416156,tully-fisher,27735.116577437784,2.2405856265262883e-07
1334620,35.7529,-6.2642,0.19624,10.351,0,183.56082277418594,tully-fisher,16847.287828768043,1.0291512997753294e-07
13070,357.785,-0.7463,0.19719,10.267,0,174.8960478042696,tully-fisher,15294.313768776678,8.563596322854086e-08
18804,25.2656,-0.4484,0.19726,10.3,0,178.25018762674918,tully-fisher,15886.564694485642,9.222564348541973e-08
1302058,53.3964,-29.1906,0.19786,9.664,0,123.60328002768316,tully-fisher,7638.885416800928,4.5783537913807184e-10
15222,2.8534,0.7027,0.19801,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1316431,42.2394,-0.4084,0.19815,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
13370,27.1515,0.3282,0.19846,9.95,0,145.72363490264547,tully-fisher,10617.688884619756,3.36014938335514e-08
360145,163.669,59.019,0.1986,9.911,0,142.48855940445202,tully-fisher,10151.494780578025,2.8414384873612407e-08
19658,8.9032,-0.2327,0.19863,8.996,0,84.14532567688883,tully-fisher,3540.217916634843,-4.514599085891133e-08
18768,17.2167,1.1979,0.19892,9.778,0,131.9866468527129,tully-fisher,8710.237473711373,1.2378234640883733e-08
110460,53.8448,-27.8403,0.19956,9.5517,0,115.86572825513453,tully-fisher,6712.433492046338,-9.850332480953707e-09
500504,212.459,53.4778,0.19948,11.075,0,278.4710136407167,tully-fisher,38773.05271904411,3.4687216531937425e-07
560150,333.961,1.2276,0.19957,11.458,0,347.16025257429004,tully-fisher,60260.120483722414,5.859480368473464e-07
19101,7.9727,0.1383,0.20062,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
470232,129.546,45.2023,0.20068,9.737,0,128.90803718028775,tully-fisher,8308.641024837223,7.90987152737616e-09
370308,131.317,43.3857,0.20074,11.239,0,306.0412701038411,tully-fisher,46830.62950338611,4.365247979269188e-07
590002,149.545,0.8783,0.20139,11.269,0,311.37231505415724,tully-fisher,48476.359291092675,4.548360113323271e-07
13152,7.0521,0.118,0.20216,9.387,0,105.38529017098183,tully-fisher,5553.029692211019,-2.2750439509709166e-08
19913,333.763,-0.3413,0.20237,10.051,0,154.44718447859466,tully-fisher,11926.966396682525,4.8169170805415215e-08
6780,328.069,0.2671,0.20268,11.272,0,311.9105005653908,tully-fisher,48644.08018147632,4.567021579131943e-07
14212,330.47,1.045,0.20308,10.497,0,199.65491029621768,tully-fisher,19931.04160269536,1.3722651807169082e-07
15203,15.7347,0.1831,0.20314,10.219,0,170.12964495116665,tully-fisher,14472.048045605012,7.648702319876162e-08
16032,44.0692,-0.4108,0.20318,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
7243,328.079,0.4719,0.20323,9.225,0,96.0019369816223,tully-fisher,4608.185952111688,-3.326324391354349e-08
15901,31.9763,-0.5354,0.20368,9.969,0,147.3262028736252,tully-fisher,10852.505026580282,3.621417576869813e-08
18965,13.5091,1.069,0.20454,10.63,0,215.54105073886447,tully-fisher,23228.97227680687,1.7392094556580202e-07
110033,34.9031,-3.5292,0.20471,10.063,0,155.51776121649382,tully-fisher,12092.887026895194,5.0015286790481e-08
17801,316.093,-0.898,0.20515,11.4,0,335.76080362451216,tully-fisher,56367.65862528911,5.426385577976226e-07
15872,36.7225,-0.3278,0.20549,9.66,0,123.31900037229644,tully-fisher,7603.787926411224,6.732313264361647e-11
1327978,8.28,-44.1402,0.20699,11.313,0,319.35961471665667,tully-fisher,50995.281755985685,4.828628035499064e-07
15201,337.519,0.0036,0.20736,11.312,0,319.1758294473464,tully-fisher,50936.605051700775,4.822099371667899e-07
1283373,54.9467,-26.7304,0.20754,10.231,0,171.3089273118432,tully-fisher,14673.374288367188,7.872707975170562e-08
20376,319.396,-0.5239,0.20831,10.717,0,226.610482588293,tully-fisher,25676.15540944952,2.0114953006288514e-07
15467,320.02,-0.1774,0.20847,10.43,0,192.10116367734608,tully-fisher,18451.42854309525,1.2076360253467355e-07
200132,334.494,-0.6969,0.20856,9.056,0,87.10237473711368,tully-fisher,3793.411842422289,-4.2328828501712953e-08
15259,337.544,-0.4078,0.20857,9.789,0,132.82505232394027,tully-fisher,8821.247262428735,1.3613385117272459e-08
140152,162.393,57.6157,0.20864,9.694,0,125.7563708236093,tully-fisher,7907.332401362564,3.4447109033373624e-09
16482,328.71,0.9337,0.20937,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
550154,36.3556,-3.5962,0.21003,10.582,0,209.66695871620038,tully-fisher,21980.116788650437,1.6002555427680076e-07
19149,31.46,-0.3319,0.21023,9.612,0,119.95821525110189,tully-fisher,7194.986703114846,-4.481203907511416e-09
460105,129.37,44.0453,0.21071,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
14157,51.1367,1.0224,0.21083,11.127,0,286.93266740070266,tully-fisher,41165.17781084112,3.7348814649412635e-07
18940,10.349,0.412,0.21099,10.226,0,170.81656948370897,tully-fisher,14589.150205091388,7.778996044192679e-08
1257366,53.8996,-26.9693,0.21137,10.965,0,261.3845993978764,tully-fisher,34160.954401194154,2.955556508005687e-07
7847,32.4599,-0.0618,0.2116,10.696,0,223.88757669343028,tully-fisher,25062.82349882831,1.9432529221556355e-07
17811,12.8787,-0.9474,0.21186,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
18927,46.6825,-0.754,0.21214,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
13305,331.1,0.6912,0.21339,10.055,0,154.80322200927907,tully-fisher,11982.018772227071,4.878171109277046e-08
8495,335.261,-0.7482,0.21353,11.034,0,271.975632656904,tully-fisher,36985.37237956159,3.2698153902006246e-07
6933,11.3517,1.0756,0.21383,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
110567,52.7131,-26.46,0.21442,11.403,0,336.3411429514668,tully-fisher,56562.68222094951,5.448084879440557e-07
1249851,55.218,-29.4,0.21511,11.303,0,317.5265141457708,tully-fisher,50411.543592782196,4.763678405498163e-07
14019,316.642,-0.648,0.21513,9.931,0,144.1384991606347,tully-fisher,10387.953470140143,3.104534261556896e-08
1316,334.864,0.4945,0.21566,9.835,0,136.38920428928483,tully-fisher,9301.007523332137,1.895143792913715e-08
100206,52.5182,-28.2567,0.21653,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
17435,20.3446,-0.0148,0.21674,8.818,0,75.95038779426653,tully-fisher,2884.2307030497354,-5.2444832958570593e-08
7473,4.3264,-0.2573,0.21677,8.954,0,82.1353279749644,tully-fisher,3373.1060507774837,-4.700536112804548e-08
20364,25.7566,-0.9455,0.21729,10.389,0,187.6203732740474,tully-fisher,17600.702233746437,1.1129799577684108e-07
13641,345.219,-0.9811,0.21781,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1290816,54.1725,-27.84,0.21848,8.859,0,77.76425141055024,tully-fisher,3023.6393987216325,-5.089370202803362e-08
1304678,54.8701,-27.6439,0.21884,11.23,0,304.4598265760841,tully-fisher,46347.89299936959,4.3115362994438777e-07
9467,328.951,1.1808,0.21885,10.93,0,256.1710189072557,tully-fisher,32811.79546399078,2.8054423312952293e-07
5533,328.67,0.4134,0.21887,9.959,0,146.48056136433888,tully-fisher,10728.277428805923,3.4831957332427656e-08
1342255,40.7435,-0.2674,0.21886,10.024,0,152.0652553880363,tully-fisher,11561.920948114348,4.410749241730021e-08
1302187,52.1619,-27.1421,0.21943,10.95,0,259.1373395034038,tully-fisher,33576.08036245117,2.890480494806518e-07
15433,14.8796,-0.2565,0.21935,10.806,0,238.52285317116414,tully-fisher,28446.575742456356,2.3197461345100657e-07
000220,150.537,2.7186,0.21982,11.335,0,323.4297727877259,tully-fisher,52303.40896275999,4.974176816493332e-07
18466,48.4185,0.63,0.21967,10.917,0,254.26114340233843,tully-fisher,32324.364522132248,2.7512083248171133e-07
14331,7.8887,-0.1358,0.21976,9.696,0,125.9012365714395,tully-fisher,7925.560685108786,3.6475279126573104e-09
19230,332.891,0.7648,0.22005,10.516,0,201.8505772153369,tully-fisher,20371.827761082342,1.4213092551006017e-07
7512,52.0903,-0.3261,0.22055,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
15354,6.7737,-0.126,0.22069,10.783,0,235.38565682084038,tully-fisher,27703.203718489214,2.2370348420964924e-07
370098,150.006,2.4311,0.22141,10.491,0,198.96651616481628,tully-fisher,19793.83727738205,1.3569991406918426e-07
480464,149.8,3.2216,0.22141,10.917,0,254.26114340233843,tully-fisher,32324.364522132248,2.7512083248171133e-07
1331123,8.0363,-42.5542,0.22157,11.23,0,304.4598265760841,tully-fisher,46347.89299936959,4.3115362994438777e-07
13025,341.567,0.4159,0.22287,10.836,0,242.6777700929955,tully-fisher,29446.250048654387,2.4309749017927256e-07
14846,7.6632,0.1416,0.22335,11.075,0,278.4710136407167,tully-fisher,38773.05271904411,3.4687216531937425e-07
330083,129.496,43.2977,0.22373,8.78,0,74.30704581943448,tully-fisher,2760.7685292057668,-5.381853490505053e-08
1304442,52.1631,-28.1083,0.22451,9.568,0,116.95801682889612,tully-fisher,6839.588850274172,-8.435538316356534e-09
550096,52.7766,-26.3979,0.22451,10.175,0,165.87464089592575,tully-fisher,13757.19824617616,6.853324650471733e-08
1292560,35.0558,-5.3611,0.22482,8.646,0,68.79074227612799,tully-fisher,2366.0831114503308,-5.8210002426941846e-08
030066,150.183,3.404,0.22552,9.134,0,91.10243723314785,tully-fisher,4149.827034909821,-3.836317466271681e-08
13727,317.588,0.9326,0.22534,9.953,0,145.9755081269405,tully-fisher,10654.424486459235,3.4010232528009984e-08
15229,4.832,1.0907,0.22536,9.165,0,92.74275560582088,tully-fisher,4300.609358680508,-3.668549505276331e-08
020096,161.314,58.1927,0.22563,9.059,0,87.25292516761483,tully-fisher,3806.5364751526963,-4.218279726828124e-08
19992,357.104,-1.185,0.22632,10.628,0,215.29304272596698,tully-fisher,23175.54712310252,1.7332651056316383e-07
1315192,42.9859,-0.5231,0.22714,10.654,0,218.5395254377819,tully-fisher,23879.762089285454,1.8116195877913621e-07
1315259,40.8641,-1.6036,0.22806,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
180561,334.462,1.4684,0.22853,8.444,0,61.23926867381358,tully-fisher,1875.1240138517621,-6.367265910157265e-08
13072,334.96,0.0244,0.22917,10.874,0,248.04472502377757,tully-fisher,30763.092806060708,2.5774934185769204e-07
3452,334.672,0.6392,0.22967,9.23,0,96.27865080002897,tully-fisher,4634.789299936959,-3.296724174905347e-08
21033,28.8137,0.6431,0.23006,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
000006,53.3665,-28.3715,0.23044,10.793,0,236.7445530473726,tully-fisher,28023.991698800102,2.2727273185239163e-07
040780,243.62,54.7258,0.23066,10.963,0,261.0838424196745,tully-fisher,34082.38638631071,2.9468146373892783e-07
19008,331.963,-1.0699,0.23075,10.401,0,188.92089557143507,tully-fisher,17845.552391756533,1.1402232119718779e-07
360140,185.618,47.7162,0.23083,8.834,0,76.6531480800069,tully-fisher,2937.8525552877322,-5.184820938958753e-08
17875,20.9834,1.255,0.23111,10.702,0,224.66219393486483,tully-fisher,25236.5506918134,1.9625826792569253e-07
430004,351.113,-0.7542,0.2315,10.51,0,201.1546126003476,tully-fisher,20231.58908519796,1.4057055980422373e-07
1302648,10.0026,-44.0541,0.23171,10.131,0,161.72605603362027,tully-fisher,13077.65860009484,6.097234825168695e-08
1275946,10.404,-43.6378,0.23212,8.458,0,61.7347929136772,tully-fisher,1905.592328047304,-6.333365338659738e-08
15369,348.833,-0.5626,0.23269,9.078,0,88.21247262428736,tully-fisher,3890.720163245323,-4.124612741553063e-08
1292336,40.9988,-0.9061,0.23356,9.099,0,89.28530688001736,tully-fisher,3985.9330123294367,-4.0186741596825994e-08
350047,163.262,58.1363,0.23364,10.491,0,198.96651616481628,tully-fisher,19793.83727738205,1.3569991406918426e-07
1336687,35.6058,-6.1499,0.23381,8.58,0,66.22622429651823,tully-fisher,2192.9563922863704,-6.013629696476344e-08
12971,6.6485,-0.3021,0.23381,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
110536,54.3325,-26.9017,0.23475,10.577,0,209.06435632971102,tully-fisher,21853.952543778185,1.5862178773551005e-07
1279500,36.9257,-4.3149,0.23471,9.699,0,126.11884815118879,tully-fisher,7952.981929491305,3.9526304036500084e-09
1319366,41.4955,-1.0881,0.23483,9.611,0,119.88918162292879,tully-fisher,7186.707935107802,-4.5733176243823415e-09
1298281,40.2679,-0.9553,0.23508,9.297,0,100.06449217146258,tully-fisher,5006.451296766348,-2.8831944333001274e-08
19341,15.8603,0.3314,0.23543,11.015,0,269.0171675007989,tully-fisher,36185.11820507644,3.18077510499082e-07
15287,323.96,-1.0574,0.2363,10.621,0,214.42725978007883,tully-fisher,22989.5248683967,1.7125673384190733e-07
310574,352.986,0.5363,0.23649,10.234,0,171.6050229445206,tully-fisher,14724.14194989472,7.929194616614882e-08
13511,40.6124,-0.7941,0.23653,11.411,0,337.89362312932633,tully-fisher,57086.0502757316,5.506317428989553e-07
12881,10.1623,-0.0736,0.23671,9.679,0,124.67517763442628,tully-fisher,7771.949959087873,1.9383780834812535e-09
16350,323.639,-0.8858,0.23684,10.79,0,236.33606250895662,tully-fisher,27927.367221118722,2.2619763954730823e-07
1317277,35.9031,-5.4815,0.23711,10.05,0,154.35830311700255,tully-fisher,11913.242870580218,4.801647598454536e-08
20768,40.6259,-0.9712,0.23735,11.024,0,270.4145126388553,tully-fisher,36562.00432285481,3.222709340998013e-07
17884,27.5998,1.1721,0.23776,10.453,0,194.66146865820662,tully-fisher,18946.543690084975,1.2627250149518464e-07
470008,53.0828,-29.0138,0.23954,10.3869,0,187.3937040728084,tully-fisher,17558.200163063637,1.1082509646356495e-07
18486,55.18,1.0031,0.23971,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
510251,244.494,55.7428,0.24004,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
580300,130.334,44.7877,0.24072,9.477,0,110.98901461860797,tully-fisher,6159.280683004786,-1.6004987520816706e-08
510550,243.275,55.6117,0.24106,10.6566,0,218.86685413466384,tully-fisher,23951.349919402106,1.8195848081105672e-07
460064,53.7742,-26.7649,0.24153,9.381,0,105.0219301354981,tully-fisher,5514.802904692721,-2.3175769882459006e-08
17223,26.3614,-0.0194,0.24151,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
14481,2.6817,0.2013,0.24207,11.215,0,301.8422264599387,tully-fisher,45554.36483714644,4.223244384026106e-07
20111,354.394,0.2481,0.24267,10.934,0,256.76155409449495,tully-fisher,32963.247830510125,2.82229367970495e-07
480064,128.796,44.4482,0.24271,8.867,0,78.12319488621779,tully-fisher,3051.616789614982,-5.058241157257642e-08
20088,13.2052,0.6315,0.24316,11.383,0,332.49107772512406,tully-fisher,55275.158383407244,5.304828532439381e-07
13506,25.2433,-0.7278,0.24341,10.19,0,167.31311915116197,tully-fisher,13996.839920045459,7.11996197233519e-08
19023,307.117,0.0062,0.24405,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
15466,317.645,-0.1232,0.24436,10.622,0,214.55072956710595,tully-fisher,23016.007778888714,1.7155139596034134e-07
3377,54.1562,1.0792,0.24449,9.666,0,123.74566551064694,tully-fisher,7656.494866336457,6.537669292658606e-10
000174,162.029,56.8502,0.24497,10.532,0,203.71827761082338,tully-fisher,20750.568316360244,1.4634498251065752e-07
420407,333.949,-0.3155,0.24512,10.504,0,200.46104761557987,tully-fisher,20092.31580556789,1.3902093558035205e-07
20039,9.8786,1.0243,0.24539,11.428,0,341.21647780062483,tully-fisher,58214.34236133214,5.631856854218384e-07
000010,149.749,3.1575,0.24594,10.786,0,235.79250464875702,tully-fisher,27799.052624267042,2.2476994711351302e-07
13835,6.0596,-0.2483,0.24604,10.507,0,200.80753067196412,tully-fisher,20161.832187285905,1.39794409640504e-07
15219,34.6111,0.2267,0.24637,11.081,0,279.4344813399595,tully-fisher,39041.81468086609,3.498625454382373e-07
12977,13.6956,-0.2509,0.24643,9.614,0,120.09640178150929,tully-fisher,7211.572860432853,-4.296658018815467e-09
05D3mq,214.752,52.3851,0.24649,10.723,0,227.3945206733676,tully-fisher,25854.1340161353,2.0312980912993794e-07
1334645,36.3796,-5.879,0.24701,10.453,0,194.66146865820662,tully-fisher,18946.543690084975,1.2627250149518464e-07
3451,334.069,0.7081,0.24835,10.839,0,243.09722183436108,tully-fisher,29548.12963179227,2.4423105341816346e-07
420087,352.767,0.1062,0.24848,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
450082,353.356,0.3105,0.24848,10.292,0,177.43120240759217,tully-fisher,15740.915793901968,9.0605080911434e-08
560152,334.8,1.1602,0.24851,11.416,0,338.86756008946577,tully-fisher,57415.611640493844,5.542986076087136e-07
15161,35.8429,0.819,0.24853,11.065,0,276.8726106161738,tully-fisher,38329.22125470769,3.4193387428265147e-07
19990,34.8064,-0.3848,0.24883,10.628,0,215.29304272596698,tully-fisher,23175.54712310252,1.7332651056316383e-07
120585,35.7735,-3.6103,0.24899,9.363,0,103.93934978293177,tully-fisher,5401.694216649319,-2.4434273763375434e-08
3199,333.293,1.0505,0.24961,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
16106,332.089,-1.1488,0.24973,11.035,0,272.13223948700175,tully-fisher,37027.97788410543,3.274555891902514e-07
15868,38.0998,-0.7136,0.24974,10.387,0,187.4044916320343,tully-fisher,17560.221741930607,1.1084758956196147e-07
520077,244.663,55.6842,0.25004,11.3931,0,334.42982043824003,tully-fisher,55921.65239917673,5.376760692727805e-07
390449,242.951,54.4558,0.25008,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
13689,4.0161,0.8076,0.2503,10.45,0,194.32559031542115,tully-fisher,18881.217525718446,1.2554564989074281e-07
5717,17.896,-0.0059,0.25037,9.431,0,108.088625862431,tully-fisher,5841.575520414294,-1.9539934190465047e-08
500004,213.023,51.6739,0.25052,9.155,0,92.21041904724446,tully-fisher,4251.380690434212,-3.723323785760018e-08
16213,8.9711,0.2584,0.25077,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
17552,322.321,-1.0032,0.25191,10.693,0,223.5012702058219,tully-fisher,24976.408891807907,1.9336380004211252e-07
310161,352.966,-0.6604,0.25247,9.577,0,117.56552718851705,tully-fisher,6910.82659155697,-7.642911548042148e-09
9032,337.885,-0.4936,0.25249,9.252,0,97.5056980206773,tully-fisher,4753.680573249756,-3.164439792989577e-08
000034,36.0664,-3.1865,0.25319,8.938,0,81.38230676183932,tully-fisher,3311.5399269390587,-4.7690376639443767e-08
17464,6.6408,0.042,0.25345,9.285,0,99.37565305257036,tully-fisher,4937.760209812417,-2.9596235750498023e-08
5736,22.8627,-0.6316,0.25394,10.474,0,197.02892856080703,tully-fisher,19410.199344909797,1.314313663984888e-07
1336480,41.7246,-1.1646,0.25605,10.476,0,197.2558971262422,tully-fisher,19454.944475539316,1.3192922311951942e-07
1112,339.018,-0.3752,0.25609,11.351,0,326.42243162913866,tully-fisher,53275.80193533984,5.082370126038044e-07
17340,41.2121,0.3648,0.25625,11.443,0,344.17553459793515,tully-fisher,59228.399307887215,5.744685906060989e-07
9457,335.814,0.253,0.25672,11.129,0,287.2632010759963,tully-fisher,41260.07334621413,3.7454400172164653e-07
19207,333.464,-0.9203,0.25721,10.626,0,215.0453200785451,tully-fisher,23122.24484384195,1.7273344272309324e-07
18325,8.9057,0.37,0.25723,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
8046,39.1168,0.5113,0.2576,11.335,0,323.4297727877259,tully-fisher,52303.40896275999,4.974176816493332e-07
6108,1.8066,0.349,0.258,9.323,0,101.57340132982624,tully-fisher,5158.577928854972,-2.7139307275794713e-08
550041,352.54,-0.8664,0.25847,7.4,0,33.576080362451215,tully-fisher,563.676586252891,-7.826447963986524e-08
1297026,35.821,-5.1821,0.25855,10.607,0,212.70612490793064,tully-fisher,22621.947786674093,1.671668872360805e-07
1303883,8.8633,-44.9171,0.25911,10.894,0,250.91694757159945,tully-fisher,31479.65728932439,2.6572219698238574e-07
1289664,40.8968,-1.1299,0.25908,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1335694,42.845,-0.6485,0.25912,10.969,0,261.9871531293848,tully-fisher,34318.63420241986,2.973100751972918e-07
12972,7.9586,-0.383,0.25935,9.177,0,93.38561767608424,tully-fisher,4360.436794371888,-3.601982505600773e-08
1330426,53.9704,-28.6924,0.25954,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
020176,211.862,53.3429,0.26051,8.7022,0,71.05260345886701,tully-fisher,2524.2362291415,-5.6450311674300505e-08
370498,186.266,46.8062,0.26086,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
15440,39.7207,0.0901,0.2613,10.852,0,244.92323985300982,tully-fisher,29993.696710047487,2.491886557641266e-07
1337649,43.4044,0.5102,0.26151,8.682,0,70.23118490325817,tully-fisher,2466.209666457819,-5.709594425652648e-08
2017,328.943,0.5935,0.26162,10.547,0,205.48493893382357,tully-fisher,21112.0300643186,1.5036678685192854e-07
19702,47.7548,0.3568,0.26162,9.896,0,141.26351085259245,tully-fisher,9977.689749200252,2.6480543094563606e-08
1253,323.799,0.1631,0.26166,11.153,0,291.25943027411796,tully-fisher,42416.027861801886,3.874057302872881e-07
13655,39.0202,-0.9942,0.26173,11.238,0,305.86514928375567,tully-fisher,46776.74477318707,4.3592524944615495e-07
18945,10.0784,-1.0374,0.26187,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
13956,20.9418,0.8167,0.2629,10.757,0,231.88891880996,tully-fisher,26886.235333426102,2.146134850153042e-07
520019,241.861,54.4578,0.26309,11.266,0,310.835058154317,tully-fisher,48309.21668889881,4.5297629907532753e-07
04D3ez,214.783,53.072,0.26348,10.29,0,177.22704473189987,tully-fisher,15704.712692201414,9.020226708006963e-08
350235,184.35,48.3462,0.26384,10.127,0,161.35409642651283,tully-fisher,13017.5722168082,6.030379707436756e-08
330022,35.3241,-2.9491,0.26386,10.979,0,263.4996214700468,tully-fisher,34716.02525742898,3.0173164699360277e-07
12983,16.4588,0.1448,0.26395,10.418,0,190.7787485683089,tully-fisher,18198.26545264501,1.1794678326687186e-07
2943,17.7049,1.0079,0.26405,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
110478,53.5803,-27.5689,0.26462,9.468,0,110.41548785615147,tully-fisher,6095.789979255966,-1.671141687166679e-08
13099,359.819,-1.2504,0.26451,10.86,0,246.05375416247622,tully-fisher,30271.224968724142,2.52276574089857e-07
2422,1.9945,0.6382,0.2657,9.371,0,104.4191120232026,tully-fisher,5451.675477857067,-2.3878157232531125e-08
6315,310.483,1.092,0.26576,9.72,0,127.6526972381098,tully-fisher,8147.6055560822615,6.1181102940078716e-09
1334087,41.0084,-0.4674,0.26629,10.951,0,259.28655389038113,tully-fisher,33614.758514174755,2.894784019574848e-07
18463,17.566,0.472,0.26687,10.244,0,172.59570955339404,tully-fisher,14894.639478119776,8.118898700951494e-08
1309288,54.6449,-29.1944,0.26794,10.961,0,260.78343150149385,tully-fisher,34003.99907284717,2.9380928725173683e-07
520023,245.239,55.1548,0.26804,11.324,0,321.3882506025754,tully-fisher,51645.20381269189,4.900941616781528e-07
530037,333.671,-1.0504,0.2685,10.9792,0,263.52995973144454,tully-fisher,34724.01983802838,3.0182059869912324e-07
06D3fp,215.077,52.8972,0.26848,9.55,0,115.75239766982418,tully-fisher,6699.308783156559,-9.996364561772708e-09
14298,314.895,1.2233,0.26879,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
510638,243.469,56.0842,0.27006,8.6546,0,69.13213918753539,tully-fisher,2389.6263343223823,-5.794804874445914e-08
19002,42.6154,-0.5512,0.2701,10.716,0,226.4800726471113,tully-fisher,25646.611653120402,2.008208114415289e-07
310051,353.412,-0.5525,0.27045,10.435,0,192.65487173983757,tully-fisher,18557.949802546627,1.219488113876683e-07
160039,184.975,48.1403,0.27085,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
380378,213.525,53.4648,0.27129,10.364,0,184.9396347876446,tully-fisher,17101.334257693678,1.0574177771137623e-07
1292332,41.1435,-1.2851,0.27265,10.269,0,175.09752027514168,tully-fisher,15329.570803251825,8.602825064239143e-08
15356,335.053,0.4099,0.2734,10.743,0,230.0276251244563,tully-fisher,26456.354160198698,2.098304119004255e-07
420258,352.428,0.7054,0.27444,11.463,0,348.16089945818794,tully-fisher,60608.00595576722,5.898187847470553e-07
100213,53.0671,-27.1943,0.27511,9.414,0,107.03603075425731,tully-fisher,5728.355939813158,-2.0799671917487257e-08
150254,183.211,47.1458,0.27508,9.355,0,103.46179184992562,tully-fisher,5352.1711863986675,-2.4985291787218758e-08
20227,349.12,-0.0985,0.27574,11.046,0,273.8608776782414,tully-fisher,37499.890161348354,3.3270632140751874e-07
19051,351.375,0.4231,0.27619,11.292,0,315.5222539398697,tully-fisher,49777.14636564781,4.69309219446503e-07
4000,31.016,-0.3658,0.27656,10.919,0,254.55404093462198,tully-fisher,32398.8798780726,2.759499276313502e-07
4046,354.498,0.6421,0.27764,9.359,0,103.70029591210577,tully-fisher,5376.8756861291495,-2.4710417157119786e-08
1297465,51.7953,-27.8221,0.27784,10.068,0,155.9660221046517,tully-fisher,12162.70002557435,5.079206115941733e-08
5957,34.7606,-0.2728,0.27924,10.463,0,195.7852615807813,tully-fisher,19165.934326127473,1.2871355153008792e-07
